overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0_TFx	>0-0.05_TFx	>=0.05_TFx
0.82774	0.85068	0.81079	0.96086	0.83219	0.95205	0.98043	0.66267	0.81963	0.80025	0.86575	0.92466	0.83048	0.80137	0.91283
0.83350	0.97992	0.79819	0.87229	0.78571	0.91566	0.98394	0.73996	0.79036	0.87087	0.78777	0.86747	0.83419	0.82941	0.85714
0.84610	0.86389	0.83719	0.89484	0.69118	0.98056	0.94167	0.86966	0.75087	0.88673	0.81250	0.88580	0.79315	0.85326	0.93483
0.80774	0.85029	0.72244	0.87953	0.87218	0.94737	0.90760	0.72794	0.79263	0.78335	0.83553	0.94737	0.70859	0.80962	0.93759
0.82069	0.82754	0.81159	0.72101	0.94364	0.84886	0.85628	0.79193	0.74710	0.82905	0.90580	0.81159	0.74261	0.84120	0.89130
0.84560	0.86580	0.76505	0.92424	0.86688	0.85390	0.89311	0.83217	0.82839	0.81516	0.89610	0.93362	0.75390	0.85263	0.94632
0.84914	0.84789	0.81050	0.91549	0.75900	0.82394	0.91628	0.85211	0.85248	0.82345	0.85211	0.99061	0.77081	0.86986	0.91165
0.82975	0.85855	0.72829	0.96053	0.77522	1.00000	0.93219	0.77632	0.87582	0.81719	0.74561	0.89181	0.83882	0.78052	0.97193
0.83536	0.76404	0.81498	0.82329	0.84270	0.98034	0.90530	0.79133	0.83807	0.78387	0.89715	0.92010	0.79673	0.83612	0.90356
0.83453	0.73459	0.82904	0.92694	0.80518	0.95108	0.93026	0.75559	0.80534	0.81857	0.85702	0.94863	0.78082	0.83351	0.93361
0.79215	0.53623	0.82304	0.94928	0.72319	0.97101	0.85942	0.73430	0.80000	0.75692	0.78744	0.97516	0.69263	0.80942	0.90531
0.77694	0.79619	0.77833	0.88600	0.61722	0.85333	0.82074	0.74909	0.68089	0.80057	0.77524	0.84222	0.72178	0.76837	0.90000
0.82343	0.67229	0.79065	0.96203	0.85823	0.80506	0.98734	0.73354	0.80470	0.77769	0.97257	0.96203	0.79626	0.79972	0.94937
0.80301	0.85227	0.76842	0.94167	0.61477	0.87500	0.86000	0.76058	0.74000	0.80982	0.82396	0.88125	0.76406	0.77820	0.92812
0.77276	0.65893	0.76406	0.94231	0.67857	0.87321	0.93125	0.56354	0.79792	0.72143	0.78929	0.84722	0.69769	0.76438	0.98750
0.76221	0.71922	0.72725	0.92658	0.60990	0.88861	0.90652	0.64399	0.72082	0.74745	0.87147	0.80783	0.67300	0.79304	0.82215
0.78401	0.79960	0.70899	0.84354	0.57823	0.92857	0.85847	0.87925	0.63515	0.82268	0.88988	0.82275	0.66450	0.80208	0.91220
0.81928	0.75287	0.77905	0.87500	0.81281	0.95402	0.90374	0.83804	0.76015	0.82450	0.82414	0.98851	0.72466	0.85632	0.87931
0.77834	0.75645	0.73874	0.94511	0.65153	0.86145	0.85542	0.77386	0.74785	0.77711	0.79357	0.80723	0.75859	0.75904	0.92048
0.82877	0.81375	0.82054	0.92125	0.73929	0.92500	0.85114	0.78125	0.76731	0.83285	0.93393	0.81806	0.78155	0.81554	0.92750
0.76996	0.66207	0.76393	0.88736	0.44253	0.97931	0.96839	0.76835	0.76858	0.75223	0.83716	0.80077	0.70915	0.77684	0.89400
0.83414	0.82396	0.74821	0.85000	0.82500	0.98750	0.95556	0.80385	0.87054	0.80094	0.90417	0.88125	0.76711	0.83785	0.92917
0.80190	0.91000	0.74933	0.91667	0.74857	0.89556	0.94667	0.68095	0.85167	0.76167	0.87758	0.83167	0.70824	0.79432	0.95590
0.82644	0.88958	0.76513	0.89875	0.79792	0.84583	0.90341	0.77115	0.82596	0.80518	0.83750	0.86591	0.76615	0.81186	0.96083
0.84081	0.80423	0.79464	0.94180	0.71958	0.95408	0.93254	0.80258	0.82812	0.82711	0.91534	0.84673	0.74868	0.85661	0.90397
0.84653	0.82143	0.75036	0.90476	0.85900	0.98268	0.95205	0.81119	0.88817	0.83442	0.73864	0.96429	0.82822	0.82731	0.93939
0.89051	0.99062	0.87609	0.95893	0.94861	1.00000	0.90208	0.73667	0.88437	0.86330	0.94464	0.94444	0.84000	0.89487	0.98661
0.82731	0.72490	0.80246	0.88202	0.89527	0.88851	0.89988	0.71726	0.84356	0.80642	0.79730	0.91757	0.81725	0.80783	0.90800
0.80762	0.75200	0.76706	0.93576	0.73200	0.92000	0.88190	0.80857	0.83889	0.77767	0.81733	0.86545	0.72500	0.81474	0.92178
0.81963	0.86667	0.65731	0.84949	0.85648	1.00000	0.86667	0.88765	0.75407	0.81608	0.85960	0.89506	0.76325	0.80850	0.96154
0.77614	0.70649	0.73039	0.82018	0.74892	0.74459	0.91721	0.78030	0.72727	0.71688	0.93506	0.94156	0.71753	0.78734	0.85606
0.82729	0.89077	0.83559	0.88514	0.68815	0.94402	0.93243	0.72703	0.68468	0.81483	0.88378	0.89312	0.75983	0.82819	0.98799
0.78741	0.76478	0.74350	0.87660	0.60790		0.92097	0.83452	0.82160	0.76631	0.84255	0.73617	0.71589	0.82818	0.77447
0.79620	0.82226	0.76105	0.90698	0.81298	0.90407	0.82916	0.64767	0.79485	0.78091	0.82664	0.80581	0.76372	0.80029	0.86822
0.82130	0.65991	0.84662	0.85980	0.81081	0.92973	0.94491	0.69459	0.83880	0.78649	0.84572	0.89696	0.76091	0.82675	0.94472
0.76552	0.65664	0.75985	0.82901	0.68395	0.98025	0.79424	0.72487	0.65998	0.75856	0.84954	0.87809	0.65086	0.81046	0.86847
0.81143	0.88296	0.67407	0.79515	0.87407	0.98000	0.94000	0.76711	0.86578	0.80515	0.73128	0.91200	0.78807	0.77837	0.96000
0.84996	0.79466	0.82278	0.90597	0.87802	0.97215	0.83002	0.83544	0.73343	0.88308	0.84323	0.96835	0.78059	0.85200	0.98207
0.81269	0.89747	0.70113	0.84421	0.86257	0.86329	0.81933	0.80832	0.78782	0.79277	0.80063	0.93544	0.71027	0.84347	0.94937
0.84295	0.81929	0.83931	0.96494	0.69390	0.87073	0.88313	0.86253	0.83537	0.84925	0.84878	0.81030	0.76539	0.83720	0.98593
0.83238	0.77308	0.75928	0.87324	0.80684	0.84225	0.93662	0.86999	0.78548	0.79507	0.89235	0.92199	0.70484	0.85070	0.99458
0.75092	0.78571	0.60766	0.77622	0.81241		0.88961	0.74675	0.73160	0.75554	0.67749	0.84416	0.68385	0.72642	0.90509
0.85156	0.93934	0.76144	0.85882	0.83710	0.98824	0.96691	0.86870	0.81513	0.84964	0.83556	0.90523	0.77340	0.85888	0.97326
0.81595	0.69845	0.80122	0.95122	0.83171	0.97561	0.96707	0.62946	0.85366	0.71534	0.92422	0.96785	0.69897	0.82056	0.95122
0.82811	0.86548	0.82823	0.93254	0.76948	0.80357	0.93095	0.70536	0.77249	0.81127	0.87798	0.92007	0.75983	0.84091	0.99603
0.86464	0.91987	0.80021	0.94712	0.89872	0.90171	0.93429	0.83590	0.85363	0.84448	0.87296	0.98535	0.84907	0.84943	0.94765
0.82861	0.79762	0.81888	0.90417	0.86905	0.98214	0.90476	0.65238	0.77041	0.81641	0.89881	0.89345	0.77619	0.81548	0.96212
0.81522	0.90441	0.68067	0.83824	0.79596	0.95588	0.88971	0.89496	0.81303	0.79257	0.85417	0.90074	0.73916	0.81900	0.93316
0.84101	0.83854	0.81461	0.88889	0.80729	0.93611	0.90491	0.79678	0.79080	0.83083	0.87714	0.98148	0.77443	0.84722	0.96032
0.82689	0.84335	0.77468	0.90564	0.78987	1.00000	0.94255	0.69304	0.82188	0.77715	0.91561	0.89311	0.76329	0.82821	0.90802
0.86852	0.90667	0.80267	0.93083	0.77500	0.98222	0.95000	0.82872	0.87111	0.85524	0.83897	0.93667	0.85533	0.84868	0.93833
0.85685	0.91139	0.81997	0.96677	0.74684	0.97046	0.93249	0.79862	0.78571	0.85382	0.87201	0.93326	0.83797	0.82928	0.93829
0.83815	0.70789	0.82497	0.85902	0.92339	1.00000	0.95853	0.71102	0.87977	0.80547	0.81989	0.96595	0.80287	0.83737	0.88856
0.81269	0.91139	0.66121	0.98875	0.69259	0.93249	0.91237	0.78481	0.80864	0.76463	0.85979	0.92152	0.75777	0.81329	0.90360
0.77451	0.66765	0.71230	0.94588	0.56863	0.92059	0.95098	0.74842	0.80627	0.72337	0.78039	0.88471	0.75017	0.73775	0.94208
0.78623	0.92208	0.75824	0.87792	0.75561	0.87879	0.75125	0.73338	0.68984	0.78005	0.85455	0.90476	0.72511	0.79414	0.90801
0.85264	0.80769	0.82158	0.92564	0.93473	0.63462	0.90828	0.79684	0.82906	0.82885	0.88067	0.92450	0.82405	0.83761	0.97436
0.84299	0.78784	0.80000	0.98649	0.84084	0.88176	0.90663	0.80457	0.78089	0.82471	0.87635	0.97072	0.80438	0.82915	0.95010
0.83926	0.92766	0.83035	0.84752	0.69622	0.81560	0.90426	0.87305	0.79787	0.88571	0.78530	0.74043	0.85691	0.82827	0.84913
0.81429	0.92968	0.74852	0.95728	0.78059	0.83002	0.84388	0.69873	0.80013	0.81757	0.79114	0.82419	0.77034	0.79916	0.97468
0.79529	0.79213	0.71941	0.93652	0.74719	0.66433	0.87430	0.82282	0.79026	0.78166	0.77715	0.86210	0.80856	0.75251	0.93758
0.86170	0.87764	0.73502	0.90068	0.81243	0.99578	0.97468	0.84889	0.86016	0.84987	0.77215	0.95570	0.87947	0.82447	0.95910
0.83403	0.75983	0.72246	0.93297	0.89855	0.88889	0.92174	0.85217	0.80642	0.78119	0.94746	0.99839	0.74638	0.83901	0.99396
0.81440	0.78156	0.77907	0.83721	0.75053	0.85382	0.90956	0.83721	0.72222	0.82160	0.88154	0.83953	0.81395	0.77935	0.92027
0.83122	0.84359	0.72960	0.95385	0.83675	1.00000	0.91987	0.82479	0.83120	0.81116	0.81453	0.89011	0.74264	0.84244	0.97161
0.84747	0.97068	0.77660	0.96982	0.68210	0.97531	0.91481	0.86420	0.75617	0.86886	0.93519	0.71879	0.82202	0.84238	0.93964
0.81124	0.82120	0.84375	0.76582	0.68642	0.82731	0.92880	0.77637	0.71700	0.82848	0.87412	0.80000	0.77881	0.77045	0.97468
0.81005	0.90934	0.69170	0.89377	0.67216	0.94322	0.94918	0.85806	0.81181	0.83250	0.75196	0.81633	0.84921	0.77230	0.91209
0.73390	0.86129	0.63471	0.92471	0.61184	0.90789	0.69664	0.74196	0.64510	0.77249	0.73565	0.71382	0.70794	0.72401	0.87418
0.79943	0.82473	0.68527	0.95921	0.71835	0.85232	0.83826	0.84214	0.79156	0.78928	0.79747	0.96519	0.73960	0.79794	0.94796
0.83869	0.75141	0.80039	0.86475	0.80976	0.89329	0.93415	0.85213	0.79497	0.83841	0.88034	0.81220	0.82249	0.82397	0.91301
0.83198	0.89559	0.77807	0.85882	0.77206	0.94706	0.95615	0.71471	0.80515	0.80908	0.88889	0.88824	0.79588	0.81865	0.95882
0.76143	0.76801	0.76992	0.65110	0.78144	0.76648	0.90659	0.68724	0.72940	0.77404	0.77423	0.76374	0.75113	0.75432	0.80879
0.83456	0.83117	0.77850	0.90260	0.81299	0.72078	0.87338	0.92532	0.76860	0.83561	0.80628	0.95733	0.75572	0.84349	0.97980
0.81445	0.71937	0.71937	0.87179	0.81481	0.95833	0.89744	0.83654	0.81460	0.76923	0.86355	0.91346	0.74359	0.80735	0.96055
0.85778	0.90000	0.79935	0.88442	0.82959	0.88333	0.97619	0.82232	0.79925	0.89472	0.80769	0.84143	0.77829	0.87013	0.98857
0.79929	0.81402	0.81179	0.81504	0.70544	0.95732	0.90610	0.76481	0.57520	0.83026	0.77265	0.91408	0.74695	0.78479	0.92422
0.81817	0.76017	0.78738	0.84448	0.83363	0.78837	0.85853	0.84615	0.64535	0.83804	0.95847	0.89244	0.79810	0.80838	0.90930
0.83849	1.00000	0.78438	0.96705	0.72917	1.00000	0.91250	0.75391	0.86023	0.82273	0.87625	0.83472	0.78187	0.82500	0.98229
0.82932	0.78094	0.79737	0.95850	0.82444	0.84337	0.95869	0.76460	0.85761	0.79403	0.83635	0.98451	0.72964	0.85336	0.96687
0.76872	0.73558	0.74664	0.87692	0.72863	0.69231	0.89886	0.77106	0.76603	0.74717	0.78895	0.85577	0.71795	0.73750	0.92308
0.81453	0.80186	0.79150	0.84487	0.73660	0.80128	0.89652	0.81571	0.80342	0.82504	0.80128	0.81410	0.76591	0.80618	0.92857
0.81268	0.87791	0.74761	0.77076	0.69535	0.97965	0.83192	0.86143	0.70785	0.85828	0.79070	0.86773	0.73133	0.80726	0.95640
0.84862	0.93827	0.80041	0.86543	0.70595	0.91005	0.96836	0.80247	0.74897	0.85099	0.96201	0.93827	0.81399	0.85251	0.87179
0.79711	0.80057	0.59550	0.92945	0.77469	0.91564	0.89506	0.78348	0.71399	0.79630	0.84321	0.88395	0.74370	0.77722	0.95503
0.87265	0.90411	0.85370	0.81213	0.86644	0.96918	0.90900	0.90020	0.82485	0.88226	0.88454	0.86454	0.81243	0.88552	0.95153
0.82192	0.80321	0.72851	0.83571	0.73695	0.85944	0.94679	0.89704	0.83133	0.82546	0.69518	0.93804	0.81080	0.80310	0.90909
0.84235	0.83636	0.79451	0.95455	0.86777	0.85065	0.85859	0.79113	0.84747	0.82576	0.86688	0.86147	0.85273	0.83730	0.83838
0.81442	0.83662	0.77778	0.70175	0.89145	0.83114	0.84569	0.78947	0.76454	0.78841	0.87247	0.96053	0.78673	0.81242	0.88947
0.82670	0.82422	0.80625	0.84018	0.74500	0.98125	0.88828	0.82569	0.78795	0.83223	0.84000	0.82321	0.79275	0.81161	0.96438
0.84568	0.84643	0.82208	0.82468	0.79740	0.98000	0.92637	0.79286	0.76015	0.86599	0.82468	0.95510	0.82857	0.82188	0.97024
0.79804	0.75316	0.80222	0.89241	0.77286	0.89241	0.88238	0.63924	0.82832	0.75686	0.84768	0.82342	0.77816	0.79114	0.85200
0.83915	0.85577	0.84308	0.96296	0.72516	0.96154	0.95128	0.77179	0.71400	0.86470	0.81164	0.89103	0.81339	0.83987	0.90513
0.78358	0.72155	0.66392	0.97189	0.76205	0.97992	0.90602	0.68876	0.71013	0.75523	0.87149	0.87450	0.74431	0.74880	0.97220
0.84513	0.81352	0.83547	0.93540	0.68590	0.97115	0.90491	0.78098	0.82158	0.82841	0.92657	0.84535	0.75307	0.87930	0.91026
0.82651	0.88828	0.77327	0.98810	0.73958	0.90476	0.90741	0.70833	0.87160	0.78904	0.81429	0.96939	0.77005	0.82004	0.93040
0.76319	0.79808	0.65434	0.86667	0.80385	0.92564	0.82634	0.72189	0.76181	0.72324	0.81164	0.91987	0.62981	0.78984	0.91667
0.80948	0.87607	0.72283	0.85337	0.72949	0.83333	0.95014	0.78022	0.72436	0.80797	0.82751	0.89872	0.75000	0.79846	0.97436
0.80542	0.72391	0.82099	0.96142	0.64746	0.88580	0.90864	0.79012	0.80521	0.80247	0.77072	0.84568	0.72928	0.78771	0.95473
0.84892	0.89545	0.80272	0.96528	0.91528	0.85313	0.93500	0.60875	0.92750	0.76813	0.89333	0.96944	0.78125	0.86417	0.95625
0.78426	0.77922	0.79329	0.95028	0.80934	0.80114	0.73295	0.62879	0.70265	0.74394	0.80303	0.95328	0.67714	0.79995	0.92756
0.79845	0.85063	0.72003	0.86536	0.84968	0.91772	0.82911	0.71203	0.76545	0.80428	0.72382	0.90436	0.73466	0.79345	0.98481
0.82712	0.77605	0.75516	0.97805	0.71189	0.85061	0.94851	0.79776	0.82927	0.80290	0.82520	0.92547	0.78841	0.80522	0.95732
0.80842	0.92115	0.70968	0.91667	0.77658	0.93548	0.86738	0.80968	0.74976	0.79355	0.81472	0.97419	0.87970	0.75184	0.97670
0.84642	0.88851	0.83108	0.90270	0.62973	0.92568	0.97410	0.71622	0.75766	0.84761	0.89085	0.95646	0.79622	0.83994	0.94955
0.81554	0.88056	0.80492	0.97024	0.70891	0.93056	0.90509	0.72266	0.75546	0.83604	0.75185	0.97024	0.79203	0.79876	0.91186
0.80383	0.70802	0.81120	0.87914	0.69774	0.99412	0.86373	0.80107	0.79281	0.82458	0.77563	0.76176	0.75000	0.82382	0.88770
0.80874	0.92208	0.72565	0.96930	0.72542	0.83488	0.94156	0.72028	0.74170	0.78254	0.87013	0.88784	0.76677	0.77859	0.99567
0.75712	0.65763	0.71299	0.88184	0.66767	0.65161	0.93524	0.70621	0.79286	0.68510	0.84759	0.85783	0.69277	0.75512	0.83886
0.87342	0.84020	0.86721	0.85653	0.88925	0.97753	0.92509	0.84831	0.70700	0.88837	0.96504	0.95301	0.84484	0.86779	0.93258
0.89848	0.87897	0.79630	0.91667	0.99405	0.96726	0.95130	0.90152	0.88889	0.89172	0.89626	0.92593	0.84900	0.89146	0.96053
0.80819	0.83427	0.77022	0.84183	0.71108	0.81742	0.92394	0.79367	0.75218	0.81588	0.86517	0.82584	0.79213	0.81075	0.81873
0.83216	0.89226	0.77583	0.94533	0.78909	0.85185	0.96790	0.74403	0.80658	0.83153	0.79012	0.93474	0.73642	0.84108	0.95679
0.80593	0.87714	0.79469	0.71806	0.71759	0.87500	0.97917	0.80934	0.70370	0.86404	0.77778	0.87731	0.79380	0.80417	0.85417
0.80505	0.73339	0.77356	0.90127	0.84652	0.79114	0.85353	0.78006	0.80875	0.78864	0.77306	0.96941	0.74873	0.82398	0.82041
0.83345	0.77317	0.66667	0.97019	0.76707	0.96951	0.94465	0.86253	0.73902	0.82759	0.81220	0.96674	0.80061	0.80386	0.99002
0.81307	0.79065	0.77901	0.96835	0.85091	0.85654	0.95649	0.69541	0.79295	0.79424	0.84669	0.94394	0.69620	0.84105	0.96105
0.73893	0.77198	0.62546	0.96154	0.81330	0.94551	0.86410	0.58173	0.72051	0.65517	0.82863	0.86645	0.68923	0.70272	0.96314
0.79655	0.78715	0.67470	0.90361	0.84578	0.94980	0.92570	0.64819	0.79264	0.75259	0.90732	0.90361	0.69041	0.80803	0.97152
0.80015	0.71701	0.75154	0.82323	0.73457	0.83333	0.88889	0.87500	0.75370	0.79563	0.81052	0.87302	0.68056	0.83463	0.90123
0.80744	0.73060	0.76677	0.98780	0.90396	1.00000	0.90091	0.73008	0.84817	0.74326	0.88676	0.92439	0.74032	0.80722	0.89587
0.84961	0.75281	0.80467	0.80899	0.81798	0.97753	0.96442	0.84985	0.87016	0.85835	0.77996	0.86330	0.73371	0.88507	0.95730
0.85758	0.85648	0.81096	0.96173	0.67593	0.90370	0.97394	0.84900	0.84532	0.84535	0.85340	0.97531	0.81327	0.84722	0.94397
0.83091	0.73625	0.81437	0.86042	0.80536	0.87250	0.99821	0.79479	0.74554	0.82683	0.89250	0.90312	0.80398	0.82270	0.89554
0.79639	0.71455	0.81103	0.86747	0.67831	0.95181	0.97858	0.65279	0.79518	0.75749	0.85117	0.89759	0.78873	0.77395	0.91205
0.82069	0.85802	0.77518	0.86626	0.77778	0.96296	0.88580	0.76389	0.79835	0.79722	0.93690	0.86420	0.76496	0.82917	0.90408
0.83350	0.80793	0.78223	0.87631	0.78381	0.97561	0.94207	0.82927	0.80793	0.83026	0.84930	0.89512	0.77744	0.84743	0.90418
0.82530	0.82784	0.75824	0.91725	0.74744	0.86410	0.94231	0.82742	0.82158	0.81585	0.82799	0.86667	0.81773	0.80550	0.91492
0.81094	0.85362	0.76030	0.92434	0.74211	0.66667	0.87171	0.83662	0.81140	0.80094	0.80921	0.86842	0.79721	0.79529	0.96053
0.82753	0.83117	0.80656	0.83636	0.89069	0.77662	0.88961	0.76324	0.79021	0.80786	0.81582	0.92641	0.83364	0.80726	0.90390
0.77295	0.91433	0.74853	0.85598	0.54307	0.82921	0.91573	0.75655	0.79551	0.76762	0.76030	0.79133	0.77528	0.73583	0.90824
0.82316	0.90293	0.73271	0.92843	0.82314	0.89210	0.83142	0.66667	0.83855	0.78348	0.83617	0.91103	0.73556	0.80540	0.96277
0.82274	0.76995	0.75453	0.97183	0.69526	0.92958	0.91236	0.86150	0.79392	0.81756	0.83333	0.90543	0.80282	0.79892	0.91637
0.83907	0.76105	0.82035	0.87013	0.87202	0.93333	0.93254	0.81587	0.82063	0.80357	0.93690	0.96429	0.77135	0.85742	0.96958
0.87308	0.95886	0.81608	0.92278	0.77560	0.77215	0.97378	0.85823	0.95781	0.84740	0.84641	0.86438	0.87089	0.84940	0.97089
0.77821	0.70417	0.75543	0.90833	0.46250	0.82500	0.93523	0.77812	0.74125	0.77104	0.83977	0.77656	0.75708	0.74570	0.98750
0.81194	0.78080	0.77341	0.98913	0.83514	0.76304	0.82283	0.71498	0.76902	0.80466	0.82609	0.89402	0.70978	0.83630	0.93587
0.72875	0.68354	0.65009	0.88608	0.61664	0.88608	0.80253	0.77215	0.73960	0.71891	0.70976	0.78059	0.68987	0.73207	0.80854
0.83562	0.74795	0.78226	0.92902	0.75342	0.95890	0.94863	0.81621	0.83105	0.82648	0.81583	0.88630	0.78082	0.83594	0.92466
0.81846	0.93676	0.70168	0.90850	0.84314	0.90588	0.91882	0.61711	0.86303	0.77104	0.77206	0.95686	0.83034	0.79503	0.92206
0.83528	0.82278	0.80169	0.97257	0.83291	0.83725	0.96926	0.78215	0.89170	0.80828	0.85624	0.90597	0.77954	0.82942	0.96730
0.79569	0.86856	0.73314	0.89024	0.77591	0.93598	0.91574	0.65122	0.61197	0.77830	0.89863	0.94599	0.76143	0.76802	0.94512
0.71336	0.70040	0.59925	0.83247	0.66840	0.96296	0.90341	0.67315	0.69048	0.68282	0.79051	0.91319	0.64583	0.71749	0.84375
0.89487	0.95095	0.86895	0.91297	0.82982	0.94937	0.96062	0.85262	0.89873	0.88700	0.91501	0.88065	0.78143	0.91005	0.99367
0.81282	0.80952	0.85589	0.91071	0.76786	0.89286	0.74320	0.78401	0.75700	0.81313	0.81429	0.99762	0.76488	0.81319	0.97024
0.85041	0.68599	0.85903	0.94022	0.87440	0.87578	0.87440	0.84058	0.73841	0.86087	0.91304	0.91173	0.78684	0.85797	0.93868
0.83059	0.75397	0.75794	0.90046	0.90530	0.95556	0.91435	0.77282	0.78858	0.81287	0.85185	0.97421	0.77847	0.83364	0.92083
0.82217	0.79759	0.79772	0.76506	0.82804	0.91050	0.90241	0.78313	0.78242	0.81984	0.89036	0.81928	0.78575	0.83318	0.85357
0.85333	0.81374	0.83608	0.95052	0.63133	0.89331	0.95640	0.85654	0.76763	0.87136	0.88101	0.87184	0.73497	0.86188	0.96112
0.81151	0.80875	0.72632	0.96429	0.71250	0.76250	0.86719	0.81518	0.83214	0.79077	0.82125	0.83281	0.80341	0.77619	0.95000
0.78711	0.86012	0.73074	0.73942	0.74802	0.86190	0.90797	0.73772	0.76136	0.78057	0.78214	0.87925	0.68452	0.82035	0.85931
0.77050	0.53342	0.79380	0.93382	0.71242	0.82843	0.88168	0.74632	0.73325	0.76576	0.78015	0.89706	0.65362	0.81568	0.86934
0.82226	0.75581	0.80814	0.93540	0.78224	0.86628	0.90891	0.74687	0.77907	0.81202	0.81613	0.96318	0.82313	0.80063	0.92442
0.76735	0.83974	0.67001	0.93162	0.64188	0.94551	0.84848	0.80178	0.74267	0.76215	0.81174	0.74009	0.69957	0.75364	0.93675
0.80021	0.85568	0.73295	0.94602	0.57468	0.90341	0.85795	0.74380	0.73458	0.79275	0.88182	0.86851	0.69920	0.78671	0.92487
0.78711	0.88462	0.72026	0.85000	0.67500	0.95726	0.92564	0.79304	0.76134	0.77222	0.83814	0.83333	0.75074	0.78083	0.93830
0.77321	0.76786	0.74123	0.95417	0.76389	0.70370	0.85038	0.64676	0.79123	0.72626	0.87066	0.93171	0.69647	0.77997	0.91730
0.80185	0.71773	0.75234	0.93890	0.81124	0.94177	0.89805	0.63948	0.75523	0.73441	0.92892	0.95783	0.77740	0.77816	0.90620
0.78873	0.88889	0.78301	0.77778	0.87946	0.97024	0.82653	0.65104	0.73299	0.74373	0.88889	0.97279	0.72207	0.78968	0.97751
0.80955	0.85556	0.72980	0.89000	0.80667	0.97222	0.96222	0.67160	0.78704	0.77647	0.80476	0.93457	0.81616	0.78833	0.88765
0.81522	0.69216	0.72570	0.91765	0.68000	0.90294	0.90441	0.96018	0.80588	0.84740	0.64874	0.94379	0.74056	0.80805	0.96898
0.83371	0.81364	0.73797	0.99116	0.86700	0.79356	0.88889	0.77972	0.83094	0.78636	0.86364	0.96832	0.73893	0.84516	0.97619
0.82880	0.80729	0.73438	0.98065	0.92292	0.96615	0.93006	0.72396	0.76042	0.82008	0.89352	0.89844	0.65567	0.86797	0.96970
