overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0-0.03TFx	0.03-0.05TFx	>0.05TFx
0.89215	0.88696	0.91107	0.83333	0.86151	0.97930	0.93961	0.85197	0.85000	0.91765	0.86542	0.91097	0.86607	0.92754	0.96480
0.91246	0.96104	0.90142	0.95996	0.87662	0.98701	0.92108	0.84416	0.92393	0.90728	0.90476	0.93218	0.88388	0.94286	0.97922
0.88054	0.93239	0.87708	0.91021	0.69484	0.97887	0.91471	0.87911	0.86731	0.88831	0.83099	0.96244	0.86385	0.89358	0.94110
0.89891	0.95066	0.90329	0.96382	0.88048	0.99123	0.98988	0.70142	0.96628	0.87346	0.83772	0.96345	0.85342	0.95820	0.98333
0.92270	0.90169	0.90112	0.92033	0.94507	0.99157	0.96709	0.88122	0.92928	0.88632	0.95851	0.98002	0.90989	0.94101	0.95880
0.87189	0.86644	0.87452	0.90259	0.84170	0.94716	0.95641	0.79380	0.89402	0.84566	0.87671	0.95719	0.85039	0.93275	0.92624
0.91396	0.93398	0.94127	0.96860	0.84203	0.99275	0.97246	0.81159	0.92271	0.89625	0.91908	0.98551	0.90050	0.89734	0.97391
0.88389	0.88762	0.87833	0.93200	0.85889	0.94889	0.93630	0.78424	0.82933	0.89524	0.87333	0.94222	0.87092	0.86222	0.97733
0.87406	0.92405	0.96592	0.83544	0.82658	0.81519	0.95742	0.80570	0.71971	0.89610	0.87342	0.97215	0.83389	0.93448	0.94645
0.87349	0.90114	0.83684	0.95625	0.80909	0.94643	0.93250	0.79712	0.87813	0.87351	0.84479	0.89219	0.83596	0.94000	0.96562
0.91490	0.95357	0.93333	0.92308	0.89821	0.93571	0.95469	0.81771	0.92153	0.89571	0.94196	0.92222	0.89101	0.97250	0.98636
0.86242	0.87342	0.85353	0.97722	0.79287	0.91646	0.92016	0.73945	0.83896	0.87897	0.77410	0.93556	0.81979	0.92538	0.97722
0.88707	0.94544	0.85847	0.86565	0.86395	0.98016	0.92989	0.83163	0.85574	0.88784	0.90179	0.91138	0.85134	0.94322	0.93304
0.92545	0.96839	0.96765	0.76149	0.87356	1.00000	0.99138	0.87461	0.84521	0.93468	0.97931	0.99713	0.92418	0.94023	0.91724
0.93308	0.94320	0.95117	0.96386	0.93234	0.97289	0.98193	0.82020	0.95955	0.91042	0.95984	0.96586	0.91136	0.97590	0.98193
0.91541	0.93625	0.94107	0.98500	0.83750	0.99250	0.94886	0.82344	0.92885	0.90698	0.91607	0.94028	0.88644	0.98068	0.95833
0.87396	0.86437	0.91755	0.90805	0.79981	0.97356	0.87572	0.77586	0.89310	0.88544	0.70785	0.88793	0.86622	0.82644	0.97318
0.88582	0.86562	0.84464	0.85417	0.92778	0.98125	0.94167	0.86635	0.90804	0.87875	0.86806	0.91875	0.84934	0.93750	0.92813
0.87921	0.98333	0.93493	0.82667	0.84476	0.97778	0.97000	0.64095	0.92250	0.85528	0.85576	0.95500	0.83872	0.92702	0.97128
0.90144	0.98542	0.90987	0.88375	0.76562	0.97083	0.97159	0.89038	0.90577	0.90396	0.80114	0.97500	0.88342	0.87500	0.98500
0.93926	1.00000	0.89345	0.99339	0.89550	0.96259	0.95933	0.92857	0.94717	0.94751	0.91005	0.91220	0.92333	0.94963	0.98333
0.90653	0.92370	0.96104	0.84560	0.79777	1.00000	0.98801	0.81818	0.90115	0.92890	0.78734	0.98377	0.89780	0.90410	0.94264
0.87982	0.98594	0.86196	0.93571	0.94583	1.00000	0.93333	0.70000	0.94062	0.86011	0.85357	0.92917	0.83326	0.97596	0.97679
0.93717	0.98456	0.96343	0.94179	0.93581	1.00000	0.99140	0.80873	0.92723	0.92635	0.93806	0.98784	0.91839	0.95738	0.99064
0.86268	0.90489	0.90275	0.89939	0.68800	0.83556	0.93905	0.83238	0.84444	0.88341	0.73333	0.90667	0.82282	0.90267	0.97422
0.88935	0.95679	0.87222	0.81566	0.83611	0.99444	0.97083	0.88765	0.78370	0.92646	0.86414	0.93951	0.85104	0.95833	0.96709
0.88329	0.78442	0.86753	0.91209	0.90332	0.99567	0.98864	0.80303	0.91145	0.85512	0.91396	1.00000	0.85587	0.92907	0.95022
0.91077	0.97973	0.94670	0.86712	0.84927	0.97876	0.97297	0.77838	0.72823	0.94522	0.87568	0.98526	0.88711	0.93159	1.00000
0.89681	0.86170	0.88652	0.90106	0.87994		0.96657	0.90662	0.86989	0.88901	0.94894	0.90213	0.85925	0.97389	0.95851
0.91955	0.96179	0.95407	0.99834	0.89341	1.00000	0.95796	0.70698	0.95847	0.90116	0.89641	0.95698	0.89908	0.95252	0.99612
0.85935	0.95045	0.94527	0.75000	0.68468	1.00000	0.90956	0.78108	0.74710	0.88784	0.86712	0.90541	0.84685	0.83784	0.94472
0.80864	0.83951	0.79718	0.88642	0.81975	0.97778	0.86008	0.65520	0.81996	0.78423	0.85185	0.88272	0.73495	0.97778	0.95632
0.88277	0.88444	0.91407	0.86303	0.83111	0.94667	0.94533	0.82311	0.88178	0.88576	0.83282	0.98933	0.85120	0.91429	0.97026
0.93755	0.96343	0.95148	0.96203	0.92635	0.89114	0.95118	0.88228	0.86523	0.95736	0.96884	0.94726	0.91595	0.96787	0.99473
0.90450	0.98101	0.89803	0.87634	0.91320	0.96456	0.96087	0.80741	0.87945	0.89982	0.93038	0.93544	0.87001	0.96044	0.98619
0.91480	0.97672	0.92037	0.91768	0.89512	0.97805	0.92988	0.81486	0.94038	0.91091	0.89512	0.90108	0.89074	0.96951	0.95497
0.88993	0.94366	0.85275	0.93174	0.74849	0.95493	0.92136	0.89599	0.87541	0.90845	0.83903	0.89382	0.86720	0.90067	0.95991
0.91122	0.96753	0.90499	0.88811	0.96681		0.96104	0.78409	0.91342	0.89687	0.91234	0.95617	0.87900	0.97103	0.95305
0.90294	0.90625	0.90196	0.87794	0.90498	0.95882	0.98346	0.85294	0.92122	0.89106	0.89973	0.92320	0.87789	0.95752	0.94118
0.83954	0.81264	0.90671	0.81520	0.79756	0.86179	0.94634	0.69981	0.87398	0.81739	0.81707	0.89357	0.79073	0.93681	0.93089
0.86073	0.88810	0.88435	0.93849	0.81818	0.97024	0.96905	0.67758	0.89021	0.81583	0.88095	0.96259	0.82606	0.94231	0.99603
0.93024	0.98878	0.92147	0.87019	0.96410	0.99145	0.91506	0.91368	0.85577	0.93785	0.93357	0.99267	0.90775	0.94669	0.99038
0.88114	0.96726	0.90051	0.89405	0.82143	1.00000	0.92857	0.75119	0.84524	0.88839	0.91468	0.88452	0.85417	0.90377	0.95455
0.91155	0.93873	0.94328	0.92437	0.72243	1.00000	0.93676	0.91702	0.92857	0.90673	0.91176	0.88971	0.90065	0.97059	0.88636
0.88529	0.93924	0.88406	0.86883	0.92188	0.97778	0.95513	0.78436	0.86372	0.86917	0.93483	0.96991	0.83510	0.97656	0.97817
0.91090	0.95728	0.91835	0.95282	0.81266	1.00000	0.98734	0.80591	0.91772	0.88541	0.94852	0.93530	0.88112	0.95174	0.95865
0.85570	0.92762	0.87333	0.79583	0.80667	0.98222	0.95444	0.77333	0.82984	0.85790	0.85231	0.91833	0.83294	0.87778	0.91167
0.93075	0.99241	0.94726	0.94304	0.92865	0.99789	0.93671	0.82739	0.93942	0.92242	0.90858	0.94937	0.90708	0.99367	0.96440
0.89544	0.93548	0.91398	0.86260	0.91532	1.00000	0.89401	0.81586	0.85826	0.90648	0.89382	0.90502	0.87345	0.89785	0.97165
0.92181	0.95253	0.96203	0.96484	0.82098	0.96624	0.93671	0.87975	0.92926	0.93910	0.85686	0.94684	0.91288	0.91814	0.96105
0.91086	0.93971	0.93743	0.98588	0.79608	0.99412	0.96667	0.79276	0.93098	0.90525	0.88549	0.93176	0.89694	0.89647	0.98100
0.86283	0.95815	0.87812	0.93247	0.84061	0.97403	0.89910	0.71505	0.85714	0.83725	0.90216	0.94805	0.84374	0.88312	0.93939
0.84260	0.90256	0.82479	0.71026	0.90326	0.99359	0.92012	0.77909	0.79986	0.86378	0.76331	0.90598	0.82973	0.85531	0.88889
0.89154	0.95000	0.88919	0.93074	0.73423	0.89189	0.95823	0.87006	0.90541	0.90193	0.86419	0.89640	0.86690	0.95811	0.94075
0.87773	0.97234	0.90985	0.86241	0.82506	0.92553	0.96960	0.80000	0.86436	0.90016	0.82398	0.84894	0.85830	0.93617	0.90232
0.91506	0.98172	0.91899	0.94778	0.87679	0.98192	0.95992	0.77975	0.89807	0.93373	0.84494	0.95921	0.91338	0.87257	0.98734
0.89980	0.94157	0.87453	0.98090	0.92022	0.96910	0.94663	0.77442	0.91292	0.86152	0.93258	0.97242	0.86742	0.96067	0.98502
0.87295	0.95077	0.84304	0.80234	0.89528	0.90717	0.90750	0.85680	0.85473	0.88195	0.81857	0.89367	0.83570	0.91983	0.95131
0.92158	0.90683	0.93261	0.83514	0.95652	0.98551	0.98551	0.88116	0.92857	0.90562	0.90942	0.98551	0.91020	0.93913	0.95531
0.90459	0.94352	0.95017	0.84012	0.85941	0.99003	0.94832	0.82241	0.85788	0.91983	0.89753	0.96512	0.87746	0.92345	0.98920
0.90101	0.95769	0.87879	0.93333	0.86752	0.96154	0.90224	0.89530	0.93056	0.89536	0.87094	0.91575	0.86308	0.97778	0.95421
0.90140	0.94290	0.89947	0.93690	0.88066	0.97531	0.94568	0.80967	0.91667	0.89108	0.91975	0.90947	0.87775	0.94136	0.96433
0.89548	0.98576	0.90585	0.82821	0.91024	0.96203	0.94409	0.75105	0.85805	0.89209	0.93952	0.91519	0.86264	0.95618	0.94937
0.87378	0.90934	0.86874	0.82601	0.86630	0.97436	0.96016	0.78114	0.87500	0.88511	0.85008	0.86499	0.83810	0.93201	0.94872
0.89491	0.94189	0.93108	0.74708	0.88706	0.98684	0.94298	0.81579	0.83480	0.91095	0.90789	0.95724	0.88208	0.94298	0.88980
0.90099	0.94645	0.87629	0.92546	0.84335	0.97046	0.96906	0.85182	0.86414	0.89948	0.91953	0.99367	0.88186	0.94684	0.95218
0.92544	0.90244	0.94737	0.91685	0.87927	0.92988	0.96911	0.91082	0.90777	0.91242	0.92912	0.99024	0.90496	0.96992	0.96016
0.90075	0.98676	0.94759	0.85059	0.81765	0.97353	0.95401	0.72206	0.83529	0.91697	0.95425	0.91529	0.88165	0.92193	0.97294
0.91352	0.98168	0.92651	0.82143	0.91087	0.99176	0.95824	0.85038	0.82349	0.94677	0.90509	0.98214	0.89823	0.92984	0.96264
0.88688	0.89847	0.90188	0.79610	0.85974	0.98701	0.98377	0.83766	0.85242	0.88893	0.86255	0.95733	0.86364	0.90666	0.96537
0.86374	0.84900	0.88675	0.87870	0.70726	0.99359	0.89530	0.85176	0.84665	0.87214	0.83883	0.93429	0.81221	0.95852	0.91420
0.89413	0.97937	0.93831	0.85195	0.83673	0.97381	0.95595	0.78839	0.84962	0.90745	0.89780	0.93143	0.86301	0.95298	0.92714
0.86789	0.90976	0.90894	0.83333	0.75610	0.98780	0.97317	0.83624	0.72358	0.87475	0.88066	0.95011	0.82846	0.94841	0.91986
0.90029	0.93023	0.92968	0.83430	0.89803	0.92791	0.88178	0.88372	0.81266	0.95100	0.87542	0.81395	0.89390	0.86462	0.98605
0.92237	1.00000	0.89813	0.96705	0.87361	1.00000	0.98571	0.86484	0.98068	0.90682	0.89625	0.94028	0.89534	0.97596	0.97917
0.88655	0.91895	0.88883	0.92236	0.80895	0.99598	0.95525	0.81001	0.90471	0.85944	0.90261	0.99312	0.86948	0.89859	0.94277
0.92223	0.98237	0.92186	0.89744	0.86752	0.96520	0.99715	0.87454	0.87393	0.91622	0.94675	0.98718	0.89471	0.95330	0.97949
0.89590	0.94639	0.92105	0.91154	0.75991	1.00000	0.95421	0.80609	0.89658	0.90083	0.85531	0.92842	0.86918	0.94444	0.94780
0.89408	0.91715	0.88440	0.91528	0.88837	0.99128	0.95772	0.79167	0.89317	0.86628	0.96013	0.94331	0.86587	0.93152	0.96705
0.90608	0.97002	0.96656	0.82469	0.88889	0.97002	0.97685	0.63100	0.80384	0.92564	0.95157	0.97884	0.89293	0.90278	0.96581
0.89082	0.97626	0.87727	0.93298	0.88735	0.94856	0.92695	0.71985	0.87860	0.89029	0.91111	0.88395	0.85884	0.93981	0.95591
0.89997	0.87976	0.92192	0.82192	0.92894	0.99144	0.93591	0.84638	0.87769	0.90036	0.87622	0.94977	0.87900	0.91487	0.97102
0.89916	0.87684	0.86426	0.88828	0.88755	0.98394	0.96386	0.89485	0.89491	0.89580	0.90723	0.90189	0.86399	0.98554	0.98686
0.91791	0.96970	0.92235	0.83838	0.89118	0.98052	0.94823	0.89069	0.83434	0.94264	0.91342	0.94805	0.89057	0.98252	0.97096
0.86945	0.95504	0.91594	0.73026	0.85855	0.99342	0.90431	0.70066	0.84488	0.85811	0.94737	0.82456	0.83526	0.93034	0.93684
0.88393	0.87187	0.88750	0.88571	0.84125	0.96250	0.88984	0.91389	0.86339	0.89141	0.87667	0.89286	0.86250	0.89808	0.96625
0.88095	0.90179	0.86364	0.89610	0.83247	0.99429	0.96703	0.75857	0.86617	0.88095	0.87143	0.91224	0.85549	0.90084	0.96310
0.90498	0.94394	0.88418	0.93671	0.87482	0.99051	0.97574	0.81110	0.95332	0.88783	0.87089	0.94051	0.89188	0.88687	0.97566
0.88372	0.80128	0.87333	0.93590	0.89984	0.97863	0.93462	0.84359	0.91223	0.86252	0.89546	0.91346	0.86774	0.91506	0.92949
0.86627	0.84337	0.86303	0.94244	0.84137	0.99197	0.93333	0.72992	0.84196	0.85384	0.88655	0.90863	0.82782	0.95683	0.94532
0.91111	0.89627	0.88675	0.94083	0.84829	0.99359	0.97115	0.87927	0.93269	0.89654	0.94406	0.90064	0.88923	0.95147	0.95921
0.91841	0.93223	0.90476	0.98810	0.87798	0.98129	0.97222	0.82857	0.96769	0.88206	0.96429	0.99660	0.90826	0.95022	0.93132
0.87106	0.98611	0.87475	0.80000	0.65897	0.89744	0.95921	0.89053	0.81984	0.92113	0.79882	0.87981	0.87577	0.81448	0.92842
0.91398	0.90705	0.92979	0.92228	0.90256	1.00000	0.98148	0.82692	0.86859	0.90635	0.94289	0.97436	0.88483	0.97265	0.98397
0.89368	0.94613	0.90123	0.81327	0.85048	0.99074	0.99012	0.83389	0.89163	0.90556	0.79012	0.92840	0.88889	0.88580	0.91975
0.92948	0.94886	0.92880	0.89167	0.91806	0.99375	0.93167	0.92500	0.90500	0.94094	0.89333	0.96528	0.92045	0.92578	0.98500
0.90174	0.98864	0.91558	0.87216	0.86995	0.99242	0.94034	0.76515	0.85701	0.89811	0.90000	0.98232	0.89672	0.88106	0.96875
0.87383	0.88038	0.89650	0.78999	0.88766	0.97574	0.90665	0.83426	0.78965	0.88705	0.89931	0.93460	0.85058	0.90229	0.94684
0.91589	0.90244	0.91651	0.95000	0.99543	0.98780	0.95257	0.78760	0.91020	0.89189	0.93360	0.98645	0.87774	0.96198	0.97459
0.89982	0.84409	0.92643	0.89651	0.86260	1.00000	0.93190	0.87957	0.83578	0.89713	0.91398	1.00000	0.89196	0.87993	0.99462
0.90095	0.94003	0.92445	0.97703	0.92162	0.98423	0.94482	0.68436	0.90901	0.88413	0.92620	0.93994	0.86100	0.97201	0.98378
0.88837	0.92639	0.89268	1.00000	0.84491	0.96181	0.97840	0.77344	0.90476	0.86890	0.86019	1.00000	0.88482	0.80093	0.96474
0.88717	0.95401	0.91597	0.83316	0.78733	1.00000	0.92157	0.85882	0.83660	0.92706	0.82941	0.84706	0.86410	0.93445	0.94866
0.86946	0.89256	0.87987	0.86187	0.93692	0.96475	0.93182	0.73027	0.70130	0.87224	0.90074	0.95632	0.83714	0.91602	0.94589
0.89284	0.99197	0.89329	0.93791	0.72691	0.96386	0.98494	0.78869	0.90269	0.86820	0.93012	0.92410	0.87034	0.89759	0.96687
0.86025	0.91511	0.85598	0.90061	0.79615	0.98502	0.92010	0.74064	0.82973	0.83074	0.92385	0.92748	0.81563	0.96790	0.95333
0.92378	0.85913	0.92063	0.91270	0.97817	0.98214	0.96970	0.85823	0.91171	0.91156	0.95918	0.95767	0.89750	0.93750	0.97180
0.89306	0.97823	0.88146	0.90406	0.87640	0.94522	0.94728	0.76813	0.89107	0.87589	0.94688	0.90281	0.84738	0.95318	0.95506
0.90045	0.93939	0.94672	0.81658	0.80761	0.94568	0.94321	0.88313	0.84911	0.92901	0.82363	0.91005	0.88040	0.93307	0.92901
0.90522	0.88782	0.93357	0.79306	0.88426	0.93750	1.00000	0.93939	0.79784	0.92690	0.95328	0.99074	0.88510	0.94697	0.98611
0.88600	0.92247	0.90366	0.85443	0.76266	0.96835	0.93490	0.79114	0.85966	0.87841	0.91275	0.97257	0.87014	0.88841	0.98734
0.89479	0.83171	0.96443	0.91328	0.93415	1.00000	0.92964	0.76497	0.84309	0.88057	0.91220	0.97007	0.86527	0.92334	0.97118
0.88005	0.90750	0.89293	0.93354	0.92968	0.99367	0.96519	0.69858	0.84901	0.87604	0.84951	0.99819	0.84109	0.95105	0.96592
0.88578	0.96154	0.86203	0.94231	0.87019	0.98718	0.96496	0.77644	0.89402	0.86199	0.86838	0.95620	0.86538	0.89349	0.96581
0.90133	0.92369	0.90534	0.92771	0.88313	0.92972	0.97992	0.74337	0.87888	0.88876	0.94810	0.99598	0.87383	0.95502	0.96057
0.88291	0.91493	0.91821	0.77904	0.75617	0.96528	0.93229	0.91793	0.83241	0.91667	0.82440	0.92460	0.85579	0.96615	0.87654
0.91145	0.93126	0.91159	0.96646	0.81860	0.99593	0.96951	0.88374	0.96220	0.91367	0.85714	0.95610	0.90555	0.87534	0.95779
0.89974	0.93383	0.91271	0.82472	0.90337	0.91236	0.95787	0.85393	0.86954	0.89607	0.91292	0.97753	0.87216	0.95730	0.96629
0.89497	0.91049	0.94522	0.90617	0.81173	0.90370	0.96433	0.81481	0.84749	0.89214	0.93981	0.98765	0.86200	0.96857	0.94682
0.88564	0.83000	0.91563	0.92917	0.88214	0.95750	0.85000	0.82188	0.85625	0.87561	0.97750	0.85938	0.86412	0.97500	0.93036
0.84834	0.93420	0.85415	0.82037	0.73614	0.97189	0.97992	0.67798	0.84404	0.86438	0.76258	1.00000	0.82683	0.85652	0.96627
0.91810	0.90617	0.93632	0.91255	0.90398	1.00000	0.95885	0.86497	0.88683	0.91857	0.93964	0.97002	0.89688	0.94650	0.96201
0.94207	0.93293	0.95006	0.87631	0.91907	0.99390	0.96951	0.95325	0.93750	0.94331	0.94164	0.94878	0.92787	0.97493	0.95296
0.88479	0.94505	0.87912	0.77273	0.88846	0.98718	0.94712	0.87574	0.77244	0.88432	0.93697	0.99231	0.86317	0.92415	0.94406
0.90409	0.84868	0.93021	0.98026	0.94474	0.98246	0.94408	0.74671	0.92325	0.86876	0.95395	0.96617	0.87789	0.97917	0.98872
0.88658	0.94805	0.91593	0.91299	0.89719	0.94805	0.93117	0.72727	0.86913	0.87113	0.91972	0.91775	0.85953	0.95292	0.91299
0.89158	1.00000	0.89727	0.83555	0.86704	0.91011	0.95084	0.83801	0.79326	0.91547	0.85393	0.98395	0.86762	0.92697	0.97191
0.90903	0.99601	0.89362	0.88781	0.93085	0.93617	0.96727	0.68617	0.91051	0.89174	0.90851	0.94391	0.88856	0.90355	0.97340
0.90072	0.92606	0.91751	0.92254	0.82202	0.98357	0.91236	0.84155	0.86879	0.91123	0.88263	0.96177	0.88787	0.88531	0.95599
0.90550	0.86820	0.91829	0.90043	0.94940	0.95000	0.96561	0.85635	0.88016	0.89385	0.93810	0.98214	0.88485	0.94728	0.97354
0.86760	0.81013	0.81832	0.88861	0.89298	0.95886	0.94213	0.80759	0.91477	0.82173	0.86245	0.99458	0.82427	0.96105	0.96709
0.87125	0.91250	0.90543	0.76944	0.82292	0.85000	0.93182	0.80469	0.71500	0.89726	0.86705	0.93906	0.85071	0.90556	0.96875
0.88406	0.92029	0.93478	0.89810	0.90036	0.90217	0.93913	0.68116	0.81975	0.87671	0.96875	0.92799	0.86014	0.95652	0.93370
0.88083	0.93513	0.87794	0.91320	0.84268	0.91983	0.93797	0.81207	0.84991	0.88273	0.87613	0.91983	0.87471	0.85394	0.96203
0.91644	0.94795	0.94232	0.93400	0.82565	0.99315	0.98973	0.80936	0.87900	0.93408	0.82192	0.95479	0.88746	0.97717	0.95695
0.86618	0.99412	0.87983	0.91895	0.85686	0.97983	0.90941	0.59893	0.90588	0.84284	0.86471	0.89412	0.82976	0.95837	0.94853
0.85849	0.87572	0.84037	0.95359	0.85063	0.88608	0.92767	0.80413	0.84388	0.84362	0.89693	0.90235	0.80684	0.96097	0.98840
0.88740	0.97967	0.92539	0.82385	0.87348	0.98476	0.95787	0.75691	0.78160	0.89493	0.93902	0.89373	0.85293	0.99335	0.93394
0.87262	0.93056	0.82176	0.98090	0.90104	0.98148	0.97727	0.75556	0.90675	0.85024	0.88079	0.98611	0.83707	0.94544	0.95556
0.89944	0.93671	0.87789	0.89873	0.86498	0.99578	0.90436	0.87523	0.91280	0.89596	0.91682	0.85533	0.86488	0.94404	0.96329
0.87125	0.89153	0.91040	0.79167	0.85000	0.84524	0.89796	0.83333	0.84664	0.86905	0.85714	0.99762	0.84244	0.97619	0.97619
0.89489	0.89050	0.91502	0.89674	0.86151	0.95652	0.96425	0.78895	0.91087	0.86957	0.90476	0.92622	0.87556	0.94928	0.91416
0.86751	0.89683	0.87765	0.96528	0.81187	0.99167	0.96412	0.71230	0.92438	0.85673	0.77083	0.93056	0.84520	0.85802	0.99167
0.88819	0.87470	0.89093	0.79970	0.91895	0.92943	0.97470	0.82530	0.87952	0.87055	0.95904	0.90964	0.86410	0.93876	0.93420
0.92726	0.95118	0.91962	0.95052	0.86234	0.93852	0.99156	0.88924	0.89060	0.93553	0.92405	0.95095	0.90454	0.95813	0.97649
0.94030	0.92125	0.96711	0.95714	0.84722	0.98750	0.96250	0.94107	0.94196	0.94464	0.89000	0.98438	0.93138	0.94250	0.97396
0.90213	0.94345	0.90476	0.83730	0.81217	0.95714	0.95055	0.90923	0.84848	0.90070	0.90397	0.99150	0.86686	0.97059	0.95346
0.90415	0.98128	0.89962	0.96324	0.94608	0.78431	0.93583	0.80964	0.83742	0.91176	0.95000	0.92647	0.87363	0.98416	0.96267
0.85246	0.85174	0.84419	0.91214	0.85518	0.97384	0.87112	0.76744	0.86457	0.83075	0.86119	0.87791	0.85159	0.90504	0.79419
0.90072	0.91667	0.91137	0.86467	0.89573	1.00000	0.96270	0.81460	0.93498	0.86910	0.91430	0.94289	0.89286	0.89744	0.93248
0.91109	0.92500	0.94003	0.95739	0.83929	0.89489	0.94792	0.81198	0.90179	0.91450	0.86932	0.97240	0.86020	0.99038	0.97538
0.87989	0.91453	0.86667	0.91538	0.92564	0.99145	0.86410	0.80495	0.89053	0.86011	0.94712	0.89316	0.85019	0.93223	0.98878
0.87119	0.81548	0.87208	0.90556	0.78373	0.96296	0.94823	0.83056	0.87066	0.88501	0.78472	0.88889	0.87119	0.83081	0.91162
0.86892	0.87263	0.91968	0.88382	0.77309	0.98394	0.90732	0.74977	0.84337	0.84408	0.90723	0.93735	0.84387	0.93173	0.90275
0.86603	0.95238	0.84903	0.87500	0.94196	0.95238	0.94388	0.74702	0.84014	0.83835	0.91071	0.99150	0.83688	0.88651	0.98413
0.88779	0.95556	0.89192	0.86778	0.90889	0.95000	0.94889	0.73457	0.80648	0.87549	0.96270	0.90123	0.86536	0.95051	0.93827
0.87872	0.81373	0.89598	0.94790	0.68118	0.92059	0.93235	0.94299	0.88000	0.90623	0.75546	0.95163	0.83529	0.91137	1.00000
0.91059	0.93030	0.91533	0.96591	0.87205	0.99242	0.92424	0.80186	0.89314	0.90303	0.93333	0.93939	0.88687	0.96753	0.98377
0.93750	0.94479	0.94531	0.97470	0.96562	0.99740	0.97768	0.84301	0.87708	0.94366	0.93634	0.99479	0.90814	0.99702	0.97917
