,logFC,AveExpr,t,P.Value,adj.P.Val,B
LILRA2,7.83873399358414,2.319720481083409,103.95118198573634,0.0,0.0,1531.8928029962337
CYTH4,6.505808399565092,4.721107415308141,103.86344308456617,0.0,0.0,1531.156403053724
HEMGN,9.173849009618833,-3.3126749698406175,103.8440618015099,0.0,0.0,1529.2977528863364
TNFRSF1B,6.153870215274935,5.903173275568797,103.76831426111879,0.0,0.0,1530.0043288118302
BST1,5.757853445442834,2.850507637734483,103.25239088359537,0.0,0.0,1523.465259706471
GATA1,9.491410453223482,-2.1851191175410483,103.14641880847059,0.0,0.0,1521.047635078861
RGL4,8.563511993601752,0.16127363970759218,103.13560754799164,0.0,0.0,1521.370600282989
IL17RA,4.492118521089803,5.611078226465279,103.11207978762987,0.0,0.0,1521.955027029643
LAT2,5.73876175604743,4.242850038453171,103.10870851310474,0.0,0.0,1521.8862054029548
PTK2B,4.883902459433424,5.512822708719805,103.09232882426386,0.0,0.0,1521.7118397353088
NRGN,7.143215700726747,2.580420168402551,102.613636990855,0.0,0.0,1515.5506728100358
CEBPE,7.914506264055749,-2.265966485047642,102.50591298775406,0.0,0.0,1513.1646861484771
CYTH1,3.424312917482771,6.037998272018921,102.48338958647128,0.0,0.0,1514.207934852406
AKNA,5.162094866373872,5.581235450474754,102.2442098967011,0.0,0.0,1511.2505495635958
EPB42,11.020615644471697,-2.0216766369947763,101.93286587973144,0.0,0.0,1506.1494897283608
FAM53C,3.446391638238267,5.956569859176393,101.7807126883694,0.0,0.0,1505.5055953135943
BIN2,6.855620634753645,4.056347699094764,101.74997516063827,0.0,0.0,1505.089727244554
BEND2,6.745419557203158,-4.8622590501879355,101.66927863975017,0.0,0.0,1502.1729058098315
RP6-159A1.4,10.033576279011891,0.340385668744745,101.5438329026708,0.0,0.0,1501.7726575513684
LRCH4,3.7769928149462846,5.6204243381132155,101.50626103312311,0.0,0.0,1502.0942466335885
LILRA6,8.647935585734652,2.4480199141719456,101.25266268203066,0.0,0.0,1498.6599370704598
RP11-1334A24.6,7.578117046487632,-2.205491451124928,101.02567844708962,0.0,0.0,1494.8572098808722
GNAI2,3.1373519154348077,8.378688832736541,100.96671961944341,0.0,0.0,1495.3624132690843
RASGRP2,7.725100957245022,2.81403185357133,100.95015622849469,0.0,0.0,1494.9657565848047
HCK,6.763263268291446,4.930638683305344,100.92385328156341,0.0,0.0,1494.8290793990725
SELPLG,6.467166680510646,5.491845849967366,100.91761913893131,0.0,0.0,1494.7541622710353
UIMC1,2.7434149935409686,4.472165250379562,100.82167588570341,0.0,0.0,1493.543167266901
RP11-84C10.2,6.7220713877177065,-4.774164419144229,100.82033495349307,0.0,0.0,1491.6601725973217
DEDD2,3.726888163806084,5.219712978176026,100.78245086720239,0.0,0.0,1493.0634229766526
ASGR2,7.1986412402678415,-0.3961995825013038,100.60351738729133,0.0,0.0,1489.9262437842192
RP11-115L11.1,7.116555459677999,-3.113816570287175,100.58450505454248,0.0,0.0,1489.15520095124
TRIM10,8.71072186325312,-3.8206499957472033,100.57768324697105,0.0,0.0,1488.897125859876
FPR2,11.082635971750015,-0.3747520965658259,100.38541710446285,0.0,0.0,1487.202622709469
SHKBP1,4.687187080546362,6.211364767523434,100.32847050952276,0.0,0.0,1487.3746835199486
CDKN2D,5.441319551969585,4.015081119461002,100.03689664536894,0.0,0.0,1483.6817526974503
RP11-67C2.2,7.497130610465068,-3.556656912497572,99.91409667462472,0.0,0.0,1480.6609971269825
DENND1C,4.452690538977539,4.299928717297134,99.88770994326227,0.0,0.0,1481.8188863037985
HBG1,9.544137174022232,-4.244168283509121,99.87004425180822,0.0,0.0,1479.9322575595593
LILRB2,6.906974440011902,3.507444058972902,99.75808562487815,0.0,0.0,1480.126483165198
ADRBK1,3.805139430476058,7.070068023645601,99.74452497519371,0.0,0.0,1480.0261392055133
SIPA1,4.514724382199462,5.650642830294004,99.6019795943268,0.0,0.0,1478.2318444948125
MAP2K3,4.073230993343068,5.85061694389294,99.4157444812642,0.0,0.0,1475.879432820076
MKNK1,4.479461447430547,5.121992955219059,99.33462723199877,0.0,0.0,1474.854038272413
BTNL8,9.745007371801261,-2.6117154517224788,99.16853780555357,0.0,0.0,1471.4957591807708
LLNLF-176F2.1,6.142895754852574,2.408034454861433,99.12826910331094,0.0,0.0,1471.9880670003963
RAC2,6.370092070636976,5.850054337655806,99.07225033030419,0.0,0.0,1471.5326141069875
DPEP2,6.797548995960852,1.8436670869725642,98.89806441744493,0.0,0.0,1468.9469029453765
ADGRE5,5.969051184493364,5.747877778776005,98.80426535982875,0.0,0.0,1468.1338089134904
DYSF,5.990224980242857,5.492334388714504,98.77591053888088,0.0,0.0,1467.7742754333153
TUBB1,8.589115198485988,-1.175807343648717,98.73105582065614,0.0,0.0,1466.2428526531428
MNDA,7.476555060837451,4.408646514110793,98.63825639951972,0.0,0.0,1466.016650602208
UPP1,6.372990553805766,4.005563417542784,98.57807310225682,0.0,0.0,1465.2350041270392
PGS1,4.2727591323071366,5.092676086920635,98.47446247791312,0.0,0.0,1463.9417672185036
MICAL1,4.818025819339377,5.51102384791024,98.44376484245069,0.0,0.0,1463.5510450353452
NCF1,7.716273724739117,3.5841069795630753,98.3651834688888,0.0,0.0,1462.4930322774871
THEMIS2,6.149591965130544,4.885295594772243,98.11199207765918,0.0,0.0,1459.321364638408
FAM214B,3.659271773501621,4.73304817460803,97.8000403688217,0.0,0.0,1455.3344705991449
KDM6B,3.7644432930082274,5.750810515276788,97.55855840814166,0.0,0.0,1452.2430401525644
VASP,3.8584212948423398,7.016561072137446,97.54380031045454,0.0,0.0,1452.0485596513058
KCNAB2,5.1266332265048415,4.6711721869411384,97.46801502728364,0.0,0.0,1451.0813973456764
LLNLF-173C4.1,6.718400385220346,2.697214962800329,97.42138914925603,0.0,0.0,1450.3086027985928
ABCA7,5.34017293932684,4.687929794896976,97.24327775468643,0.0,0.0,1448.1971735405052
SIGLEC5,8.651700456760265,1.2470518679985507,97.22681227933273,0.0,0.0,1447.5065950185049
LINC00211,7.811826583179233,-3.560145756096516,97.18326374462146,0.0,0.0,1446.0490937796649
PPP1R18,4.3403178511882015,6.492966418881392,97.09129753102157,0.0,0.0,1446.2403146909971
C19orf35,7.7237433074266,-0.37797682637411373,96.99184351261512,0.0,0.0,1444.183319055116
SRGN,6.211548259275391,6.4553123488513355,96.88750517690698,0.0,0.0,1443.6171677537252
ARHGAP27,4.650196492520937,5.163820758576812,96.74133620223814,0.0,0.0,1441.7385592241544
TCIRG1,5.2768861677412,6.498392896577737,96.30916820186194,0.0,0.0,1436.150152451121
USP15,3.517374865458369,5.808600689181862,96.29328419676177,0.0,0.0,1435.9482380176196
CTA-363E6.6,9.123232689612895,-2.612043234046162,96.2482098286078,0.0,0.0,1434.229923045938
NFE2,10.657184452410373,1.247696010631214,96.1229620680202,0.0,0.0,1433.2884411709956
ZNF394,2.622103434514601,4.338354960538741,96.0987275969129,0.0,0.0,1433.4259239210367
DENND4B,2.931903641814385,5.645209061113565,96.03390088305747,0.0,0.0,1432.5892965605908
PILRA,5.433632126094473,3.5049024688271406,96.02428479012262,0.0,0.0,1432.414547701623
MTMR3,3.4502350607718393,6.2846793491524435,95.98708531509499,0.0,0.0,1431.97868742626
CST7,8.852686467761204,3.454432324240957,95.89862672136934,0.0,0.0,1430.780261715118
ALOX5AP,6.6868794303748125,4.932023117035766,95.26341340267132,0.0,0.0,1422.5729983411927
NADK,3.529646587726611,6.447594216909645,95.14198990191996,0.0,0.0,1420.9807343889934
GYPC,6.2541559735700085,4.935321171522801,95.14072373855184,0.0,0.0,1420.9722456030993
MCEMP1,11.4328807070727,-0.44348174068386426,95.08520908113825,0.0,0.0,1419.5122029488073
CDC42SE1,3.188067236835029,7.706588833577918,94.90811309667707,0.0,0.0,1417.918595829252
RGS19,4.539846683281317,4.625904012835439,94.77234425677142,0.0,0.0,1416.1564114706266
HCLS1,6.00820258096087,5.871437318223018,94.71101793862748,0.0,0.0,1415.3489097895615
INPP5D,5.371647698688337,5.143087058083947,94.68945657212134,0.0,0.0,1415.0709032676748
LYL1,6.365269812434596,2.6219858705928636,94.50832019418291,0.0,0.0,1412.539534735933
TLR2,6.188172555952202,4.859706116128218,94.34859507868855,0.0,0.0,1410.6011290273784
FAM65B,8.043997769230765,3.8999186283652647,94.32041752306178,0.0,0.0,1410.214240473093
VNN1,8.184584966412073,1.746851617925509,94.14886585776499,0.0,0.0,1407.6597986696318
GFI1B,8.599106229369454,-2.52739290435726,94.09734268855182,0.0,0.0,1406.2610261684704
RETN,10.062364306080443,-1.9374215571971931,94.02234211668329,0.0,0.0,1405.382522632367
FCGR2A,5.683198595433045,6.070692317646438,93.94292320284596,0.0,0.0,1405.2577180642586
SEMA4D,3.915644628268354,5.481948998705818,93.88267134677088,0.0,0.0,1404.4680490641988
RP11-326C3.15,8.26459655605322,-3.3454602056763214,93.86785444954008,0.0,0.0,1403.0896174973107
OSCAR,6.2018446838567804,2.975802580728752,93.86508477935784,0.0,0.0,1404.1408564831345
SIRPD,7.10098184905152,-3.602707609225268,93.86466867382386,0.0,0.0,1402.9946279805645
RP11-482G13.1,8.79908111381162,-3.0888518453123255,93.61984886800475,0.0,0.0,1399.8789493894924
SLC15A4,3.0300622900317915,4.951238976670039,93.56345187723892,0.0,0.0,1400.258831103417
EFHD2,4.738473084577357,6.231213481412145,93.50700675514823,0.0,0.0,1399.5037439161836
CD300LF,6.048394647531918,2.0610363121555575,93.42831850067874,0.0,0.0,1398.2291495231552
NAMPT,5.397724828353592,7.523401183994554,93.4223346283229,0.0,0.0,1398.376418639265
UBAP1,2.8007080521568977,6.1155603092291235,93.37521273880209,0.0,0.0,1397.7615048972084
GYPA,8.091859195219401,-4.532471900943703,93.32866486173027,0.0,0.0,1395.7309951214704
BCL6,5.4107943263818825,6.438707314032321,93.19940855630502,0.0,0.0,1395.4312232132684
HK3,8.93706258577639,2.9518160912535487,93.14445697953315,0.0,0.0,1394.6186481523412
AC074289.1,7.721809906579485,0.48452701923074265,93.13009752236994,0.0,0.0,1393.9871692517077
PARVG,5.521564064616243,4.2151478418497055,93.03714620921264,0.0,0.0,1393.2882432075896
APBB1IP,5.9109381200716005,4.544541854019656,93.0001512152451,0.0,0.0,1392.8009613760228
XKR8,3.636208045539991,3.5529897665526833,92.87380380340471,0.0,0.0,1391.0912599163617
TNFRSF10C,8.26764959628096,2.352164122628855,92.84726191407023,0.0,0.0,1390.5872046194816
LINC00570,7.247617372106565,-3.954491697280185,92.84118729602667,0.0,0.0,1389.421372917853
ARHGAP30,5.409798464841818,5.315244062645133,92.77105301438812,0.0,0.0,1389.7550534794636
ARAP1,3.5648816634556333,6.9176099487512746,92.66266592600115,0.0,0.0,1388.3011172890378
TBXAS1,5.348737552808173,4.266657460266731,92.65054508035341,0.0,0.0,1388.153700854299
SIRPB1,8.641501711726566,2.0491562885269485,92.64605802978663,0.0,0.0,1387.861340567053
TGFB1,4.476791089161526,6.084378938624771,92.64357858109865,0.0,0.0,1388.053085378598
NCF1B,7.58095630366407,1.5690784382209475,92.48009473274838,0.0,0.0,1385.564099771657
CD37,6.157664490150881,4.904972475118084,92.4588035843359,0.0,0.0,1385.6022913088718
EVI2B,6.678104012569396,4.989369951111233,92.348994978312,0.0,0.0,1384.1379613004121
RNF10,3.180462015194972,7.743362306824541,92.33018515327008,0.0,0.0,1383.867056680662
RP4-669L17.8,6.870292441017045,1.9144766353616711,92.32302351723291,0.0,0.0,1383.537919464365
SELL,8.759032433234268,4.862865452766466,92.32093925920594,0.0,0.0,1383.7645432144577
LINC00528,6.66020138130261,-0.9652481263927501,92.3078701927773,0.0,0.0,1382.867864097764
FAM160A2,3.0639742199200173,5.211794801377834,92.18410055924419,0.0,0.0,1381.9357082592123
RP11-326C3.12,7.825695101658496,-3.2160853648118035,92.11236286054654,0.0,0.0,1379.8924113431008
C1orf162,5.73021732074097,4.242383218157365,92.11189504351833,0.0,0.0,1380.9725972407184
CORO7,3.6592845895247086,5.359771098645636,92.09323512647553,0.0,0.0,1380.7205617793638
TREML2,9.826393442641269,-0.7938366059913273,92.07866867806548,0.0,0.0,1379.836946543109
FCER1G,5.842375814538765,5.663702126558491,92.02444748142553,0.0,0.0,1379.7982421457773
RP11-81A1.6,4.851401166835689,2.310436669636317,92.00340877913352,0.0,0.0,1379.343839376052
MYO1G,6.436837536721471,3.863910937874905,91.86900410726508,0.0,0.0,1377.7151033902896
FKBP8,5.14355982069233,8.147936656624177,91.78412325650172,0.0,0.0,1376.5652721973115
MFSD2B,6.2185660872784245,-1.4489088211032248,91.62081196286398,0.0,0.0,1373.6315587936767
MYO9B,2.9635530871344526,6.750130361178234,91.60329086979799,0.0,0.0,1374.1487252629872
ACAP1,7.116966990065814,3.825559145142835,91.58598614469292,0.0,0.0,1373.9219931928185
RP11-206L10.1,6.129640946060612,3.462281837717217,91.47093953219131,0.0,0.0,1372.3574219673844
ARHGAP4,5.596285531673454,5.077013515724149,91.42244293290557,0.0,0.0,1371.7361892181166
AC116366.5,6.9513546999702776,-4.367352062995025,91.18615784554251,0.0,0.0,1367.2788978825022
LINC01506,7.050768162769617,-3.8427168106525142,91.17420832200584,0.0,0.0,1367.2297342398201
CCDC88B,6.493732454606858,4.117965304322825,91.13314299111393,0.0,0.0,1367.8463665774866
PLEKHM1P,4.021092205106616,3.8736350320067894,91.07103662810597,0.0,0.0,1367.0038077117451
RAF1,2.538809974553857,6.764549726993809,91.02524823732335,0.0,0.0,1366.3768682226223
LCP1,5.813260023167089,7.875911526746115,90.98645980074575,0.0,0.0,1365.847513303694
IFITM2,6.416379829297051,7.712704436528802,90.98609232795636,0.0,0.0,1365.8433745105235
TSPO2,7.4945814737138905,-4.336717355796641,90.9783550468078,0.0,0.0,1364.4968431613556
PIK3CD,5.626769186719539,4.614043868950095,90.94094756777405,0.0,0.0,1365.260085030546
CD53,5.9592980228927335,5.850608441610013,90.76367605740842,0.0,0.0,1362.8566455255614
ELANE,10.549317854594742,-2.4284056770446356,90.59655037483583,0.0,0.0,1359.7203537603762
LTB4R,5.319766453193515,3.7295655009818267,90.52804492468981,0.0,0.0,1359.6712781077215
RPS6KA1,4.182675119832815,6.2119860656096515,90.52588039945522,0.0,0.0,1359.6394633140485
MMP25,9.449951192890364,3.3189809812700397,90.42413965646077,0.0,0.0,1358.2398653720586
LINC00937,7.103836261203503,-0.4721607247340304,90.42197063506842,0.0,0.0,1357.6428422376168
HAL,9.214819678572475,-0.3624225425494867,90.38704550446829,0.0,0.0,1357.1845790300492
