site_name	status_pval_central_coverage	status_adjusted-p-val_central_coverage	tfx_pval_central_coverage	tfx_adjusted-p-val_central_coverage	log2FC_central_coverage	status_pval_mean_coverage	status_adjusted-p-val_mean_coverage	tfx_pval_mean_coverage	tfx_adjusted-p-val_mean_coverage	log2FC_mean_coverage	status_pval_amplitude	status_adjusted-p-val_amplitude	tfx_pval_amplitude	tfx_adjusted-p-val_amplitude	log2FC_amplitude
ATF4.hg38.10000	0.024828118563563945	0.15429609705355543	0.20801411996263625	0.3281226913218153	0.020289557077303122	0.5626982083083829	0.6494270082139427	0.45774550961256544	0.58897630417726	0.0014088925544298607	0.3127655327292503	0.706063508017529	0.6004945219642038	0.8024653465806625	-0.10254072845156101
ATF7.hg38.10000	0.5864116868132139	0.7839617231509987	0.8825363350342791	0.9145841978735537	0.005245135056981283	0.9466559242791268	0.9533314627961808	0.25628037617603283	0.37160654545524757	0.0005211979113264233	0.17399731065030558	0.5517416405497999	0.6887689196604074	0.832262444589659	-0.1283519624836641
BACH1.hg38.10000	0.07597744433073189	0.2752347847742952	8.694712203906442e-09	1.2140394447676772e-07	-0.009636775097179199	0.007834539156783645	0.03701784432692984	0.0001507325530203718	0.000728540672931797	-0.006820898257854777	0.0760261742611602	0.35827334620571744	0.00030985055200959317	0.002646998378747586	0.11303923881703522
BACH2.hg38.10000	0.9762203867800744	0.9840510315938183	3.857113328431078e-10	7.653324867465875e-09	0.013115877547352895	0.34746346330761735	0.46783473452489904	3.1296538608860905e-08	3.470233839864871e-07	0.00015062243621412306	0.04621574784130048	0.2763520731918095	0.1634962497529983	0.36253060638238077	-0.22265397312366314
BATF.hg38.10000	0.5327223197510986	0.7555938767920853	4.163470766129643e-06	2.8029079979122773e-05	0.015945751223980086	0.4361370177615753	0.5517572338795769	0.0001588001560139607	0.0007578184660413062	-0.0002486054824609508	0.5968109442284075	0.8511455577551088	0.0003159547136436111	0.002646998378747586	-0.0080670234105436
BATF3.hg38.10000	0.15557069714889318	0.4130292452474136	0.007450540166530854	0.022470829142257055	0.01749696513364024	0.6574054029709723	0.7296844490077476	0.0008410969957978864	0.003108760464860815	0.0002891908916537673	0.9516420801616631	0.9849889041880421	0.49800289969522993	0.7303928234499883	-0.005458729954691648
BCL11A.hg38.10000	0.8497039717925585	0.9285170938138972	1.6239500889117957e-09	2.9153770643797474e-08	0.009022866962477056	0.18377419025392558	0.2983722261832487	4.5309319403056665e-09	5.6938711383174546e-08	-0.0006253650177458316	0.9605126052436628	0.9849889041880421	0.47554421498847366	0.7192280080831708	-0.008351727387951188
BCL11B.hg38.10000	0.4268997839941926	0.7121292856894275	1.634226169783807e-05	9.47851178474608e-05	-0.0003813855537523841	0.017480252918489377	0.06398111990553879	1.749701157914886e-05	0.00010101374163170096	-0.009363167618859414	0.6067176336311286	0.8511455577551088	0.15146962240637463	0.34908095884299867	0.08866556583141429
BCL6.hg38.10000	0.25693230915963244	0.5535056031610367	1.0573275332051578e-08	1.374525793166705e-07	-0.0010972471268090272	0.08806440066033983	0.18142228988496237	3.2848232131153707e-08	3.538223860984271e-07	-0.0023891268162732596	0.8705045405660077	0.9526899780189577	0.00029189906938488383	0.002559208119955842	-0.04456951950464629
BHLHE40.hg38.10000	0.0049501524040237175	0.0717772098583439	0.00025967469158213433	0.0010999703227692656	-0.03345404395455645	0.08378720306198174	0.17745941322678155	0.001115708348002369	0.00400592425901803	-0.005667443003839611	0.014679495629496785	0.16770211673697843	0.03905149701276254	0.1533584830605362	0.24107248471842765
BPTF.hg38.10000	0.8367041336119584	0.9215027132521044	0.8832775713996193	0.9145841978735537	-0.0017242817739514813	0.3266103268105185	0.4526915191454613	0.6084475852934152	0.7213356592943948	-0.0017305992666454169	0.019604207410274247	0.19003367302789415	0.7778377155977465	0.8968739548679179	-0.2651779201302494
CDX2.hg38.10000	0.16630435201018623	0.4356541203690178	0.19169928257434352	0.31017437566750006	-0.01167661059204418	0.002529872265486366	0.017995506492233207	0.0008051276018413662	0.003050343827344161	-0.008326601701519028	0.6957489911049021	0.8889986340938288	0.43194155152480096	0.6842099366590335	-0.05740746715809108
CEBPA.hg38.10000	0.6068482006366178	0.7969748891712126	1.1833641699319263e-13	5.576603650804203e-12	0.022925258811289994	0.9056745751004143	0.9253097962408027	2.6383586832535514e-13	9.04237475987808e-12	0.003902573621486333	0.686150739864209	0.8889986340938288	6.713561529004789e-10	1.4888309979028269e-08	-0.09122573529597595
CEBPB.hg38.10000	0.16640369584386885	0.4356541203690178	0.0042642928748226885	0.013858951843173737	0.021666420452110754	0.04883599351133223	0.1287494374389668	0.5042909797353792	0.6274511530040856	0.005589814676724098	0.05121860849662138	0.29256690004888275	0.02304612917312964	0.09986655975022844	-0.1322811079455113
CEBPD.hg38.10000	0.4763157552445514	0.7240767730935317	9.665223912830059e-08	1.0121637264269257e-06	0.0026951013789581024	0.1674563810630524	0.2805824696034256	1.0170659265529705e-07	8.714405779783406e-07	-0.0011493908379001955	0.7882887784351732	0.9254814212935373	0.0007944719199757072	0.005759921419823877	-0.03452348357664179
CEBPG.hg38.10000	0.5930134187537771	0.7899860737461978	0.1501914980038205	0.25505493129477624	-0.0031147939838001696	0.3338587339045316	0.4593603747518555	0.8751160693280897	0.9189937552554034	0.002021248224575303	0.02456179977712782	0.2104499662722088	0.13533984571945643	0.3379014691141396	-0.16576135688007013
CLOCK.hg38.10000	0.7084841633195668	0.8616081599079892	0.009230059305111433	0.025968151925574706	0.008978775604083061	0.1277404785082092	0.23184150240965393	0.002861399158581409	0.00938041289378427	-0.0032829925120656214	0.6435643236588284	0.8603679078701358	0.22796791988722998	0.44534123316370416	-0.02887231263174525
CREB1.hg38.10000	0.0009132520187105989	0.026484308542607367	0.23009375041915703	0.35551370454107456	-0.08922433330012736	0.007490880850764557	0.03701784432692984	0.08271755480888499	0.146406188558449	-0.01887497406675733	0.08185490415520189	0.3717987815242303	0.0017822475092290884	0.011998344838917256	0.12390367748002361
CREM.hg38.10000	0.0138117315456613	0.1165136105974307	0.019417309795076235	0.04784526661924013	-0.04390333735699478	0.007409853902064023	0.03701784432692984	0.0003414983816816969	0.0014630101124318152	-0.0134194002361151	0.00034288518030373214	0.03231692824362676	4.824441987047339e-09	9.094073145584233e-08	0.15916467863861733
CTCF.hg38.10000	0.004305847022473254	0.06493217309889666	0.012297912446437425	0.03359647095874572	-0.11123580098468179	0.00045705240611729995	0.005941681279524899	0.560967599567887	0.6800153859713614	-0.015813975894638614	0.016198619722603246	0.1760484766277719	2.483711203765808e-23	4.6817956190985485e-21	0.009130705193600933
CTCFL.hg38.10000	0.0595572300032558	0.24640899170059347	0.22957002954734418	0.35551370454107456	-0.028687904393805662	0.150121164951869	0.26080958150624245	0.21050200911050312	0.3187118772476292	-0.005093092191207766	0.007671466033264877	0.12574533454525472	3.1989180203369704e-13	1.5074901170837975e-11	0.04537190556348648
CXXC1.hg38.10000	0.35741550448979376	0.6588712531239657	3.4639918443244342e-06	2.3744089551096575e-05	-0.0019360908046765252	0.01587277425875785	0.06018791237034296	0.0007780864762641082	0.00302410929434607	-0.019533397125274136	0.4340739323831466	0.7981739718115312	0.008747523544644384	0.049100176613387024	-0.03205505789340366
DDIT3.hg38.10000	0.9062404284598587	0.9676291537246742	0.7565058382115459	0.8195479913958413	0.0006293571554122431	0.9456348921277913	0.9533314627961808	0.44385011918688666	0.5730530648406037	-0.0004108141133604443	0.6192850211139681	0.8511455577551088	0.1917910354053944	0.39728143048260267	-0.06515831584223652
DUX4.hg38.10000	0.12321748347394863	0.36867453388633836	0.04783485800726479	0.10018745260410458	-0.011386462874320203	0.018437879662158253	0.06496337039844544	0.09154545997282447	0.160523899580255	-0.0038115631128015173	0.26513798185314263	0.6893587528181708	0.943395306047654	0.9877468871456857	0.13069444177011116
E2F1.hg38.10000	0.0270507800568343	0.15451733456706865	0.6204388976289966	0.7175014245586863	-0.06229636925308911	0.012944945526549437	0.053385670931223664	0.09231641464095657	0.16112633481315103	-0.020814274406825446	0.0029309218944199252	0.0690598471372695	0.14559537229767472	0.3471168075580339	0.30539719850183705
E2F4.hg38.10000	0.051252495145643645	0.2297789526061032	0.03881292057181463	0.0855339825951129	-0.033848145913448695	0.02653354885614964	0.08002518335014731	0.05038732765579619	0.09791764188781013	-0.01345660977123066	0.07853785537051311	0.3655403885763388	0.0005410234469708608	0.004090188480482368	0.09295787570603087
E2F6.hg38.10000	0.025693654547545606	0.15429609705355543	1.773998556621346e-05	0.00010133294785549204	-0.0247983748118247	0.060776122886380346	0.14501644511497083	0.04941290232118433	0.09702429257857548	-0.008907767137303922	0.0429724585171644	0.2745867264571352	0.3472868382486075	0.5951233546351138	0.2101017155093273
E2F7.hg38.10000	0.10362208334522804	0.3367717708719911	0.32519435441678746	0.45883869726215243	0.021016866794387905	0.8629894196158971	0.8931820977713736	0.251644536988737	0.3684913789204218	8.68297167307617e-05	0.1317276049509659	0.4821486122962538	0.37865746649378296	0.6288716514015691	0.1573547147077159
E2F8.hg38.10000	0.17699282133646063	0.4439273671018512	0.0005073730850233972	0.0019924963859772995	-0.008882600963415473	0.12871456678471024	0.2321789075494534	0.0020895961392847417	0.006971484464693342	-0.0034998894970990247	0.03509021351847362	0.2610739529501941	0.3203230121003262	0.5723306898664596	0.2005690840976514
E4F1.hg38.10000	0.07307187865900693	0.2727534480638179	2.6082572034862693e-08	3.277709885714412e-07	-0.009643716173101082	0.05443370880146511	0.1368100547876823	4.13141231819203e-05	0.0002193721752054078	-0.004956416665806997	0.7673526230480149	0.9254814212935373	0.6093572684616373	0.8032436720630673	0.022375541888529422
EBF1.hg38.10000	0.6024151442201195	0.7957482469480817	7.070134642925134e-06	4.5176962040386023e-05	0.002615994878878847	0.10602280339988446	0.20497741990644328	3.7247109466241274e-07	2.8657469936271348e-06	-0.0015924908081147464	0.21529487180534598	0.6102719298542514	0.6575614893297619	0.8263356049244008	0.14314632832062607
EBF3.hg38.10000	0.13984492926256115	0.3876583700881291	0.31392657359109405	0.4484026845118629	-0.012067395007348849	0.007346217323119412	0.03701784432692984	0.36472323550167574	0.4984124831192917	-0.0050535879632588165	0.2969385458379325	0.6983345588567127	0.9204494024415597	0.9830295317860284	0.1150471013903224
EGR1.hg38.10000	0.11678278023866537	0.36559536086538624	0.07930702120942927	0.1502449597786675	-0.01712318032725863	0.017940900553712637	0.06494929061356375	0.03949891521067767	0.08049238396986748	-0.01105140597333548	0.04489464532541828	0.2747207472730692	0.04377167683338992	0.16021283656493204	0.2588116290453635
EGR2.hg38.10000	0.6888896684162902	0.8432188473796799	0.0031323894166256742	0.01063883612673765	0.001194321580680943	0.3856097845767569	0.5083038069420887	0.6058175592291242	0.7204833433103464	-0.0014649476820799616	0.6825023580913621	0.8889986340938288	0.021282706354263915	0.09398142701751537	-0.0005426462853068436
EGR3.hg38.10000	0.6462496389277115	0.8148365012566796	0.8253536342598493	0.8765023101858117	0.005403712260814589	0.7531093435173506	0.7997809084677215	0.6829714251388906	0.7850006929187859	0.0008134195239423077	0.0023477168671001093	0.06808378914590317	0.009183382727588072	0.05017587374348845	-0.2793670903066176
EHF.hg38.10000	0.9225596058620978	0.9715222665084103	0.8496606964343384	0.8922620684004055	0.000888140234925991	0.7628009613707557	0.8067005264184741	0.22826089410139963	0.3414855439532844	-0.0003260855188118417	0.9843145155661774	0.991600214649789	1.0273419521950488e-05	0.00012493803741210754	-0.04749305134281508
ELF1.hg38.10000	0.033247780574306475	0.17592252780822176	0.024590077495274972	0.05758049202309729	-0.042691488111064886	0.006685816970605237	0.03600789997025963	0.006384877425259397	0.018235596888809033	-0.017607234205817147	0.045179539339337646	0.2747207472730692	0.0039262516382238466	0.0234951883747681	0.10354906093985967
ELF3.hg38.10000	0.672348092108173	0.8365519165834364	0.062192626062978235	0.12538299479006842	-0.001224478123705259	0.2775152478816369	0.4004966292092016	0.462016908519964	0.5924502534422668	-0.003629406814691372	0.9235760669280764	0.982114587754638	0.0004891725074582052	0.0038420424023279864	-0.044469983183138224
ELF4.hg38.10000	0.11370381755403204	0.3632740611683905	1.8918726947329427e-05	0.00010645313521109245	-0.011104044964088509	0.013027802985868905	0.053385670931223664	1.8424089983970225e-06	1.2628876225375955e-05	-0.007385564341274645	0.5844647624880441	0.8511455577551088	0.6866690445809092	0.832262444589659	-0.06056883574254054
ELK3.hg38.10000	0.36659755179062026	0.6612197720634737	0.0404357420232539	0.08811719504489435	-0.0064812632636913805	0.07726876362826227	0.16850577152962115	0.021269525124076583	0.04863267205639681	-0.004865104379907748	0.012657193061904277	0.1645435098047556	0.16685516898753927	0.36418201537854267	0.2671343204864991
ELK4.hg38.10000	0.27173349545277525	0.5723102110932753	0.018991142904676205	0.04710303207278243	-0.010141263947819175	0.08014669566637803	0.1716488402715556	0.012053304692906943	0.031123944309766557	-0.0071609424480820975	0.9863397360574824	0.991600214649789	0.5311702191368327	0.7541346168810985	-0.009924759378353975
EOMES.hg38.10000	0.39898474834828623	0.686836758572164	0.37703877698808486	0.5168858869982109	-0.006071034738865507	0.1277328230961625	0.23184150240965393	0.04248366374109728	0.08564888358499291	-0.002295389006532751	0.5401444736857723	0.8335304752385202	0.8932793690574358	0.9677193164788886	0.07129091599465338
EPAS1.hg38.10000	0.7972351585006237	0.9080291684433085	0.43083226218127624	0.563971398758129	-0.0010742574000880873	0.2146941459967844	0.33308515654645154	0.8313557849640845	0.8916100538694022	0.00315683154775864	0.48602461433764355	0.8216649309654332	0.6237037685418982	0.8136204869906424	-0.07945939345901191
ERF.hg38.10000	0.43169653977696665	0.7169585704665922	0.7475172950291713	0.8144913879364092	-0.010177160274624212	4.2184904294413225e-07	1.5903708918993787e-05	0.4732650295472929	0.6048166648790828	-0.016979658862197204	0.8140351274090957	0.9328001308000883	0.33556056637603904	0.5829784955012292	-0.0327537731409024
ERG.hg38.10000	0.025498533997315248	0.15429609705355543	0.0058028149204617996	0.018697959188154686	-0.03297786372949271	0.006922841842898325	0.03675931513764322	0.0046794822427224415	0.014113318444050884	-0.014776387686598403	0.49600600964199193	0.8273548414842917	0.010359537544678395	0.05359709309602544	0.01961879653921865
ESR1.hg38.10000	0.0015922150525218713	0.03384734263973561	0.0003902547461865948	0.0015991960794820243	-0.036920106220345625	2.385834553271134e-09	2.998198755277392e-07	7.364996329208079e-09	8.956785858424018e-08	-0.021606161304103543	0.16780884854783062	0.5517416405497999	0.18940360825344074	0.39728143048260267	-0.13775769067035945
ESR2.hg38.10000	0.7127283864334671	0.8639826420752962	0.16518588492173683	0.2767781271799768	-0.0011533823740212405	0.8477961540337565	0.8804935263656369	0.5427160656154926	0.6682793680284141	-0.0006625372313620479	0.009314365293518421	0.13005613761690535	0.440217204615891	0.6857929179346732	0.27826383101472824
ESRRA.hg38.10000	0.015024004918808856	0.11758816641206717	0.021950218979982773	0.05204548777014783	-0.031790803726603596	0.00014251941045095493	0.0022387424058337504	7.066059419448697e-06	4.439840668553599e-05	-0.015928151163592575	0.4653446744518165	0.8156267218806131	0.16262816759343476	0.36253060638238077	-0.11472123265551978
ETS1.hg38.10000	0.002251506022745122	0.043614207545349	3.9160880353879406e-05	0.0001995088093704397	-0.041916133418938	0.020653329694764733	0.06770700256457655	0.00010740157562276522	0.000525849272854318	-0.008914227622816158	0.019658655830471806	0.19003367302789415	1.1680276787023402e-05	0.00013760826089711947	0.11387938895826931
ETV1.hg38.10000	0.0775629858723247	0.2752347847742952	0.26987083411634183	0.40373533516611454	-0.026920299459226832	0.024456191488027634	0.07557364090972474	0.016252887841658535	0.039787913742242	-0.01027117843521716	0.6979936225245977	0.8889986340938288	0.14279641244725808	0.342893296131314	0.009039589868000643
ETV2.hg38.10000	0.010677649464212062	0.10879659048670128	0.6907361256246937	0.7704364478121583	-0.022433070946388443	5.105107095717066e-06	0.00012830835833902227	6.223731005304829e-05	0.00032588147069443344	-0.012523347141458382	0.6302553966286203	0.8543146551494446	0.16041336653455635	0.3621307735540583	-0.02854789523203209
ETV4.hg38.10000	0.1151739799675314	0.3648789113257087	0.24445002251809744	0.3716034616504949	-0.022409772846725885	0.0005673740469366903	0.006627908397833693	0.7894200289400877	0.8648731835207566	-0.015387898572474152	0.7481078706676871	0.9230876422444584	0.4763605221837238	0.7192280080831708	0.04773239430572069
ETV5.hg38.10000	0.24662452890067177	0.5405665546253097	0.0008746087361764398	0.0033645662605971205	-0.008717384753972313	0.007377967371848884	0.03701784432692984	0.1844175837723887	0.28611287688144255	-0.013734343631422247	0.851830714158415	0.9526899780189577	0.19371859957214335	0.39908148655026254	-0.003997287006599195
ETV6.hg38.10000	0.4353086193165402	0.71978662053656	3.732409596439044e-14	2.010169168367885e-12	0.008070664696979687	0.47551591678736893	0.5742528858820478	3.0432130142321266e-13	9.560760886379265e-12	0.0016960815649536588	0.8714025202259803	0.9526899780189577	0.00043333634775541364	0.0034759107043359776	-0.04303806088946277
FEZF1.hg38.10000	0.6363953222999794	0.8102619159483523	0.03845331496380059	0.0852758808314872	-0.007824412581401713	0.0394528690460193	0.10762928825316545	0.029005479502063773	0.061432953776842936	-0.005622901596269592	0.4194109848594846	0.7981739718115312	0.6866677517128326	0.832262444589659	-0.07598081003046787
FLI1.hg38.10000	0.39783753652976017	0.686836758572164	1.5687909507875623e-05	9.241159194482984e-05	0.023356695904410616	0.12791255305360216	0.23184150240965393	1.0616991938352466e-08	1.25081436273715e-07	-0.001816097521788049	0.20047305647631233	0.5945135880111277	0.014777445338846316	0.0712726247258436	-0.15598175363178587
FOS.hg38.10000	0.1439446654244765	0.3961105026644353	0.07322096439399192	0.14229022462131422	0.023112466006011342	0.22171485016347436	0.339782514274918	0.9521385716265715	0.9727811422851421	0.0036808004183773234	0.1830320358673683	0.5602454352682672	0.02658745770519327	0.11014803906437211	0.06835236884728803
FOSB.hg38.10000	0.6295635637287358	0.8102619159483523	0.021768013239249533	0.05194013285567768	0.008368596400249869	0.4653718560622647	0.5677837855516952	0.36488553140828783	0.4984124831192917	0.0017716156547992	0.06552517611955455	0.3200201454707789	0.015691320562984133	0.0712726247258436	0.11570151074486101
FOSL1.hg38.10000	0.04347847429463583	0.21014595909073985	0.9642825932031495	0.9703625709749516	0.024173480394531766	0.008562919642833	0.03889422536563905	0.1497216704829088	0.24019178626407073	0.006868569332768587	6.55730875129965e-05	0.012360526996199842	0.1125964031935603	0.3096258390147646	0.27789819921450354
FOSL2.hg38.10000	0.012877902934253758	0.11291377548823348	0.727534407013286	0.8052811253788033	0.03150039271745401	0.4616335847819988	0.5652136604655207	0.06431525482485462	0.11979856969327461	0.0013119769610088472	0.08531538654140985	0.3739988456524595	0.46023132840274794	0.7053138650725039	0.1468040827295393
FOXA1.hg38.10000	1.1216965630588464e-11	4.2287960427318515e-09	1.7070174287240455e-06	1.3133583074060515e-05	-0.10542782390899921	2.379262800777506e-12	8.969820758931197e-10	3.4013723803853442e-09	4.579704955018839e-08	-0.03624999659375786	0.02403084091287321	0.2104499662722088	0.009648465464015517	0.05196387828476928	0.3270949664304921
FOXA2.hg38.10000	0.00014791150738625107	0.010612237273336345	0.01780768994050142	0.044460258990523416	-0.04831814662926315	1.0761922366137592e-06	3.381037276694894e-05	0.0006034956641563629	0.0023949248988099875	-0.01823318215718427	0.18083313986166108	0.5602454352682672	0.34313960772161933	0.5907015164888151	0.16823972065258475
FOXA3.hg38.10000	0.015379197836252037	0.11758816641206717	0.2071814820997787	0.3281226913218153	-0.028502874286967492	3.7997288208828876e-06	0.00010232126896234633	0.006475217379795966	0.018352354868864093	-0.011997051431105703	0.0011696229480343526	0.06808378914590317	0.6868884937045929	0.832262444589659	0.25814900874316776
FOXH1.hg38.10000	0.3492529847153858	0.6518236397905962	0.304241658865381	0.4394601739166615	0.010026431798115137	0.2672778451446111	0.3905571613159628	0.006709811163069063	0.018737768951681756	0.0033209101288897446	0.468394535372362	0.8156267218806131	0.7828875897028227	0.8971082714831737	-0.09534461846516971
FOXK1.hg38.10000	0.9426248287891895	0.9743848400281641	0.0768069535623178	0.14698589590352187	-0.00460627250461978	0.4193187992892027	0.5395330625666533	0.6904165708898908	0.7911460401990542	-0.002292599812588907	0.8431551651053357	0.9517050815709927	0.3155710305850272	0.5692357824428481	-0.04145471133892187
FOXK2.hg38.10000	0.8129013789736432	0.911712062140956	0.004172412523393353	0.013678256707124296	0.0033346557629395125	0.0010613683043548465	0.010259893608763516	0.0057073037340874535	0.016551180828853613	-0.009307410124927496	0.6831015701998084	0.8889986340938288	0.09786930986627909	0.28458112318865264	0.08205338134317326
FOXM1.hg38.10000	0.0007288793132518907	0.022898958424663565	9.155839663765212e-09	1.2327684118712446e-07	-0.05882977175969702	9.99740098290684e-07	3.381037276694894e-05	0.00031401353119060987	0.0013765476890565107	-0.025649981673531122	0.03852348704796025	0.2610739529501941	1.3277794412972467e-05	0.00015168874223304909	0.09066520583187357
FOXO1.hg38.10000	0.04698916749123641	0.22423944486324213	1.1190791741878218e-07	1.1102443386021285e-06	-0.010539579036908739	0.2769597362716384	0.4004966292092016	4.3791543185597706e-08	4.4620031840460366e-07	-0.00023163884313333934	0.8843355181242879	0.9607910384232177	0.807754846072822	0.9119717935767417	0.011608453845237498
FOXO3.hg38.10000	0.01559524753475692	0.11758816641206717	0.014974184354546075	0.03893287932181979	-0.023580388701412196	0.0015154274783393403	0.013286422310091426	0.6134806333006717	0.7250225666280665	-0.011142183589785198	0.041815348731145285	0.2728916885885165	9.759896137591192e-06	0.0001239045887835013	0.07900256001468217
FOXP1.hg38.10000	0.0010326205699765238	0.027372880141740514	0.7856388617292385	0.8438343329684413	-0.04441503396317796	2.373661222343398e-05	0.000497150156013034	0.025986436394205885	0.056303945520779414	-0.018550628603753293	0.00807331356153317	0.12681830052908352	0.0035083877518325974	0.021682986597391624	0.18977165832908743
FOXP3.hg38.10000	0.4746999602392047	0.7240767730935317	9.553305214111712e-08	1.0121637264269257e-06	0.0027878294201069314	0.014281546949409162	0.057278119148162276	1.741319772049251e-12	4.3765170270837846e-11	-0.0034437724244569157	0.10531019631123317	0.43154286966668376	0.14019734388445393	0.3405205651292112	0.1576692247140864
GABPA.hg38.10000	0.0011617137460685628	0.027372880141740514	0.0754035673186408	0.14503645346493665	-0.061920216825078374	0.019360017428928695	0.0654583060143321	0.0019372609810153635	0.006520958837882072	-0.014110243851454768	0.20852386361686562	0.600221178833723	0.10102316607822064	0.28852828493552407	0.07748255121954611
GATA1.hg38.10000	0.0001688950229178198	0.010612237273336345	1.2284862190237852e-06	9.854027756850362e-06	-0.027768421789572874	0.03611867575207995	0.1023988430870776	1.986649978369049e-09	2.8806424686351214e-08	-0.002250496830492698	0.0012661173870510607	0.06808378914590317	0.9141904604636326	0.9791187602124701	0.38763837555568637
GATA2.hg38.10000	0.0005125383175163835	0.019322694570367657	0.8423679961150669	0.8870746774731291	-0.036840259790444314	6.541594842082583e-09	6.165453138662835e-07	0.28999462230539447	0.40794019630273776	-0.018130676602267148	0.2921916299166994	0.6983345588567127	0.7493235698400174	0.880046684827684	0.12798940654108112
GATA3.hg38.10000	1.966667386683583e-05	0.0021368023549846104	8.31498896654739e-05	0.00040711049875173584	-0.0597567333614539	2.5218455145255418e-08	1.5845595982935488e-06	1.5643903665891996e-05	9.215237003189504e-05	-0.022682207220197616	0.014322810138559712	0.16770211673697843	0.015003427012167801	0.0712726247258436	0.34036611330109284
GATA4.hg38.10000	0.9478111228585758	0.9757605421991541	0.06650100541512867	0.13195199495528162	0.0027093398380635797	0.4586522215858875	0.5650715279015672	0.3836238068615002	0.5146838974618704	-0.001310351270851196	0.15644233592568046	0.5460996355924216	0.6030035203229509	0.8024653465806625	-0.17606792995287415
GATA6.hg38.10000	0.5315648524951384	0.7555938767920853	0.0009711448571036614	0.003589427560079219	-0.0004398585249522377	0.3246950840661432	0.45169758927282655	0.06134633304819268	0.11506252516999324	-0.0014648706372033377	0.7082128328608289	0.8929640066506104	0.4075083443564341	0.6622010595792054	0.02613153574008423
GFI1.hg38.10000	0.17206908166029766	0.4412928148702872	9.229095222769156e-07	7.563845432573852e-06	-0.004882008811021768	0.5059523831778886	0.5998240517549182	3.50226023712274e-06	2.3164072094653913e-05	0.0003506118317903358	0.7492435504689768	0.9230876422444584	0.7197799902597082	0.8509691402273121	-0.02882322322887883
