overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0_TFx	>0-0.05_TFx	>=0.05_TFx
0.85833	0.78036	0.92448	0.79038	0.89286	0.93214	0.92344	0.73854	0.84236	0.83250	0.91071	0.89167	0.75509	0.90250	0.95114
0.85729	0.92980	0.90717	0.87342	0.62601	0.94937	0.96689	0.73312	0.78833	0.89102	0.86173	0.87687	0.83492	0.86329	0.88101
0.82466	0.80357	0.82870	0.79082	0.76020	0.99206	0.88889	0.82823	0.73880	0.86748	0.62798	0.86508	0.74351	0.83854	0.90848
0.88282	0.91667	0.90549	0.80891	0.79146	0.98276	0.96552	0.82654	0.80690	0.90160	0.92989	0.99138	0.82863	0.91983	0.85402
0.87879	0.87608	0.92137	0.89826	0.81650	0.95482	0.87831	0.83596	0.85112	0.89785	0.87470	0.84137	0.82463	0.90414	0.90843
0.84880	0.90000	0.81161	0.94000	0.60179	0.97750	0.93295	0.80234	0.81058	0.85436	0.92679	0.90000	0.76786	0.89662	0.84417
0.86553	0.88046	0.89876	0.91954	0.66092	0.98391	0.97989	0.74536	0.90192	0.87280	0.66284	0.90038	0.89755	0.81862	0.99745
0.84832	0.81979	0.80268	0.79583	0.87361	0.98750	0.88472	0.86250	0.87232	0.84687	0.81111	0.86250	0.80855	0.85521	0.89062
0.83095	0.96167	0.90293	0.71333	0.62667	0.95111	0.91667	0.72857	0.81083	0.85806	0.80000	0.78833	0.70980	0.85630	0.88410
0.87484	0.95417	0.88026	0.82625	0.81250	0.95208	0.90795	0.85192	0.86058	0.88780	0.76136	0.95227	0.79271	0.89103	0.96417
0.87973	0.95635	0.88214	0.95106	0.86640	0.98129	0.89583	0.69940	0.82664	0.89123	0.91138	0.88839	0.84392	0.86111	0.97857
0.88220	0.89935	0.92641	0.83261	0.83673	1.00000	0.93007	0.79421	0.83550	0.89805	0.91396	0.92532	0.83176	0.89154	0.94589
0.88870	0.99375	0.89457	0.83214	0.90833	1.00000	0.95625	0.79583	0.90833	0.89043	0.85000	0.90139	0.83000	0.92468	0.91429
0.87715	0.88224	0.93323	0.74428	0.86824	0.98986	0.95823	0.83888	0.82536	0.89122	0.88851	0.87973	0.80566	0.89158	0.94491
0.84087	0.88622	0.87922	0.83394	0.67867	0.89778	0.98286	0.78381	0.78778	0.88434	0.68667	0.85455	0.79944	0.85298	0.87644
0.85753	0.90864	0.88421	0.74848	0.70370	0.99444	0.97500	0.90741	0.76741	0.89883	0.82929	0.86790	0.81538	0.85490	0.94872
0.87372	0.84675	0.84571	0.83916	0.87157	0.98268	0.98214	0.87229	0.80756	0.88600	0.85308	1.00000	0.83171	0.87955	0.93831
0.86227	0.95045	0.91592	0.85811	0.77651	0.90734	0.95174	0.67973	0.59610	0.89335	0.87477	0.98157	0.83784	0.84653	0.99550
0.85727	0.85343	0.86525	0.82660	0.86322		0.96353	0.79196	0.81751	0.86028	0.89894	0.83830	0.73717	0.91457	0.87234
0.84302	0.82558	0.94535	0.97010	0.56589	1.00000	0.88372	0.76279	0.76412	0.88219	0.93658	0.71628	0.78372	0.85436	0.95736
0.83357	0.84685	0.91622	0.82095	0.59159	0.99730	0.88877	0.76757	0.74710	0.87534	0.82995	0.83108	0.81029	0.82918	0.90418
0.83591	0.93981	0.84245	0.73704	0.85679	0.98765	0.93690	0.71076	0.79630	0.83895	0.88735	0.82716	0.79605	0.84604	0.88604
0.80494	0.84074	0.84407	0.72970	0.79111	0.77667	0.88800	0.73956	0.75022	0.82045	0.77179	0.91867	0.71404	0.80385	0.94154
0.90228	0.89873	0.91913	0.91320	0.79402	0.90886	0.94394	0.91519	0.83395	0.94337	0.92502	0.84599	0.86340	0.90977	0.95570
0.81670	0.84557	0.80661	0.73807	0.87703	0.86329	0.88377	0.76944	0.76311	0.84051	0.79747	0.86582	0.68448	0.87033	0.94131
0.83586	0.90244	0.81420	0.93140	0.67927	0.89512	0.90346	0.77494	0.82520	0.84451	0.82195	0.85095	0.79733	0.82500	0.93152
0.83829	0.84820	0.86428	0.79307	0.80684	0.85634	0.89671	0.78873	0.76815	0.86408	0.81690	0.83965	0.76730	0.88044	0.81798
0.81392	0.88528	0.80109	0.82418	0.77489		0.82576	0.80032	0.75108	0.82697	0.87229	0.74188	0.71104	0.83356	0.88312
0.82699	0.79779	0.86547	0.77647	0.70136	0.96471	0.94301	0.80672	0.78571	0.84664	0.84091	0.73203	0.73195	0.85662	0.87701
0.83360	0.83481	0.92683	0.80300	0.82683	0.78455	0.91585	0.65760	0.90041	0.80616	0.81882	0.86142	0.67715	0.86818	0.93496
0.78327	0.75833	0.82426	0.81746	0.68939	1.00000	0.81548	0.72024	0.75529	0.79762	0.83532	0.68027	0.76294	0.78598	0.84127
0.88928	0.98237	0.88408	0.76442	0.80128	0.99145	0.91186	0.93333	0.75962	0.92698	0.83100	0.93956	0.79138	0.92129	0.95406
0.82559	0.92560	0.83929	0.77976	0.76637	0.98810	0.90774	0.70476	0.75680	0.84263	0.79762	0.90119	0.74524	0.85751	0.87879
0.86530	0.80392	0.93697	0.87815	0.67463	0.99510	0.84118	0.87605	0.84034	0.88351	0.87745	0.76838	0.82663	0.87406	0.90107
0.86552	0.96007	0.88647	0.85031	0.83160	0.95278	0.96368	0.73173	0.78993	0.86528	0.92415	0.94213	0.83764	0.85384	0.95833
0.86125	0.93513	0.85063	0.92175	0.76835	0.95359	0.96008	0.72152	0.85533	0.84111	0.91308	0.91280	0.76456	0.89120	0.90633
0.85958	0.84000	0.91533	0.77500	0.78000	0.99111	0.95444	0.81949	0.81714	0.87543	0.85744	0.89167	0.81467	0.86791	0.89333
0.83265	0.98228	0.89592	0.82120	0.68930	0.98945	0.81857	0.73878	0.79747	0.86933	0.84810	0.78941	0.81435	0.81971	0.87975
0.84056	0.94444	0.84827	0.84110	0.86425	1.00000	0.81567	0.70296	0.78886	0.85435	0.84409	0.85484	0.74839	0.85181	0.93353
0.86589	0.92827	0.95532	0.92124	0.67631	0.90717	0.89484	0.79114	0.85704	0.89873	0.80915	0.89747	0.82336	0.87888	0.89387
0.88024	0.86324	0.90695	0.91412	0.74510	0.99412	0.94314	0.81991	0.84627	0.91097	0.80000	0.93294	0.79862	0.88309	0.97647
0.81366	0.88745	0.86963	0.90519	0.60331	0.94805	0.83816	0.72880	0.72116	0.81846	0.88225	0.86869	0.77965	0.81846	0.87987
0.82916	0.85385	0.86004	0.81154	0.71562	0.98718	0.94477	0.72288	0.83476	0.82628	0.80966	0.87322	0.84394	0.82112	0.82158
0.88958	0.92432	0.88784	0.98311	0.67417	0.94257	0.92629	0.90125	0.83591	0.93012	0.87365	0.92342	0.82819	0.91313	0.91268
0.83226	0.96170	0.89642	0.68794	0.77187	0.95390	0.95593	0.80638	0.78391	0.87561	0.79497	0.74468	0.78564	0.87867	0.73985
0.85926	0.95077	0.88101	0.80854	0.78481	0.95118	0.96835	0.70127	0.82745	0.89427	0.78797	0.86076	0.82640	0.85373	0.95316
0.83392	0.94944	0.87890	0.83596	0.67753	0.92978	0.92556	0.71564	0.81180	0.83814	0.88764	0.81512	0.79689	0.85452	0.85393
0.80903	0.89592	0.87764	0.70789	0.75719	0.78059	0.85979	0.76582	0.76854	0.84987	0.81646	0.70633	0.74188	0.82419	0.87537
0.88704	0.89027	0.88333	0.89855	0.89710	0.98068	0.94783	0.81836	0.81988	0.89714	0.84239	0.97262	0.80857	0.90717	0.98188
0.86181	0.87043	0.92691	0.71415	0.87104	0.99668	0.86047	0.83510	0.77261	0.90422	0.81613	0.98372	0.73414	0.89424	0.96512
0.84193	0.90128	0.86072	0.77564	0.76667	0.97436	0.87500	0.86111	0.86432	0.86417	0.79402	0.80861	0.77588	0.88799	0.84432
0.85396	0.89660	0.89830	0.86831	0.83230	0.96296	0.86914	0.70988	0.80710	0.85679	0.88374	0.86694	0.77984	0.87310	0.96022
0.84006	0.94620	0.89320	0.76673	0.64557	0.91501	0.93038	0.77321	0.76673	0.87785	0.92405	0.74557	0.81879	0.82371	0.91682
0.84035	0.91346	0.84982	0.86813	0.74908	0.93956	0.96154	0.72436	0.82349	0.84216	0.83830	0.87441	0.83333	0.81728	0.96459
0.85076	0.88706	0.90414	0.74269	0.83333	0.89474	0.87281	0.75585	0.79020	0.87301	0.87081	0.82895	0.78055	0.89342	0.88322
0.81977	0.93379	0.83947	0.83263	0.79747	0.96835	0.87342	0.62993	0.75696	0.81956	0.84087	0.98418	0.75769	0.84201	0.83122
0.89149	0.89212	0.88575	0.92129	0.82561	0.92378	0.94553	0.85976	0.80640	0.89690	0.90473	0.96098	0.84282	0.89183	0.97805
0.87423	0.95735	0.92888	0.78353	0.78824	0.99412	0.92299	0.71324	0.79118	0.90454	0.92810	0.87765	0.80706	0.89268	0.93294
0.86909	0.97436	0.88942	0.71154	0.78266	0.99451	0.96044	0.81910	0.82624	0.91724	0.87413	0.79945	0.86296	0.86761	0.88571
0.84529	0.82409	0.88817	0.74545	0.77013	0.97727	0.94156	0.83442	0.77214	0.86466	0.82792	0.87199	0.71985	0.89011	0.94372
0.85603	0.90313	0.91809	0.68245	0.79487	0.99359	0.87393	0.90064	0.83235	0.86486	0.88187	0.80449	0.81494	0.88360	0.84813
0.87746	0.92698	0.89091	0.84675	0.75510	0.98333	0.95357	0.86250	0.84962	0.91677	0.80769	0.87429	0.79829	0.90805	0.90714
0.81064	0.80732	0.93008	0.72764	0.67542	0.98780	0.93659	0.76132	0.59621	0.83355	0.80575	0.91242	0.67378	0.87016	0.90070
0.81991	0.91424	0.85825	0.69477	0.79338	1.00000	0.89922	0.66100	0.74419	0.88151	0.79817	0.59302	0.78066	0.83140	0.85116
0.85855	0.91000	0.91375	0.87386	0.71806	0.96250	0.90982	0.79062	0.87614	0.85938	0.88625	0.88056	0.79437	0.87784	0.89479
0.81409	0.88171	0.78094	0.86747	0.75043	0.98795	0.74527	0.80723	0.82256	0.80752	0.79819	0.86747	0.76386	0.82754	0.87952
0.85358	0.89423	0.86325	0.82308	0.75000	0.94872	0.97293	0.79121	0.79701	0.85510	0.85503	0.92788	0.82601	0.82179	0.97692
0.85350	0.87646	0.93117	0.88462	0.66550	0.99359	0.90110	0.73878	0.76838	0.89065	0.85073	0.85791	0.78917	0.88122	0.91026
0.84030	0.90988	0.79685	0.84219	0.76977	0.98837	0.89429	0.78488	0.81105	0.84847	0.86213	0.90843	0.78335	0.84602	0.91473
0.88213	0.96120	0.96399	0.74691	0.70370	0.94709	0.97377	0.75720	0.72085	0.94229	0.94777	0.87654	0.79177	0.89594	0.92688
0.83861	0.92023	0.76325	0.79718	0.81019	0.96296	0.94136	0.76543	0.82236	0.85494	0.82593	0.81728	0.77877	0.86027	0.87743
0.85473	0.90259	0.90301	0.64481	0.79795	0.99658	0.91487	0.90411	0.79061	0.89041	0.82681	0.84475	0.73709	0.91259	0.90306
0.84172	0.85944	0.81124	0.84009	0.78213	0.88353	0.87349	0.88938	0.78782	0.86421	0.83614	0.84682	0.75591	0.88503	0.91457
0.87687	0.90455	0.88542	0.76431	0.83609	0.96753	0.94949	0.84416	0.81616	0.89755	0.84740	0.92857	0.77879	0.91089	0.96212
0.79118	0.92763	0.86257	0.61404	0.56689	0.97807	0.82536	0.73575	0.72922	0.84175	0.87449	0.56579	0.68695	0.84761	0.79868
0.81839	0.85156	0.88355	0.79107	0.63875	0.93750	0.82344	0.85000	0.75089	0.85312	0.86250	0.78393	0.79000	0.81429	0.90375
0.81058	0.82500	0.81558	0.81429	0.69091	0.99429	0.89121	0.70143	0.74737	0.84082	0.75844	0.91020	0.73766	0.82128	0.90238
0.85205	0.88246	0.86646	0.86306	0.84388	0.98734	0.94831	0.66894	0.88608	0.84248	0.81941	0.88101	0.82532	0.83803	0.94060
0.87627	0.79487	0.89385	0.92450	0.86218	0.97436	0.94359	0.81197	0.90335	0.85079	0.90039	0.91026	0.80579	0.90738	0.91410
0.83630	0.80321	0.85479	0.95047	0.78012	0.95181	0.89398	0.68775	0.76116	0.84020	0.83032	0.92269	0.78626	0.83223	0.95273
0.88239	0.84965	0.87322	0.89053	0.83761	1.00000	0.96795	0.82692	0.89744	0.86613	0.88345	0.93109	0.79041	0.92714	0.90793
0.87571	0.90293	0.86472	0.86111	0.81696	0.98469	0.98942	0.74167	0.96939	0.84801	0.82024	0.99490	0.75940	0.91750	0.90751
0.81226	0.91346	0.85158	0.62308	0.60000	0.87949	0.89860	0.85010	0.71727	0.87179	0.74063	0.89423	0.70192	0.86073	0.82692
0.83915	0.85577	0.84432	0.90385	0.75769	0.94872	0.95299	0.69322	0.79968	0.83612	0.82867	0.93718	0.76870	0.84974	0.93590
0.83287	0.89675	0.87106	0.75000	0.65021	0.98457	0.98272	0.77778	0.68587	0.87994	0.73545	0.89753	0.76808	0.84131	0.87963
0.87238	0.89205	0.89620	0.81667	0.87083	1.00000	0.89917	0.75625	0.82250	0.87938	0.88250	0.88750	0.76538	0.91750	0.94750
0.84559	0.93669	0.85823	0.84375	0.62500	0.98864	0.95170	0.77778	0.78030	0.87803	0.85227	0.90152	0.82219	0.84937	0.87500
0.84564	0.87215	0.87491	0.76870	0.75158	0.97890	0.96044	0.78165	0.79598	0.86628	0.83774	0.86076	0.81451	0.85057	0.90633
0.89491	0.89357	0.93621	0.94146	0.84756	0.97866	0.88482	0.81504	0.84035	0.90475	0.91463	0.90650	0.87439	0.88516	0.95833
0.84964	0.86201	0.92813	0.86425	0.68817	0.99462	0.82975	0.80968	0.72141	0.88710	0.81638	0.96344	0.78495	0.85569	0.98387
0.89459	0.90034	0.90909	0.93243	0.81351	0.97973	0.91892	0.80985	0.87477	0.90857	0.87838	0.90090	0.83459	0.92012	0.91802
0.85139	0.89861	0.86364	0.99802	0.82755	0.92708	0.96605	0.67535	0.87302	0.81436	0.86481	0.95040	0.80629	0.83738	0.96902
0.81786	0.90481	0.91148	0.76257	0.60452	0.99412	0.80490	0.80963	0.71699	0.89908	0.74622	0.72353	0.76397	0.85471	0.84064
0.88109	0.93979	0.88690	0.82999	0.84972	0.99258	0.95779	0.79720	0.79365	0.89490	0.88497	0.89374	0.83333	0.88628	0.95887
0.83498	0.93173	0.82444	0.76923	0.59639	0.93173	0.98494	0.84059	0.77943	0.85323	0.86988	0.81205	0.74527	0.84578	0.90361
0.81619	0.87890	0.76915	0.84270	0.71429	0.94007	0.93383	0.72378	0.76404	0.80863	0.83021	0.88764	0.72713	0.83633	0.91357
0.88062	0.96032	0.87169	0.78472	0.91865	0.98214	0.93723	0.80519	0.81151	0.88719	0.94218	0.88228	0.78446	0.90441	0.93421
0.90770	0.99157	0.92360	0.85480	0.81942	0.98876	0.94901	0.90603	0.82397	0.93182	0.91216	0.93820	0.86517	0.91584	0.93109
0.82591	0.91246	0.86485	0.75132	0.65226	0.95802	0.92346	0.77778	0.78875	0.86188	0.72575	0.80247	0.69383	0.87864	0.83951
0.79167	0.88034	0.87681	0.65278	0.41358	0.85764	0.97917	0.85227	0.69599	0.86659	0.83586	0.62963	0.69498	0.84896	0.81944
0.83872	0.93354	0.86451	0.78481	0.55063	0.95148	0.91230	0.71624	0.82334	0.84477	0.80018	0.94937	0.75886	0.84476	0.99842
0.88460	0.80366	0.93598	0.93360	0.79878	1.00000	0.94934	0.84257	0.84309	0.89277	0.86220	0.93570	0.78049	0.92717	0.93459
0.86423	0.91042	0.89135	0.87658	0.88889	0.98945	0.95253	0.67484	0.77939	0.88178	0.79747	0.97288	0.87201	0.83717	0.93963
0.81518	0.89560	0.82173	0.85897	0.69551	0.98718	0.90171	0.70673	0.80598	0.82730	0.73248	0.88462	0.75590	0.80865	0.96047
0.85527	0.81928	0.82444	0.91084	0.80000	0.90964	0.92570	0.82048	0.81864	0.84898	0.91196	0.89558	0.77528	0.87577	0.93866
0.81096	0.86979	0.89198	0.76894	0.59568	0.91667	0.86632	0.73864	0.72685	0.84563	0.80556	0.80754	0.73333	0.84464	0.82253
0.84429	0.86696	0.86037	0.97561	0.82470	1.00000	0.89939	0.72114	0.87683	0.82702	0.81620	0.93415	0.81851	0.82458	0.93715
0.82040	0.88265	0.89023	0.63708	0.78427	0.94607	0.89607	0.73034	0.82522	0.82705	0.80618	0.84457	0.76180	0.85682	0.81011
0.85185	0.88272	0.91281	0.84444	0.68981	0.93580	0.90809	0.79202	0.79158	0.88661	0.79630	0.87654	0.78318	0.86636	0.89174
0.86672	0.95875	0.90563	0.76250	0.76607	0.99250	0.95000	0.77604	0.84821	0.87409	0.86500	0.84688	0.80568	0.89803	0.87768
0.82425	0.82669	0.90615	0.79628	0.64699	0.98193	0.97323	0.64513	0.85207	0.83627	0.73565	0.91365	0.75043	0.85399	0.90602
0.84417	0.91852	0.85250	0.76646	0.77366	1.00000	0.84877	0.84336	0.77709	0.87103	0.84636	0.88536	0.76923	0.87511	0.89174
0.88262	0.88262	0.88734	0.71254	0.81153	0.99085	0.93445	0.95833	0.84604	0.90672	0.89199	0.79512	0.79390	0.91734	0.91289
0.84872	0.96520	0.83455	0.74242	0.77821	0.96410	0.94712	0.84813	0.71047	0.85140	0.95299	0.90000	0.77926	0.86523	0.93240
0.88210	0.86349	0.91419	0.93914	0.77500	0.95175	0.96930	0.77961	0.89035	0.87213	0.92105	0.84962	0.79180	0.89853	0.97932
0.84104	0.90476	0.90226	0.85065	0.72835	0.93506	0.90260	0.73526	0.82817	0.85814	0.87249	0.80375	0.79468	0.86364	0.83896
0.83759	0.99298	0.84751	0.77426	0.75281	0.93483	0.88624	0.78652	0.73783	0.86798	0.80025	0.89085	0.82135	0.81273	0.95787
0.88699	0.99335	0.88896	0.86750	0.71941	0.98936	0.94108	0.76241	0.89362	0.90175	0.91277	0.84913	0.78571	0.90815	0.92629
0.85675	0.86502	0.86318	0.81690	0.76312	0.98592	0.90767	0.84155	0.84359	0.87029	0.82864	0.90342	0.79170	0.87234	0.88820
0.83333	0.77381	0.83225	0.78463	0.91071	0.97381	0.90608	0.80397	0.80238	0.83557	0.80000	0.91964	0.73153	0.87514	0.96164
0.89548	0.92089	0.89203	0.75823	0.87917	1.00000	0.97107	0.88861	0.88776	0.87377	0.90380	0.99096	0.79392	0.94937	0.93924
0.85893	0.93889	0.90163	0.74028	0.73125	0.89375	0.95114	0.73125	0.73500	0.87317	0.86477	0.93281	0.80833	0.87617	0.97969
0.89579	0.96014	0.96990	0.88723	0.86866	0.92391	0.89239	0.77778	0.81431	0.91118	0.94022	0.90625	0.83804	0.91733	0.94022
0.79910	0.91139	0.87613	0.63834	0.64195	0.93671	0.85949	0.80915	0.72152	0.87379	0.73599	0.71941	0.72911	0.82188	0.85443
0.84880	0.94110	0.84859	0.83188	0.65006	0.99486	0.96918	0.77968	0.78425	0.88470	0.75495	0.82603	0.75581	0.88754	0.88258
0.80245	0.98529	0.80672	0.84183	0.69510	0.91092	0.81412	0.65134	0.79160	0.82715	0.78235	0.75948	0.74118	0.81987	0.85000
0.83561	0.90219	0.80380	0.91561	0.73924	0.94575	0.88788	0.79280	0.85232	0.84098	0.80470	0.83906	0.76582	0.84298	0.94937
0.85165	0.95528	0.94548	0.77642	0.85213	0.94817	0.89024	0.67398	0.75499	0.87023	0.86128	0.87805	0.75229	0.86369	0.93902
0.85344	0.84524	0.87153	0.89757	0.82465	0.98611	0.93561	0.73333	0.85218	0.84058	0.87616	0.93750	0.80114	0.85227	0.97361
0.86480	0.92880	0.81906	0.89241	0.89733	1.00000	0.89311	0.76130	0.89030	0.83791	0.90235	0.90597	0.73333	0.88204	0.98101
0.87637	0.90873	0.91541	0.80952	0.82262	0.85714	0.95578	0.82313	0.83754	0.86869	0.90833	0.99524	0.81250	0.89347	0.97817
0.87140	0.77778	0.93347	0.84601	0.78905	0.92961	0.93430	0.80525	0.83623	0.86848	0.85197	0.95389	0.82065	0.87449	0.95318
0.81926	0.81151	0.81878	0.90046	0.68561	1.00000	0.96759	0.70238	0.86497	0.81287	0.75347	0.82341	0.74306	0.81854	0.97500
0.87566	0.99036	0.88649	0.75301	0.79299	0.97418	0.95904	0.83735	0.85117	0.88232	0.92048	0.76506	0.83342	0.88168	0.93234
0.90616	0.97649	0.94937	0.86651	0.77215	0.96383	0.99297	0.81224	0.81736	0.93995	0.87215	0.92247	0.80854	0.92208	0.96655
0.89128	0.92500	0.90329	0.84643	0.76806	0.97500	0.95312	0.92768	0.83393	0.90863	0.86500	0.97344	0.82614	0.91339	0.93333
0.85761	0.96577	0.85644	0.72751	0.71164	0.99286	0.97344	0.82366	0.86905	0.87067	0.81270	0.85374	0.71537	0.92208	0.88420
0.83581	0.91444	0.89194	0.85294	0.72059	0.89216	0.81818	0.76552	0.71160	0.88055	0.88529	0.81471	0.74580	0.87968	0.88122
0.83238	0.81105	0.91047	0.82171	0.78964	0.98547	0.86628	0.69052	0.78659	0.81783	0.86846	0.90891	0.84517	0.81807	0.87674
0.82958	0.86966	0.85953	0.84615	0.73419	0.97115	0.89510	0.74458	0.85348	0.80196	0.88259	0.80303	0.80128	0.82536	0.89658
0.89619	0.88068	0.93371	0.90246	0.68831	0.90909	0.96686	0.89256	0.90260	0.90503	0.89432	0.89448	0.81217	0.93153	0.89899
0.83907	0.91738	0.84615	0.90513	0.70769	0.99145	0.89231	0.77106	0.83333	0.83048	0.94231	0.78775	0.78895	0.84249	0.98397
0.82021	0.82540	0.82602	0.81250	0.81151	0.99074	0.90909	0.70833	0.83333	0.82041	0.76215	0.86111	0.77083	0.83772	0.86742
0.84225	0.86747	0.93307	0.83993	0.74297	0.91165	0.89157	0.67377	0.82752	0.82105	0.82892	0.92651	0.79518	0.85753	0.86919
0.83853	0.89153	0.84307	0.85913	0.88244	0.67857	0.94728	0.73512	0.85969	0.82425	0.78175	0.97109	0.78938	0.83664	0.98810
0.82817	0.96111	0.89192	0.73778	0.73444	0.98889	0.88556	0.65926	0.72407	0.83366	0.92063	0.77160	0.74141	0.85694	0.91235
0.85208	0.84510	0.90217	0.93445	0.58471	0.88235	0.96176	0.85520	0.79294	0.88997	0.78739	0.85882	0.79752	0.84180	0.98182
0.82548	0.80606	0.86364	0.89899	0.71886	0.96970	0.85227	0.68298	0.79187	0.83788	0.80000	0.84573	0.71853	0.84738	0.95996
0.87334	0.84688	0.90234	0.90476	0.84375	0.99479	0.97321	0.77158	0.82188	0.90412	0.84259	0.80729	0.77431	0.90703	0.91288
