overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0-0.03TFx	0.03-0.05TFx	>0.05TFx
0.91812	0.99114	0.88397	0.93087	0.96745	0.97215	0.96548	0.81103	0.91139	0.89512	0.94093	0.97848	0.89314	0.96440	0.96893
0.92782	0.89246	0.92898	0.98171	0.92683	0.97561	0.99085	0.83259	0.92683	0.90447	0.96951	0.97967	0.89895	0.97358	0.99437
0.93340	0.93897	0.92638	0.93066	0.90141	0.98310	0.98005	0.89924	0.90141	0.93697	0.92254	0.96100	0.92670	0.93180	0.96100
0.91607	0.97835	0.87697	0.93407	0.96248		0.98593	0.77597	0.94589	0.87853	0.94589	0.97565	0.88628	0.95504	0.97103
0.91938	0.92647	0.91939	0.93971	0.91855	0.98235	0.98529	0.84139	0.93487	0.90486	0.92380	0.96078	0.90284	0.95261	0.94920
0.91110	0.94124	0.95183	0.95028	0.95610	0.97154	0.99512	0.68105	0.97967	0.85366	0.94425	0.98448	0.87732	0.98891	0.96667
0.89628	0.91786	0.93027	0.95238	0.80303	1.00000	0.98810	0.77480	0.86971	0.88655	0.95635	0.94388	0.87434	0.94597	0.98611
0.95455	0.99679	0.92308	0.98718	0.98077	1.00000	0.99359	0.91453	0.98504	0.93423	0.97319	1.00000	0.92949	0.98988	0.99466
0.87302	0.98958	0.90901	0.84524	0.79167	1.00000	0.98313	0.67738	0.89456	0.86496	0.81151	0.89524	0.83958	0.94147	0.91991
0.96334	0.95833	0.97129	0.98319	0.94485	1.00000	0.97500	0.93803	0.97479	0.95820	0.95466	0.98897	0.95098	0.98529	0.98797
0.90016	0.97396	0.86715	0.91667	0.92535	0.97500	0.98932	0.80994	0.87066	0.88556	0.95406	0.98380	0.85783	0.97656	0.97917
0.88871	0.92880	0.83418	0.91369	0.94304	1.00000	0.96300	0.77637	0.92857	0.84344	0.94008	0.91983	0.83875	0.97073	0.95443
0.92253	0.96190	0.93933	0.89750	0.88667	0.99111	0.97444	0.86462	0.88635	0.92305	0.93949	0.97500	0.90771	0.93667	0.95917
0.96593	0.98481	0.98101	0.98576	0.98159	1.00000	0.98172	0.87112	0.95841	0.95631	0.96343	0.99540	0.94908	1.00000	0.99525
0.93623	0.98208	0.93190	0.96416	0.91935	1.00000	0.97696	0.84543	0.90714	0.94396	0.92204	0.96595	0.92087	0.94758	0.98240
0.94488	0.97890	0.97022	0.99015	0.89060	0.98734	0.98442	0.82658	0.98064	0.93397	0.91139	0.97089	0.93249	0.94346	0.99513
0.89985	0.93676	0.91016	0.96000	0.70327	0.98824	0.98333	0.84525	0.89020	0.91638	0.88549	0.92235	0.89718	0.84549	0.97285
0.92135	0.91342	0.94256	0.98961	0.96458	0.99567	0.99001	0.75936	0.93048	0.89749	0.93680	0.99423	0.89652	0.96846	0.99675
0.93744	0.98590	0.92628	0.97564	0.94755	1.00000	0.99606	0.81460	0.93661	0.92500	0.92505	0.99430	0.93207	0.91209	0.99252
0.87980	0.96486	0.84932	0.86318	0.82282	0.95946	0.90909	0.85239	0.89479	0.88069	0.86351	0.87838	0.85824	0.94189	0.91996
0.91314	0.98936	0.93953	0.85035	0.96454	0.96809	0.98024	0.84397	0.84907	0.93071	0.92650	0.92766	0.90170	0.94592	0.92940
0.93021	0.99437	0.94768	0.95728	0.88101	0.99638	0.99051	0.77975	0.90207	0.94118	0.89557	0.98172	0.92455	0.90464	0.99747
0.92042	0.95169	0.89825	0.97303	0.93820	0.96348	0.94522	0.84443	0.90262	0.89797	0.96255	0.96323	0.89326	0.97673	0.98377
0.90483	0.96062	0.87004	0.89679	0.94822	0.96203	0.97566	0.80854	0.90657	0.88931	0.90717	0.96203	0.87316	0.95148	0.96203
0.92555	0.96273	0.89565	0.95471	0.97971	0.99034	0.98696	0.84251	0.93064	0.90491	0.94203	0.98873	0.90480	0.96522	0.98068
0.92606	0.95349	0.95349	0.87694	0.91121	1.00000	0.95090	0.85729	0.87597	0.93972	0.94041	0.98837	0.91771	0.89244	0.98588
0.91383	0.97949	0.91084	0.86410	0.89573	1.00000	0.94391	0.89423	0.91880	0.91441	0.87949	0.93864	0.89615	0.95812	0.92949
0.94574	0.94753	0.92710	0.99451	0.95679	1.00000	0.97778	0.88477	0.96605	0.93525	0.94239	0.97805	0.92859	0.97145	0.99726
0.92798	0.96835	0.90111	0.96926	0.94822	0.97830	0.97890	0.80802	0.92405	0.90759	0.98312	0.96203	0.89712	0.97371	0.98915
0.92606	0.97390	0.93895	0.95788	0.85989	0.97802	0.99725	0.85165	0.88255	0.94073	0.92151	0.96546	0.90305	0.95055	0.99756
0.93646	0.96053	0.93734	0.95029	0.91667	0.99561	0.96930	0.85526	0.90643	0.93543	0.97488	0.97697	0.92254	0.97544	0.95559
0.92691	0.96300	0.92923	0.98312	0.85918	0.97890	0.97609	0.85406	0.89030	0.92529	0.95841	0.97468	0.91181	0.96709	0.96062
0.96106	0.98593	0.95635	0.97450	0.90000	0.99390	0.99024	0.93979	0.90625	0.96286	0.98476	0.99512	0.94743	0.98374	0.99106
0.91864	0.95735	0.95722	0.91412	0.86029	0.98824	0.98824	0.70735	0.87353	0.91328	0.95294	0.97059	0.90612	0.91444	0.98588
0.90174	0.95971	0.92308	0.91484	0.89133	0.99725	0.99231	0.73542	0.87019	0.90179	0.88012	0.97527	0.88700	0.88926	0.98571
0.94466	0.96104	0.93434	0.96364	0.90000	0.99675	0.99026	0.90584	0.88076	0.95318	0.94481	0.99443	0.93211	0.94968	0.99711
0.95045	0.97293	0.92521	0.93393	0.95584	0.99038	0.97970	0.93269	0.96450	0.94006	0.95421	0.96474	0.93473	0.98265	0.96154
0.91651	0.99524	0.92078	0.91429	0.88469	0.99048	0.98810	0.81429	0.86842	0.92019	0.93736	0.95857	0.88648	0.96429	0.97000
0.87873	0.94512	0.89106	0.89566	0.78799	1.00000	0.96707	0.81969	0.79133	0.88464	0.88763	0.90798	0.85285	0.92402	0.91986
0.95087	0.97820	0.95792	0.98547	0.93560	0.99535	0.98159	0.87120	0.88566	0.97951	0.93355	0.97965	0.94539	0.93937	0.99767
0.84260	0.95750	0.77875	0.68295	0.94861	1.00000	0.89821	0.87813	0.82614	0.81619	0.90500	0.89306	0.79828	0.92885	0.93750
0.92537	0.96276	0.90142	0.98260	0.91738	0.99598	0.98623	0.84986	0.95838	0.90189	0.93574	0.99656	0.90136	0.96386	0.98293
0.92594	0.99519	0.92552	0.98718	0.85684	0.99634	1.00000	0.84158	0.89316	0.92725	0.91223	0.99038	0.90235	0.93132	0.99487
0.82256	0.92424	0.82254	0.62436	0.74825	0.98077	0.90018	0.85737	0.75214	0.87029	0.84066	0.75427	0.80272	0.89530	0.82967
0.89535	0.96948	0.88304	0.87375	0.93256	1.00000	0.96512	0.76163	0.83721	0.89317	0.97342	0.93895	0.87101	0.94574	0.94477
0.96193	0.98942	0.97891	0.95062	0.98878	0.98942	0.99074	0.80247	0.92455	0.96526	0.98101	0.99295	0.95062	0.97068	0.99905
0.91834	0.98386	0.87364	0.92945	0.92284	0.97119	0.97840	0.81671	0.86831	0.92116	0.94691	0.96173	0.89215	0.96373	0.96561
0.93404	0.93912	0.91616	0.89530	0.95034	1.00000	0.98141	0.91781	0.92759	0.92955	0.92661	0.96195	0.92719	0.92368	0.97366
0.94636	0.97323	0.91245	0.96605	0.94277	1.00000	0.98695	0.89595	0.94578	0.93129	0.96867	0.98795	0.92817	0.99518	0.98795
0.96452	0.96364	0.96591	0.96801	0.97934	0.99351	0.98864	0.91450	0.92929	0.96681	0.98160	0.98918	0.95314	0.98718	0.99116
0.92532	0.97368	0.92032	0.84211	0.91447	0.99561	0.96890	0.86184	0.89681	0.92496	0.93927	0.96272	0.91711	0.92260	0.97105
0.89500	0.94219	0.87566	0.84464	0.85500	0.93750	0.96953	0.84028	0.90089	0.87969	0.89083	0.96250	0.88112	0.87404	0.98750
0.92487	0.91964	0.88052	0.94416	0.95844	0.99714	0.97473	0.86000	0.90752	0.92075	0.92597	0.97551	0.90604	0.93613	0.99048
0.91337	0.98192	0.88608	0.97814	0.91139	0.99367	0.98207	0.77020	0.92563	0.88713	0.92658	0.96835	0.89161	0.91614	0.99026
0.89311	0.88622	0.88051	0.94302	0.91827	0.99573	0.98718	0.77778	0.90138	0.87589	0.88462	0.95192	0.87094	0.94471	0.94359
0.89623	0.94244	0.87571	0.96921	0.89056	0.98795	0.97751	0.71185	0.84125	0.88523	0.95080	0.94578	0.86287	0.95984	0.97868
0.92615	0.96853	0.91809	0.91223	0.96581	1.00000	0.97650	0.82585	0.94551	0.91383	0.90443	0.98397	0.90897	0.97436	0.94289
0.93889	0.97711	0.91450	0.99405	0.95685	0.99830	0.99206	0.80595	0.98469	0.90393	0.97857	0.99660	0.92460	0.95996	0.97711
0.86899	0.97329	0.86538	0.72692	0.83205	0.96923	0.94755	0.81262	0.82321	0.89827	0.76726	0.95833	0.86693	0.82504	0.94124
0.93992	0.98397	0.93162	0.97035	0.91154	1.00000	0.98860	0.85165	0.87660	0.94537	0.95455	0.98205	0.91764	0.98034	0.99893
0.92924	0.94837	0.92387	0.93056	0.90123	0.99691	0.99012	0.88215	0.92593	0.93519	0.83422	0.96914	0.91865	0.91975	0.97634
0.92222	0.95568	0.90272	0.87917	0.89861	0.99062	0.98000	0.87625	0.92917	0.92312	0.88167	0.95694	0.91705	0.92656	0.94375
0.91628	0.98052	0.92262	0.93608	0.90909	0.99053	0.97869	0.73611	0.90246	0.90152	0.90833	0.98359	0.90909	0.89621	0.99432
0.84037	0.94937	0.81534	0.64212	0.69462	0.97890	0.89557	0.91851	0.74684	0.89549	0.86766	0.73136	0.84314	0.82199	0.85570
0.95050	0.94235	0.97467	0.98902	0.99543	0.99390	0.98103	0.82825	0.94235	0.93276	0.98780	0.98509	0.92370	0.98278	0.99187
0.92796	0.96416	0.92303	0.94355	0.94146	0.99462	0.97670	0.84839	0.84751	0.93548	0.94706	0.99570	0.91679	0.93280	0.99642
0.93450	0.95355	0.94902	0.93919	0.96486	0.98649	0.98986	0.80598	0.92613	0.92524	0.95218	0.96396	0.91819	0.96525	0.96667
0.92448	0.94861	0.92298	1.00000	0.88426	0.99653	0.99383	0.85156	0.92460	0.91565	0.90000	0.99802	0.92409	0.86265	0.96902
0.93324	0.96257	0.93277	0.92193	0.89412	1.00000	0.98137	0.88556	0.88105	0.94248	0.95798	0.96176	0.91846	0.96050	0.97647
0.91786	0.97166	0.91396	0.96576	0.90909	0.99629	0.99351	0.77822	0.77201	0.91513	0.96846	0.98347	0.89221	0.94372	0.99242
0.79080	0.81526	0.81670	0.68119	0.47390	0.99398	0.99398	0.78869	0.70065	0.82913	0.79518	0.77711	0.78629	0.76506	0.83233
0.79424	0.95256	0.80286	0.71997	0.54093	0.99625	0.92010	0.75094	0.75713	0.82530	0.78527	0.75792	0.74515	0.98716	0.85653
0.89385	0.94048	0.86706	0.82242	0.98016	0.96429	0.95130	0.83442	0.82837	0.90108	0.93707	0.89550	0.86353	0.91865	0.94361
0.94623	0.97753	0.94831	0.94814	0.90690	1.00000	0.99136	0.88968	0.92697	0.94025	0.97038	0.97528	0.92556	0.96950	0.97978
0.92811	0.96184	0.95712	0.93651	0.84465	0.98519	0.99012	0.86914	0.88477	0.94522	0.87743	0.95767	0.91101	0.94802	0.96502
0.80950	0.89957	0.87742	0.56667	0.58951	1.00000	1.00000	0.82323	0.76157	0.86038	0.80808	0.63657	0.79167	0.83333	0.89931
0.85576	0.97152	0.84107	0.84304	0.71519	0.93038	0.96022	0.70992	0.88498	0.82978	0.82550	0.97890	0.81786	0.91139	0.97943
0.93538	0.98049	0.95020	0.96070	0.89634	1.00000	0.98218	0.82594	0.89431	0.92473	0.95732	0.99113	0.90767	0.97213	0.99446
0.91290	0.95716	0.92458	0.90348	0.99719	0.99578	0.99684	0.74367	0.84991	0.92023	0.89030	1.00000	0.89127	0.95190	0.96105
0.81951	1.00000	0.79304	0.77724	0.51282	1.00000	0.93248	0.82131	0.86154	0.84351	0.84701	0.67201	0.83555	0.68442	0.89637
0.88043	0.92905	0.85714	0.87831	0.79398	0.97590	0.97992	0.78554	0.85352	0.88204	0.91381	0.95984	0.86611	0.89157	0.93428
0.93538	0.96007	0.93750	0.84848	0.92593	0.98611	0.98785	0.93687	0.90648	0.94365	0.91171	0.99405	0.92642	0.97569	0.91049
0.93425	0.90466	0.93659	0.99085	0.94055	1.00000	0.98171	0.89593	0.97805	0.91849	0.92073	0.97805	0.91723	0.94038	0.99156
0.93086	0.95630	0.92221	0.91573	0.95506	0.98876	0.97566	0.84780	0.94444	0.90650	0.93727	0.97940	0.92010	0.96629	0.94382
0.94024	0.95833	0.95525	0.99259	0.85802	0.95556	0.98354	0.88509	0.92956	0.92950	0.97068	0.99794	0.91824	0.98878	0.97531
0.85000	0.94875	0.85813	0.71042	0.79821	0.93500	0.96964	0.80625	0.81964	0.86860	0.83500	0.80781	0.83681	0.90625	0.87679
0.87274	0.95459	0.90932	0.90800	0.79759	0.99799	0.98394	0.57503	0.82262	0.88261	0.87668	0.94779	0.85910	0.84995	0.97831
0.93104	0.96173	0.90903	0.94033	0.89575	1.00000	0.98148	0.89583	0.89369	0.93670	0.93004	0.98060	0.91358	0.94376	0.98196
0.94597	0.92530	0.93089	0.94599	0.92572	1.00000	0.97866	0.96037	0.94512	0.94661	0.94077	0.95854	0.93539	0.97561	0.94077
0.92103	0.98352	0.90842	0.90326	0.87949	0.99744	0.97436	0.89250	0.84081	0.92861	0.95620	0.97692	0.90459	0.92949	0.98951
0.94079	0.96053	0.94451	0.97862	0.91974	0.99561	0.98136	0.85855	0.94152	0.92578	0.97697	0.96053	0.92198	0.99781	0.99624
0.92762	0.95022	0.91729	0.97273	0.97186	0.97922	0.98961	0.78921	0.90709	0.90210	0.97521	0.98846	0.90618	0.97727	0.95325
0.90997	0.99860	0.89192	0.83963	0.90730	0.97753	0.97893	0.87547	0.84644	0.91726	0.90387	0.98234	0.90521	0.88315	0.95412
0.90549	0.98936	0.86237	0.86847	0.90824	0.96505	0.94763	0.81206	0.90426	0.90144	0.84255	0.93133	0.88590	0.90142	0.96581
0.93576	0.96362	0.91415	0.96338	0.91549	0.99296	0.98748	0.86854	0.93328	0.93416	0.90376	0.99799	0.92958	0.89537	0.99120
0.91784	0.93878	0.92100	0.86688	0.94345	0.98333	0.96561	0.86825	0.86508	0.92312	0.92500	0.97619	0.90846	0.91922	0.97619
0.95997	0.96835	0.97543	0.99241	0.90219	1.00000	1.00000	0.88608	0.94937	0.94374	0.99241	0.99096	0.94962	0.99513	0.96709
0.94179	0.95139	0.95543	0.93333	0.81875	0.97812	0.98636	0.91406	0.85875	0.95122	0.95568	0.97813	0.93396	0.94583	0.98906
0.95928	0.95833	0.98495	0.98234	0.97283	0.96087	0.98587	0.85386	0.91033	0.96273	0.98777	0.98913	0.95217	0.98234	0.97283
0.87233	0.91614	0.88608	0.87523	0.82098	0.98312	0.97722	0.76826	0.82821	0.87714	0.85353	0.95148	0.87471	0.85005	0.89399
0.94264	0.98493	0.92574	0.97260	0.92777	1.00000	0.99658	0.84132	0.87329	0.95177	0.93455	0.98356	0.91888	0.98265	0.98630
0.86716	0.95588	0.82269	0.78693	0.93922	0.96303	0.92118	0.72406	0.86555	0.85008	0.91912	0.86797	0.84245	0.97195	0.85441
0.91951	0.95397	0.90014	0.97679	0.93797	0.99277	0.99096	0.83678	0.94937	0.89794	0.94123	0.98553	0.89616	0.94937	0.99473
0.91831	0.99187	0.92898	0.93225	0.94207	0.98476	0.97561	0.78130	0.82262	0.91839	0.97180	0.94599	0.88707	0.99224	0.98069
0.91192	0.93452	0.88773	0.97743	0.96007	1.00000	0.98864	0.80556	0.91369	0.89674	0.94444	0.98264	0.88221	0.97024	0.98472
0.93003	0.93513	0.92107	0.94620	0.85091	0.99789	0.96062	0.92586	0.93530	0.93208	0.96203	0.90054	0.91404	0.93538	0.98861
0.94322	0.97619	0.93985	0.98512	0.93929	0.97024	0.98129	0.89456	0.95518	0.92893	0.94286	0.99762	0.92951	0.99256	0.99405
0.94569	0.97424	0.96904	0.99819	0.82931	0.98965	0.98551	0.87681	0.92174	0.94384	0.95238	0.99209	0.94153	0.94293	0.96767
0.91923	0.98413	0.89683	0.97917	0.93561	1.00000	0.98958	0.79266	0.94367	0.89730	0.90394	0.99008	0.89554	0.93750	1.00000
0.94410	0.96386	0.95054	0.95181	0.97371	0.98623	0.98795	0.84423	0.94401	0.93247	0.98072	0.96386	0.92795	0.97390	0.97868
0.91055	0.98915	0.93734	0.81473	0.77215	0.98192	0.97890	0.89979	0.85624	0.93318	0.91392	0.87975	0.89451	0.96300	0.91682
0.95625	0.95375	0.96776	0.97768	0.89861	1.00000	0.97813	0.93929	0.96786	0.95536	0.91000	0.98750	0.94872	0.95083	0.99375
0.84586	0.96726	0.86204	0.63360	0.63228	0.98333	0.98077	0.85491	0.84957	0.89881	0.79206	0.62245	0.81293	0.95238	0.82792
0.93720	0.97460	0.93670	0.99412	0.97549	0.97059	0.98128	0.83170	0.90523	0.93007	0.98676	0.98529	0.91426	0.99095	0.98756
0.91906	0.94913	0.93430	0.97804	0.85412	1.00000	0.96318	0.82558	0.84473	0.93443	0.93096	0.99031	0.90592	0.93023	0.97791
0.92886	0.93803	0.92475	0.94872	0.90171	1.00000	0.97786	0.88067	0.92491	0.91296	0.93117	0.98485	0.91712	0.93007	0.97179
0.94549	0.97500	0.94571	0.97443	0.95292	0.97727	0.98106	0.83161	0.96672	0.92830	0.96023	0.97890	0.91596	0.99213	0.98232
0.92173	0.97721	0.91590	0.98077	0.96154	1.00000	0.96923	0.79212	0.90927	0.90370	0.98878	0.96581	0.90028	0.95971	1.00000
0.84893	0.88294	0.84430	0.74722	0.86508	0.98148	0.94823	0.78981	0.83681	0.86499	0.76042	0.88426	0.84668	0.85985	0.84848
0.90072	0.87263	0.90361	0.97246	0.78715	1.00000	0.94903	0.80816	0.87318	0.88271	0.92530	0.97590	0.86673	0.95281	0.97504
0.90778	0.94180	0.92911	0.91667	0.90327	0.98214	0.95578	0.82217	0.90646	0.90069	0.88492	0.98810	0.87791	0.95873	0.97884
0.89546	0.98472	0.93333	0.88222	0.77667	1.00000	0.97444	0.75926	0.82315	0.91536	0.94841	0.88642	0.89412	0.85960	0.94691
0.95138	0.95294	0.96780	0.99160	0.83059	0.99118	0.99412	0.95566	0.92941	0.95779	0.92521	0.98693	0.93529	0.96078	1.00000
0.89375	0.95152	0.87790	0.96212	0.82997	0.98106	0.96717	0.72960	0.84290	0.88485	0.92727	0.97383	0.86591	0.94805	0.98593
0.93463	0.97917	0.92448	0.92708	0.99479	1.00000	0.99702	0.82068	0.86771	0.94034	0.94444	0.98438	0.90862	0.99851	0.95739
