overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0-0.03TFx	0.03-0.05TFx	>0.05TFx
0.86563	0.91573	0.82584	0.90787	0.87079	0.93258	0.87219	0.82109	0.84551	0.84907	0.86704	0.93156	0.81978	0.96388	0.96754
0.85967	0.92827	0.85570	0.79455	0.88493	0.86920	0.90068	0.81646	0.83665	0.86400	0.88397	0.86962	0.83342	0.90084	0.90360
0.90391	0.84265	0.89638	0.85326	0.95072	0.99034	0.97246	0.87536	0.90580	0.88229	0.91848	0.97585	0.89628	0.86522	0.96860
0.88894	0.91528	0.95349	0.80329	0.83404	0.99502	0.93411	0.81712	0.83656	0.90942	0.87791	0.96279	0.86382	0.89535	0.97674
0.88705	0.92308	0.90152	0.85128	0.85128	0.98718	0.83494	0.92201	0.87179	0.90159	0.85214	0.89469	0.86282	0.93932	0.91758
0.88142	0.90123	0.88125	0.83951	0.88169	0.98765	0.90370	0.84568	0.82562	0.88395	0.88374	0.91221	0.87025	0.89506	0.92044
0.89685	0.93987	0.90823	0.88608	0.88147	0.92224	0.95253	0.79430	0.85172	0.89715	0.94796	0.91266	0.86453	0.94352	0.96203
0.86185	0.82830	0.84188	0.86813	0.79121	0.99267	0.98901	0.83150	0.85302	0.86314	0.83359	0.93250	0.82247	0.90522	0.98168
0.87483	0.86184	0.91855	0.78947	0.78838	0.98684	0.94737	0.86696	0.83991	0.88831	0.85407	0.94408	0.85427	0.94474	0.87993
0.86272	0.88121	0.84638	0.86920	0.81171	0.91139	0.95359	0.82502	0.84641	0.86473	0.83725	0.98734	0.84895	0.89114	0.90717
0.86904	0.87054	0.91463	0.84257	0.79756	0.92073	0.92033	0.81555	0.83232	0.87001	0.84985	0.92805	0.83915	0.93252	0.92114
0.86197	0.87941	0.93102	0.82588	0.78676	0.98529	0.85989	0.71618	0.78824	0.89176	0.89412	0.85176	0.83482	0.89626	0.96000
0.90062	0.99634	0.86126	0.85440	0.87057	0.98352	0.93846	0.87743	0.87706	0.90865	0.88711	0.96429	0.89083	0.89434	0.95385
0.87672	0.87721	0.90332	0.80909	0.82727	0.96753	0.96429	0.82955	0.84416	0.89269	0.80736	0.96475	0.85921	0.87094	0.97258
0.89969	0.88746	0.87393	0.85207	0.86325	0.99038	0.93803	0.97436	0.88462	0.90159	0.89194	0.93429	0.86509	0.96456	0.93195
0.87587	0.96190	0.90455	0.81818	0.79082	0.96667	0.95833	0.80625	0.86316	0.89627	0.81429	0.90429	0.85000	0.92024	0.91429
0.86026	0.90122	0.87886	0.90244	0.76829	0.98780	0.95854	0.79007	0.77913	0.84542	0.85714	0.97228	0.81409	0.91932	0.95383
0.89491	0.95494	0.89535	0.91860	0.85689	0.98605	0.88081	0.85868	0.86434	0.93688	0.82890	0.81105	0.88351	0.88123	0.97791
0.82270	0.88750	0.79250	0.83977	0.84583	0.95000	0.88214	0.75547	0.84205	0.80114	0.83875	0.90139	0.78505	0.91923	0.87813
0.86446	0.86199	0.86583	0.91566	0.86919	0.97992	0.86231	0.80074	0.92552	0.84710	0.84438	0.90706	0.83434	0.89056	0.95884
0.88276	0.94551	0.87179	0.80000	0.81624	0.95788	0.96296	0.86081	0.82158	0.89237	0.84714	0.98077	0.84970	0.90659	0.96410
0.85504	0.80536	0.89204	0.88077	0.75641	0.98718	0.94780	0.74359	0.80684	0.85407	0.83425	0.94231	0.81162	0.91346	0.95696
0.86755	0.90552	0.82353	0.91694	0.88140	0.98256	0.95243	0.75388	0.86919	0.82740	0.96678	0.95349	0.83072	0.94574	0.94089
0.89844	0.93298	0.97377	0.75926	0.82155	0.96649	0.96991	0.73937	0.77229	0.92937	0.96296	0.92416	0.88889	0.88889	0.95062
0.89528	0.96486	0.85911	0.88183	0.93981	0.93210	0.95165	0.79107	0.85802	0.89450	0.90617	0.94815	0.87328	0.93673	0.93122
0.87976	0.87519	0.89151	0.81800	0.80479	1.00000	0.92172	0.90020	0.88748	0.89008	0.83366	0.87671	0.85946	0.89237	0.95047
0.88117	0.86212	0.84177	0.88280	0.86647	0.98795	0.91867	0.89485	0.89558	0.87431	0.88313	0.86059	0.84430	0.99639	0.95071
0.88128	0.90758	0.84754	0.79966	0.84986	0.99134	0.94571	0.86797	0.82020	0.89466	0.88745	0.92424	0.84428	0.95804	0.96465
0.86107	0.87610	0.87061	0.72807	0.85965	0.94956	0.92344	0.79825	0.85873	0.86629	0.85931	0.84211	0.84342	0.89241	0.89605
0.82821	0.81094	0.86184	0.81964	0.76625	0.77500	0.82812	0.85417	0.83393	0.84062	0.81750	0.78750	0.81383	0.79712	0.93625
0.84427	0.83214	0.82857	0.83506	0.82338	0.97429	0.88022	0.79571	0.78120	0.85578	0.83377	0.93469	0.82665	0.81765	0.95833
0.89660	0.94756	0.87405	0.92750	0.85232	0.99367	0.96308	0.80915	0.94066	0.88291	0.84895	0.94684	0.87790	0.89399	0.96884
0.89416	0.82212	0.89436	0.96866	0.88462	0.98718	0.95256	0.84017	0.88659	0.88052	0.89546	0.94551	0.86987	0.93910	0.96795
0.85708	0.81928	0.86367	0.97055	0.80321	0.98795	0.89880	0.74799	0.82849	0.83164	0.90964	0.91365	0.82103	0.92771	0.94439
0.89179	0.89510	0.90598	0.90434	0.80983	0.99359	0.93803	0.82265	0.90064	0.89177	0.81585	0.96955	0.86615	0.95971	0.92191
0.89429	0.88645	0.86580	0.94048	0.94048	0.98639	0.94180	0.79524	0.94218	0.85105	0.94762	0.97959	0.87185	0.93939	0.94414
0.85323	0.91453	0.84714	0.83205	0.75000	0.90513	0.90443	0.84122	0.82794	0.88043	0.75937	0.95032	0.84461	0.82655	0.93269
0.86717	0.82692	0.83028	0.88542	0.85385	0.97436	0.95869	0.85440	0.83173	0.86176	0.85082	0.93846	0.82290	0.94103	0.99252
0.83379	0.84736	0.85597	0.72531	0.75583	0.97531	0.93827	0.81257	0.74211	0.86636	0.70723	0.88889	0.82273	0.81404	0.89609
0.88333	0.91364	0.88478	0.85694	0.85139	0.95312	0.86333	0.90125	0.84083	0.90563	0.84500	0.89722	0.85795	0.92656	0.95375
0.86664	0.95617	0.83929	0.85938	0.78283	0.98674	0.93182	0.81313	0.84470	0.87538	0.85530	0.95581	0.86667	0.83864	0.91903
0.84596	0.86456	0.83246	0.75604	0.84494	0.97046	0.90981	0.82278	0.77066	0.86368	0.85961	0.88748	0.81857	0.87816	0.93418
0.89742	0.86807	0.91745	0.90976	0.91006	0.99085	0.96883	0.79065	0.92129	0.88629	0.84959	0.94309	0.85585	0.97561	0.92175
0.84713	0.80824	0.88625	0.89113	0.70968	0.94086	0.92115	0.82151	0.81036	0.86093	0.77916	0.99140	0.80978	0.90502	0.99283
0.86471	0.89780	0.86425	0.87703	0.81622	0.96847	0.89302	0.76737	0.85856	0.87435	0.83056	0.86637	0.82529	0.92471	0.95586
0.85260	0.92361	0.83081	0.99206	0.84028	0.83681	0.96451	0.72743	0.86210	0.82588	0.83056	0.99802	0.83285	0.79012	0.98397
0.83515	0.93797	0.84986	0.82674	0.69955	0.99412	0.82843	0.82246	0.78562	0.87843	0.78824	0.82059	0.80892	0.88235	0.91337
0.89020	0.90555	0.86851	0.86541	0.96289	0.98701	0.98052	0.81918	0.77778	0.87436	0.93506	0.98701	0.86545	0.90909	0.96970
0.87240	0.94177	0.86231	0.92864	0.75301	0.97791	0.92018	0.77201	0.86376	0.84775	0.90602	0.93133	0.85686	0.84036	0.95884
0.84428	0.92260	0.84270	0.85566	0.75602	1.00000	0.87516	0.76404	0.80640	0.83291	0.88514	0.88764	0.80337	0.97592	0.91184
0.90939	0.86905	0.90542	0.86210	0.96825	0.96726	0.95779	0.86688	0.86111	0.90505	0.96769	0.93783	0.88037	0.92659	0.96115
0.89112	0.97472	0.87135	0.85048	0.85955	0.90730	0.95333	0.86517	0.84395	0.90194	0.89275	0.91573	0.85955	0.93579	0.92959
0.86357	0.85971	0.87784	0.88007	0.75412	0.86914	0.92593	0.88477	0.79973	0.89300	0.79101	0.86949	0.82330	0.92528	0.92695
0.85398	0.85043	0.88104	0.76944	0.72685	0.94444	0.97917	0.90404	0.77083	0.88999	0.82323	0.91667	0.82551	0.91414	0.96701
0.85998	0.93038	0.85560	0.87468	0.64873	0.96414	0.93580	0.74051	0.88663	0.83378	0.86076	0.92194	0.82747	0.89740	0.99051
0.85257	0.86463	0.89126	0.83198	0.70732	1.00000	0.90994	0.85366	0.83740	0.87174	0.72317	0.93237	0.81156	0.89024	0.96120
0.85096	0.84129	0.86076	0.92563	0.91561	0.97679	0.95411	0.67168	0.80922	0.84906	0.81857	0.97830	0.80583	0.92405	0.96105
0.87179	0.99817	0.81380	0.92308	0.92949	1.00000	0.92222	0.77484	0.89145	0.83107	0.88376	0.93697	0.84689	0.87870	0.97222
0.82050	0.75770	0.85198	0.89639	0.71205	0.94980	0.86647	0.69277	0.79835	0.80947	0.87952	0.97189	0.78700	0.87631	0.90581
0.86246	0.81424	0.89043	0.79924	0.80864	0.93750	0.93229	0.85480	0.85833	0.84167	0.85813	0.97024	0.83363	0.93490	0.88426
0.87310	0.90355	0.90488	0.93598	0.76220	0.99187	0.89939	0.81301	0.91829	0.86457	0.85017	0.91707	0.86015	0.84553	0.93902
0.85653	0.85893	0.81158	0.79326	0.95730	0.93034	0.91386	0.82329	0.85081	0.83427	0.86049	0.95880	0.82047	0.92921	0.94607
0.90732	0.92593	0.92824	0.92963	0.86420	0.93827	0.96571	0.82716	0.89542	0.89279	0.94290	0.98560	0.87846	0.96521	0.95821
0.90169	0.97250	0.89750	0.88958	0.88571	0.99500	0.86071	0.84792	0.91607	0.89543	0.93250	0.85781	0.87338	0.98333	0.97589
0.86401	0.81742	0.92200	0.90581	0.81446	0.99598	0.97590	0.64622	0.85743	0.84554	0.86534	1.00000	0.83235	0.91457	0.99518
0.88633	0.90247	0.85510	0.80453	0.86145	1.00000	0.98148	0.88889	0.84911	0.88258	0.89163	0.98765	0.86662	0.92661	0.90788
0.90837	0.88110	0.89547	0.85889	0.89468	0.98476	0.94512	0.93394	0.89024	0.92551	0.86585	0.95854	0.89232	0.95122	0.90592
0.89761	0.85897	0.88889	0.86480	0.90641	0.96154	0.93590	0.90533	0.82051	0.89452	0.94979	0.95897	0.87426	0.92842	0.97436
0.87500	0.81579	0.90618	0.95724	0.92632	0.99123	0.88487	0.71820	0.89035	0.83974	0.92763	0.94173	0.84026	0.98465	0.96992
0.82944	0.96537	0.79973	0.89221	0.86797	0.79740	0.84935	0.72328	0.86314	0.79754	0.83825	0.87734	0.78744	0.91721	0.89481
0.87655	0.99579	0.87319	0.79980	0.84270	0.95506	0.98034	0.80524	0.80075	0.88815	0.85393	0.97753	0.85884	0.87079	0.96255
0.91551	0.99335	0.91024	0.85203	0.87899	0.98784	0.95663	0.81738	0.87735	0.93273	0.89362	0.91973	0.90160	0.90142	0.97036
0.89763	0.91549	0.91147	0.93521	0.85659	0.94366	0.88889	0.83685	0.89177	0.90075	0.90258	0.90141	0.89003	0.87223	0.94454
0.87566	0.86480	0.84686	0.85498	0.82143	0.97857	0.89153	0.90556	0.88254	0.87326	0.82262	0.94345	0.86802	0.87840	0.92063
0.88248	0.71677	0.85629	0.90886	0.85846	0.96835	0.94123	0.94304	0.87004	0.87201	0.86160	0.99096	0.84686	0.96787	0.95316
0.87589	0.89444	0.89946	0.77083	0.83542	0.93750	0.88864	0.88750	0.77375	0.90610	0.83864	0.90000	0.85660	0.91806	0.95625
0.86836	0.79167	0.91806	0.89266	0.90670	0.93478	0.91196	0.68961	0.83605	0.85435	0.95380	0.89266	0.83768	0.95788	0.93478
0.87830	0.96677	0.83725	0.85533	0.82188	0.95781	0.93165	0.87244	0.87432	0.89092	0.83544	0.92194	0.88039	0.84323	0.92247
0.89897	0.92055	0.89618	0.90909	0.79203	0.97603	0.96233	0.87215	0.83219	0.91895	0.79756	0.96849	0.86570	0.95434	0.96086
0.85458	0.99412	0.82773	0.82614	0.87157	0.97479	0.88471	0.67487	0.87311	0.83650	0.88676	0.85359	0.82376	0.94389	0.90588
0.85248	0.85961	0.81294	0.91772	0.81013	0.95479	0.91139	0.82811	0.87482	0.84283	0.81193	0.97107	0.81599	0.88819	0.98101
0.87504	0.93496	0.88953	0.84959	0.89329	0.96037	0.95233	0.74878	0.74501	0.88055	0.91311	0.96167	0.83512	0.98559	0.94004
0.86714	0.83929	0.86921	0.93403	0.90972	0.93056	0.94444	0.74907	0.90972	0.84330	0.87384	0.97222	0.83253	0.93849	0.94722
0.87307	0.92563	0.82204	0.89082	0.93249	0.98312	0.86779	0.80380	0.92827	0.84810	0.92315	0.83544	0.82396	0.94537	0.94684
0.85641	0.76455	0.93734	0.73810	0.86071	0.78571	0.95748	0.79592	0.85084	0.82900	0.90476	0.95952	0.83357	0.97173	0.89683
0.90371	0.90177	0.93676	0.93841	0.87762	0.93789	0.95072	0.79167	0.93188	0.87101	0.90373	0.95652	0.88031	0.94203	0.96098
0.85490	0.89087	0.84259	0.93519	0.70707	0.97500	0.96065	0.80357	0.90818	0.85490	0.73380	0.92063	0.83536	0.83873	0.97778
0.85189	0.92530	0.84401	0.77259	0.95509	0.90189	0.86265	0.75731	0.84125	0.85010	0.81566	0.96988	0.82265	0.91767	0.90361
0.89738	0.93128	0.90253	0.90909	0.88449	0.85533	0.91421	0.87025	0.79566	0.91816	0.92532	0.92880	0.87395	0.94450	0.93400
0.91316	0.82250	0.94737	0.92500	0.88611	0.94375	0.92031	0.92857	0.89107	0.91042	0.89125	0.97656	0.88648	0.94083	0.98750
0.89518	0.98065	0.85784	0.87169	0.85450	1.00000	0.96337	0.84003	0.91883	0.87906	0.89762	0.95408	0.85423	0.98599	0.93723
0.88149	0.92112	0.90857	0.88382	0.94281	0.91667	0.83824	0.81127	0.82761	0.88625	0.94118	0.84706	0.84098	0.98643	0.96041
0.83570	0.82703	0.80058	0.84755	0.86575	0.95349	0.86047	0.80233	0.81532	0.82946	0.83285	0.88566	0.80655	0.92829	0.88488
0.86695	0.90385	0.89298	0.85043	0.80000	0.98718	0.89161	0.82446	0.89469	0.87045	0.82456	0.89277	0.85394	0.83800	0.93675
0.89865	0.90682	0.92424	0.91572	0.82305	0.91193	0.91667	0.85434	0.89448	0.90314	0.85114	0.95130	0.84910	0.98864	0.95202
0.87078	0.90456	0.85231	0.94103	0.92564	0.96581	0.79231	0.80037	0.87968	0.84957	0.95353	0.88034	0.83951	0.92491	0.98718
0.84684	0.79365	0.85307	0.85417	0.82341	0.98148	0.89394	0.79815	0.83854	0.85756	0.75521	0.91435	0.84341	0.85101	0.85859
0.82747	0.75215	0.83936	0.78830	0.73494	0.96386	0.92771	0.79147	0.83767	0.82105	0.74699	0.87952	0.79715	0.93574	0.84079
0.84490	0.83598	0.81981	0.92063	0.85268	0.92262	0.95578	0.78423	0.88776	0.81015	0.82440	0.98299	0.80294	0.89127	0.98677
0.85274	0.98333	0.83434	0.81889	0.89556	0.96111	0.88222	0.71481	0.73611	0.84085	0.94524	0.87654	0.82767	0.90606	0.92963
0.87422	0.62745	0.93560	0.96303	0.77647	0.90000	0.89559	0.89774	0.85059	0.88339	0.80588	0.95817	0.83754	0.90118	0.97754
0.87262	0.88182	0.87166	0.93561	0.82323	0.95833	0.87374	0.78904	0.86284	0.86818	0.87273	0.89394	0.84343	0.94589	0.96104
0.91138	0.88958	0.91992	0.91815	0.95000	0.99219	0.93601	0.84449	0.83750	0.92448	0.87037	1.00000	0.87405	0.99405	0.95549
