site_name	pearson-r_central_coverage.uncorrected	pearson-pval_central_coverage.uncorrected	pearson-adjusted-p-val_central_coverage.uncorrected	lin-reg-RMSE_central_coverage.uncorrected	pearson-r_mean_coverage.uncorrected	pearson-pval_mean_coverage.uncorrected	pearson-adjusted-p-val_mean_coverage.uncorrected	lin-reg-RMSE_mean_coverage.uncorrected	pearson-r_amplitude.uncorrected	pearson-pval_amplitude.uncorrected	pearson-adjusted-p-val_amplitude.uncorrected	lin-reg-RMSE_amplitude.uncorrected	pearson-r_central_coverage.GC_corrected	pearson-pval_central_coverage.GC_corrected	pearson-adjusted-p-val_central_coverage.GC_corrected	lin-reg-RMSE_central_coverage.GC_corrected	pearson-r_mean_coverage.GC_corrected	pearson-pval_mean_coverage.GC_corrected	pearson-adjusted-p-val_mean_coverage.GC_corrected	lin-reg-RMSE_mean_coverage.GC_corrected	pearson-r_amplitude.GC_corrected	pearson-pval_amplitude.GC_corrected	pearson-adjusted-p-val_amplitude.GC_corrected	lin-reg-RMSE_amplitude.GC_corrected	pearson-r_central_coverage.GC_map_corrected	pearson-pval_central_coverage.GC_map_corrected	pearson-adjusted-p-val_central_coverage.GC_map_corrected	lin-reg-RMSE_central_coverage.GC_map_corrected	pearson-r_mean_coverage.GC_map_corrected	pearson-pval_mean_coverage.GC_map_corrected	pearson-adjusted-p-val_mean_coverage.GC_map_corrected	lin-reg-RMSE_mean_coverage.GC_map_corrected	pearson-r_amplitude.GC_map_corrected	pearson-pval_amplitude.GC_map_corrected	pearson-adjusted-p-val_amplitude.GC_map_corrected	lin-reg-RMSE_amplitude.GC_map_corrected	pearson-r_central_coverage.GC_CNA-corrected	pearson-pval_central_coverage.GC_CNA-corrected	pearson-adjusted-p-val_central_coverage.GC_CNA-corrected	lin-reg-RMSE_central_coverage.GC_CNA-corrected	pearson-r_mean_coverage.GC_CNA-corrected	pearson-pval_mean_coverage.GC_CNA-corrected	pearson-adjusted-p-val_mean_coverage.GC_CNA-corrected	lin-reg-RMSE_mean_coverage.GC_CNA-corrected	pearson-r_amplitude.GC_CNA-corrected	pearson-pval_amplitude.GC_CNA-corrected	pearson-adjusted-p-val_amplitude.GC_CNA-corrected	lin-reg-RMSE_amplitude.GC_CNA-corrected
ATF4.hg38.10000	0.0592316240459397	0.4156800386269166	0.4867194561477838	0.0542971290314329	0.1704202874113191	0.018420092387838	0.0418335833145479	0.0129096773823714	-0.0192365075040461	0.7916773405194617	0.8849253359059742	0.7100209006792809	-0.0634431612091012	0.383249221229179	0.5123580014304983	0.0450374422150596	0.0623997081246019	0.3911375273058909	0.5285263361803616	0.009199470370856	-0.0516773439677934	0.4777156129034178	0.7003569604162134	0.761925409926639	-0.0625811414182889	0.3897589460809942	0.5192195147439393	0.044469923514808	0.0639705138737595	0.3792995770512184	0.5106997876725333	0.0096813322641157	-0.0668653387376902	0.3580639939484231	0.6198048391711116	0.7490705090545685	-0.1033053663358488	0.1549843110339357	0.2631940777468188	0.0460185315843313	-0.033581581331818	0.644662101430786	0.7659176106123656	0.01112351374617	-0.0097339009141804	0.8936830699775554	0.962624335375824	0.7587205371278287
ATF7.hg38.10000	0.0934984428766278	0.1982644119331613	0.2631890257000064	0.0549847454145064	0.0739233806875527	0.3094739907395241	0.3751501431151144	0.0094016419200928	0.0100543491707344	0.8902046761187535	0.9245376388340774	0.631186691083375	-0.0039352804265428	0.956911377453564	0.9723870331536216	0.0444726133953442	0.0848871620790776	0.2429796086938674	0.360642962510189	0.008948636966712	0.0120722249133885	0.8683518776942065	0.9572182979260698	0.6326717777309068	-0.0118177230379107	0.871102893116545	0.8972835811610312	0.0439615295243219	0.0953943291080083	0.1892782008819459	0.2948672798863372	0.0090677253332894	0.0172147704962614	0.8131466218062489	0.9317819952004736	0.6240513921514101	-0.0481409007333096	0.5083964026708775	0.6388848126897361	0.0448162356181859	-0.0785722677151183	0.2799491786871409	0.4155151195474493	0.0113998215156736	0.0651681152897371	0.3704227616171892	0.6603014519524859	0.6196824070726725
BACH1.hg38.10000	0.1939181806000335	0.0071886954159706	0.0205313497865222	0.0573847307375154	0.0115382602664574	0.8741255029652534	0.8930767333818442	0.0203312378101679	-0.153561467926257	0.0339279762510763	0.1266093811049709	0.631852441867602	0.3870489828971127	3.1820567154609654e-08	3.5283393580258346e-07	0.0518865730341056	0.2399723370909271	0.0008266681738463	0.0031165390154006	0.0146699523805825	-0.239914003504687	0.0008291667291538	0.0061293305272745	0.6626007659890241	0.3855629829758053	3.6279374924100727e-08	4.022742454819404e-07	0.0522358071410284	0.2405182349513452	0.0008036197427597	0.0030296464302041	0.0148333164409206	-0.2441569462636967	0.0006644859787627	0.0053300258296503	0.6549099205749462	0.3228787493549241	5.2238014337316e-06	3.39547093192554e-05	0.0523788343976738	0.0856735661527932	0.2386260631693556	0.3642187279953323	0.0198067899478483	-0.2403049904810912	0.0008125518321342	0.0065177029939278	0.5962652818531639
BACH2.hg38.10000	0.3604178756934665	3.0302100189187545e-07	5.192678077874411e-06	0.0476175215158955	0.3326643875515487	2.5769323045552853e-06	2.7430768286987323e-05	0.0106022989567186	-0.1154400784002575	0.1117757500418022	0.2946815228374787	0.5618847816897949	0.4399650445386381	1.9111574281282887e-10	4.50316469002728e-09	0.046525866950608	0.3830093597419797	4.538069957088157e-08	4.172810667859111e-07	0.0108173975127062	-0.1270462794530181	0.0798782895651355	0.2552043658140347	0.5897676728266856	0.4416983570977146	1.591569235584108e-10	3.750135011345055e-09	0.0459672221905374	0.38449077535424	3.986370736878481e-08	3.853491712315866e-07	0.0108224312486568	-0.1312915145476945	0.0702308664266302	0.2385318616472037	0.5929720518446358	0.4643928956737335	1.315101272013076e-11	2.9164304679348805e-10	0.0457493070529637	0.3675127917426251	1.695329464352531e-07	1.2532141334527531e-06	0.0142184467319081	-0.1480878466144644	0.0409074870227279	0.1542212260756845	0.5871693354824546
BATF.hg38.10000	0.3096999057004651	1.302328926096836e-05	0.0001029061561528	0.0498830979397584	0.2749863537096421	0.0001181530456203	0.0008248832999791	0.0098454544950335	-0.2788015409898857	9.40128252201348e-05	0.0007541028746381	0.6848957016250293	0.3378092578840416	1.759800792399342e-06	1.3821768723636498e-05	0.0469962389590576	0.2651620262191827	0.0002096147823375	0.0009521056980875	0.010398975600321	-0.2559550990414255	0.0003517449875025	0.0030839037276383	0.7077437536794179	0.3363421505295246	1.96336845315272e-06	1.4803798136771508e-05	0.0472149573632075	0.260425016690735	0.0002742243705569	0.0012607632646337	0.010445311119962	-0.2518471842838335	0.0004404634622677	0.0038617377970919	0.7054273401813724	0.3052452995270225	1.7563400200869064e-05	9.32591813482766e-05	0.0472391064664642	0.2374751492640241	0.0009400624962671	0.003176199194485	0.0122086589681575	-0.2213655357891057	0.002087292716311	0.0140519527508796	0.7407550885825037
BATF3.hg38.10000	0.2297603505686465	0.0013867617480169	0.0050758172718677	0.0529789062922282	0.2502024064597381	0.000481472962311	0.0028484392355709	0.0113438514185093	-0.0422116528689979	0.562045646928794	0.752684838375165	0.5902841279310388	0.2125798893682997	0.0031526505065716	0.0102461141463579	0.0416657285832657	0.2384079913875069	0.0008961282377073	0.003312160251134	0.0092176418420245	-0.0494407838387644	0.4970013424396122	0.7151507866402054	0.6069814339938006	0.2107789425600618	0.0034240796094235	0.0114236992278997	0.0419616136381617	0.2242800388776478	0.0018140567152557	0.0063324016819577	0.009690442218906	-0.0534140331562326	0.4630249328693936	0.726294597535398	0.5995860521989135	0.2191704160547805	0.0023172535919997	0.0077310141963175	0.043028923869732	0.2248465461221301	0.0017648933082236	0.0055447064766693	0.0103710811803306	-0.0494513731562151	0.4969090718286914	0.7433917463468914	0.6368995005189634
BCL11A.hg38.10000	0.1540705659534255	0.0333335081207692	0.0657944113169111	0.0575245482397461	0.1916805906922371	0.0078987738653662	0.0227315858568175	0.0123322301149544	-0.150082731052447	0.0382354705525045	0.1359884188518322	0.4940975975606721	0.4234287822342278	1.0407175256568415e-09	1.6347937798859555e-08	0.042611402266078	0.3998957262873184	9.963931821229017e-09	1.138303726243436e-07	0.0106576259752461	-0.0522375695501662	0.4729492160589483	0.6992229586440138	0.5435366694016055	0.4231141906144459	1.073875831921111e-09	1.840232675610268e-08	0.0421949899918331	0.3881166221540947	2.8947784941777337e-08	2.8719249797500144e-07	0.0108820606150337	-0.0473800840311655	0.5151283928719581	0.7586070473153446	0.5492127675416857	0.4074381631165539	4.922832234339634e-09	5.799711726081381e-08	0.0418092102409832	0.3050469643250199	1.7796836786270812e-05	9.190969134827528e-05	0.0131927450765392	-0.0446273617711305	0.5398635619946439	0.7566117578884043	0.5398786430003919
BCL11B.hg38.10000	-0.0778218778178869	0.2845817421248301	0.361236756838589	0.0861001833032323	-0.0875096608868821	0.228674832847373	0.297277282701585	0.0461302216454124	0.1172780634866461	0.106147012493175	0.2858387407851929	0.4338719041355319	0.3020930443075641	2.163991364830319e-05	0.0001199742271383	0.0516617884767892	0.2795704497057893	8.974433471095605e-05	0.0004282735972915	0.0226710571054959	0.112506304812256	0.1212410679799136	0.3263241974250263	0.4903055392814304	0.2413777036364	0.0007685281720825	0.0030822885199481	0.0567617879282585	0.278931220452259	9.327984202718094e-05	0.0004627171111085	0.0231072406267073	0.1291933736542145	0.0748732689199888	0.2497984281666884	0.5534286034890834	0.2296661745525141	0.001393251065822	0.0049552419982537	0.0504176924635104	0.1215392660631681	0.0939548607635906	0.169478385205137	0.0305282408767985	0.1081887308190078	0.1362875348370453	0.3485849237590195	0.4424795102986982
BCL6.hg38.10000	0.279582565148821	8.96785543205851e-05	0.0005046091787889	0.044678077677464	0.152644675584548	0.0350211890494026	0.0670202450336284	0.0181720219603411	-0.2957515037413085	3.26937464041063e-05	0.0002866405207987	0.7069148942276882	0.3929882075462101	1.871744240965413e-08	2.2322027576708926e-07	0.0426962312100013	0.3728387079114986	1.0861645222062587e-07	9.306455110721806e-07	0.014586002652287	-0.2618169834530467	0.000253538388181	0.0023313163986402	0.7517203461489551	0.398492021288074	1.1339200820337585e-08	1.4249595697557568e-07	0.0426099306775045	0.3772157045589697	7.4880089135257e-08	6.885315513168754e-07	0.0146604178080909	-0.2452844649852902	0.0006261106420976	0.005131385045018	0.7471631535095085	0.3380806060277199	1.7244251109167471e-06	1.3543922225325288e-05	0.0425454599117922	0.2991043515685822	2.631701431587599e-05	0.0001322868586278	0.0195634644526322	-0.2457234538257099	0.000611730877663	0.0052414213836127	0.7153541538323891
BHLHE40.hg38.10000	-0.0359261287177054	0.6217235700379977	0.6754748873323491	0.0835054272637729	-0.1021416629880275	0.1597123550394525	0.2238347875459985	0.0368680920434906	-0.0871565031884223	0.2305657368028442	0.493574732010259	0.6222425941474542	0.2279795947492029	0.001514271085259	0.005489232684064	0.0534923049687191	0.2158256229392001	0.0027121314137347	0.0088910742867653	0.0198752402231739	-0.1194037543048959	0.0999179147097766	0.294289483168639	0.6884965863720597	0.2266238261089099	0.0016184361962785	0.00593335125303	0.0534808436159558	0.2144391276880242	0.0028929903500678	0.0096518350617308	0.0198291463755371	-0.1115178405704263	0.1245665965488032	0.3536066638508657	0.676677046053496	0.1491957057376505	0.0394048339536929	0.0905830634179405	0.0543335854580687	0.0739970882567513	0.3089905131076493	0.4429255644166684	0.0273633691982716	-0.0867841532740737	0.2325713133184539	0.4817548633025116	0.6321467335299291
BPTF.hg38.10000	-0.054828602858443	0.4512461090700247	0.5172030690324267	0.0485808295736278	0.0271434476110067	0.7093448360542345	0.7554322124080407	0.009264046289238	-0.0426394147416595	0.5580861177083709	0.7521653171944961	0.4695423488305454	0.0082285101908259	0.910049827373723	0.9371321993898252	0.0456675757638633	0.0252637613254259	0.7286547454617496	0.8127302930150283	0.0090289885480889	-0.0092581850203839	0.898850582748758	0.9613334749923316	0.4938595063463223	0.0194745865395707	0.7891590727331936	0.8380647054096169	0.0454455280196289	0.0252056596612961	0.7292544246373105	0.8206833375769136	0.0095365054998845	-0.0384203444502069	0.5977151318764369	0.7878972192916668	0.5360772546974256	0.0023817527102492	0.973913465259363	0.9817256053550264	0.0463077672463812	-0.1632171263327589	0.0240675797189899	0.0540087949646382	0.0112539697568714	0.0205085221343481	0.7782483254717862	0.903471148259266	0.480109346148913
CDX2.hg38.10000	0.0962651449753968	0.1852519731630676	0.2476595527747393	0.0477302724421662	-0.3024693013496926	2.111011968957255e-05	0.0001693301089993	0.0104690364622941	-0.0807042864432518	0.2670656994099879	0.5189884983379662	0.445043238483456	0.0784970340236236	0.2804113306179385	0.4050385886703557	0.0440443380158477	-0.2738129879067426	0.0001266721249275	0.0005895727296011	0.0106532396257646	-0.0632201552133467	0.3849269308469245	0.6421126235809317	0.4688075444423695	0.0798420012972999	0.2722267933141161	0.3902262398457101	0.0446007388319201	-0.2542420518236922	0.000386507243246	0.0016558321670879	0.0108559080508923	-0.0827473975317097	0.2551047261602797	0.5322267739830687	0.5117431013699023	-0.0255457147885328	0.7257469908588423	0.8143054034338796	0.0463003524703474	-0.396998786656453	1.3002588498560693e-08	1.1399943869668329e-07	0.0140936480190951	-0.1097219703110954	0.1307885673836875	0.3472344359411987	0.4612580354092269
CEBPA.hg38.10000	0.5011363788348537	1.5403864386721965e-13	1.1614513747588359e-11	0.0474358096648787	0.4930633380623567	4.2848459859997605e-13	2.307695623888442e-11	0.0114836941457165	-0.4335320020880958	3.7355807500831984e-10	8.801962142383536e-09	0.7534531028072405	0.514059763542162	2.8287803231353463e-14	1.5235002597457508e-12	0.0466780727642959	0.5047920370041703	9.606497016008121e-14	4.024054861150068e-12	0.0116854958299164	-0.4378565434430084	2.384335627460695e-10	5.992630210351214e-09	0.8031299424903623	0.5140449730820325	2.8343890920420153e-14	1.5265209824283424e-12	0.046976768140563	0.5086514533729541	5.799654021455353e-14	2.7330869576108346e-12	0.0120995796438891	-0.4208106259232197	1.3497955142560052e-09	3.392486059163427e-08	0.8084506265089086	0.5109659030520696	4.2721082938954145e-14	2.0132310334982138e-12	0.0474380685018378	0.4949699501211786	3.373286931646728e-13	9.083779808791547e-12	0.0157200318737143	-0.3981398006633572	1.1712005170755997e-08	2.5973093819853004e-07	0.7845137692843066
CEBPB.hg38.10000	0.2189398480795412	0.0023426975753937	0.008029063508395	0.0464537646886283	0.0857852150527799	0.2380124283490796	0.3041718152122137	0.0117122854205052	-0.1797672091481006	0.0128308617384053	0.05761132244801	0.7396583159065604	0.2250554162924837	0.0017470756285593	0.0062136557732724	0.0447963232317391	0.0741117897442171	0.3082391255032309	0.4368652267470603	0.012024833058329	-0.1895155166651102	0.0086444798976022	0.0460826480824215	0.784011075685318	0.2229066452358107	0.0019384693600596	0.0069600280832618	0.0446501048190907	0.0615337604051733	0.3977576074889137	0.5274197163593223	0.011973445232454	-0.1930422613146401	0.0074595932503283	0.045359139602803	0.8064152063474824	0.161092484817102	0.0259948424062889	0.0653337039144728	0.0454403321114599	-0.009134342051485	0.9001965469693601	0.9323464236468372	0.0164825243937288	-0.1548092505665633	0.0324866896151382	0.1316933546764208	0.7790037716255798
CEBPD.hg38.10000	0.2388323329371051	0.000876774560726	0.0033728980550381	0.0490886896294324	0.2229646703668152	0.0019330596027527	0.0085736878851502	0.0128177888319313	-0.2203364861382347	0.0021923780250236	0.0135496150071135	0.619348639760413	0.3723708786325312	1.1298478630927157e-07	1.0648816109648846e-06	0.0440660672423743	0.3636317400540452	2.3333281359899523e-07	1.912314581017852e-06	0.0121726995208311	-0.2416690411968064	0.0007569570561318	0.0057074562032343	0.6321094317003237	0.374337963302543	9.568299153700649e-08	9.749321029581471e-07	0.0434066707171031	0.3635067054507072	2.357298818046239e-07	2.019776487280528e-06	0.0121292675416344	-0.2389981832311256	0.0008693153917892	0.0068277479730116	0.6292472875083945	0.3625154858300094	2.555859277968276e-07	2.189906699531909e-06	0.0440223001968039	0.3009803531912415	2.328108060675866e-05	0.0001186076674155	0.0159340931265723	-0.2706954260673198	0.0001521793668382	0.001655697598972	0.6274956097984286
