overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0-0.03TFx	0.03-0.05TFx	>0.05TFx
0.94641	0.97197	0.98534	0.98734	0.92113	0.99494	0.98504	0.84388	0.91586	0.95476	0.92658	0.97468	0.92843	0.95267	0.99916
0.96536	0.97976	0.95510	0.97286	0.91429	1.00000	0.98750	0.95429	0.96939	0.96795	0.92857	0.99429	0.96080	0.95000	0.99694
0.96734	0.98799	0.98480	0.97973	0.90090	1.00000	0.99263	0.94234	0.94257	0.96968	0.96847	0.99421	0.96052	0.99509	0.97162
0.94944	0.94084	0.96686	0.97114	0.94156	0.99481	0.99410	0.81818	0.92496	0.94465	0.96197	0.99567	0.92904	0.99001	0.99048
0.93846	0.98649	0.92600	0.97372	0.94932	0.98649	0.98649	0.83012	0.90203	0.93531	0.94707	0.97860	0.91331	0.98423	0.98198
0.95116	0.98589	0.92922	0.96811	0.92099	0.97119	0.99118	0.92469	0.91605	0.95238	0.95165	0.98148	0.94403	0.94444	0.99726
0.91837	0.97260	0.95634	0.99609	0.91667	0.97945	0.98826	0.76284	0.90297	0.90825	0.91918	1.00000	0.89506	0.98326	0.97758
0.92068	0.94177	0.95301	0.91205	0.93115	0.99398	0.99598	0.78916	0.88835	0.92555	0.91474	0.99398	0.90732	0.95644	0.95353
0.95227	0.96667	0.95679	0.94246	0.92892	0.99722	0.99167	0.92842	0.89410	0.96451	0.95734	0.99537	0.93333	0.98026	0.99145
0.93560	0.96023	0.93740	0.98830	0.98195	1.00000	0.96491	0.82429	0.96105	0.91187	0.97500	1.00000	0.91228	0.96140	0.99398
0.94068	0.97391	0.92227	0.93116	0.95974	1.00000	0.97947	0.87888	0.90072	0.94499	0.95445	0.99172	0.92454	0.95445	0.99379
0.94260	0.97114	0.92739	0.98377	0.97078	0.99351	0.95704	0.86314	0.96382	0.92510	0.95065	0.97980	0.91877	0.97403	0.99221
0.96080	0.95070	0.95647	0.98063	0.92488	1.00000	0.98513	0.94131	0.97850	0.95349	0.94366	0.99061	0.95409	0.96714	0.98335
0.96309	0.97917	0.97237	0.97368	0.93969	1.00000	0.98887	0.91194	0.96464	0.96165	0.94591	0.98099	0.94684	0.98452	0.99298
0.95446	0.97331	0.92509	0.96118	0.98752	0.99719	0.98154	0.90931	0.97224	0.92730	0.97666	0.98252	0.94030	0.98127	0.98783
0.93057	0.91096	0.94795	0.96804	0.94368	0.99022	0.98007	0.84138	0.94809	0.90472	0.95890	0.97774	0.91503	0.98257	0.96312
0.93176	0.95008	0.96873	0.97705	0.87391	1.00000	0.97681	0.82802	0.91208	0.93083	0.91667	0.99586	0.91304	0.93961	0.99034
0.94241	0.97714	0.93250	0.98267	0.90111	1.00000	0.96741	0.88606	0.90044	0.95467	0.94190	0.97556	0.93872	0.92622	0.98400
0.94520	0.98734	0.98150	0.98274	0.90633	0.99241	0.98619	0.86709	0.91049	0.94568	0.93882	0.98987	0.92560	0.97171	0.98442
0.94036	0.96705	0.90921	0.98958	0.94318	0.99464	0.97625	0.85865	0.91563	0.94048	0.95312	0.97812	0.92127	0.97750	0.98516
0.95849	0.92500	0.94792	0.99038	0.92500	0.99821	0.99062	0.93958	0.97014	0.94536	0.97679	0.95000	0.94583	0.98625	0.99886
0.94048	0.96087	0.94454	0.98228	0.90219	0.99241	0.98150	0.84388	0.90225	0.93980	0.94742	0.99194	0.91692	0.97868	0.99747
0.95391	0.98313	0.92328	0.96344	0.94388	1.00000	0.98942	0.90816	0.91036	0.96053	0.99405	0.98413	0.93351	0.98260	0.98289
0.95865	0.98851	0.95871	0.96983	0.96388	1.00000	0.99282	0.88924	0.96015	0.94870	0.98391	1.00000	0.96618	0.98621	0.89195
0.96429	0.96644	0.97527	0.98929	0.98424	0.99699	0.99036	0.87674	0.98537	0.94840	0.97992	0.99598	0.95159	0.98866	0.99398
0.95976	0.94125	0.97768	0.99250	0.95714	1.00000	0.98750	0.90469	0.97019	0.94738	0.98214	0.98333	0.94574	0.98409	0.98583
0.97182	0.96207	0.97966	1.00000	0.96360	1.00000	1.00000	0.92838	1.00000	0.96398	0.92720	1.00000	0.96722	0.97126	1.00000
0.92463	0.90625	0.89911	0.96667	0.98056	0.99688	0.98472	0.84712	0.94911	0.91250	0.91389	0.98438	0.90822	0.95515	0.93333
0.94349	0.99000	0.97120	0.92333	0.93905	0.99556	0.98222	0.81810	0.96333	0.93083	0.94545	0.97000	0.92615	0.96702	0.97846
0.94968	0.99375	0.92434	0.95375	0.95937	1.00000	0.98068	0.90096	0.94135	0.94421	0.92955	0.99091	0.92832	0.97411	0.99667
0.96398	0.99074	0.93333	0.99206	0.97354	0.98129	0.97123	0.94940	0.93899	0.97159	0.95899	0.97321	0.95429	0.96429	0.99603
0.96360	0.95292	0.95599	0.96537	0.99258	1.00000	0.99101	0.92807	0.96032	0.95714	0.98052	1.00000	0.94975	0.98701	0.99134
0.94307	1.00000	0.94022	0.98125	0.97083	1.00000	0.98333	0.82500	0.94375	0.92660	0.96607	0.98611	0.92165	0.98750	0.98750
0.96911	0.99228	0.98967	0.98545	0.99550	1.00000	0.99754	0.85551	0.98337	0.94797	0.99324	1.00000	0.95495	0.99376	1.00000
0.95100	0.97156	0.97412	0.97697	0.91067	0.98667	0.99048	0.88190	0.96000	0.94698	0.92533	0.97576	0.94487	0.91333	0.99733
0.93957	0.99259	0.91696	0.89596	0.91204	1.00000	0.99028	0.94568	0.88815	0.95292	0.93838	0.97037	0.91620	0.97963	0.98889
0.93028	0.85195	0.93195	0.96703	0.90909	0.99567	0.99675	0.86905	0.96222	0.91457	0.93506	1.00000	0.91546	0.93806	0.98485
0.92392	0.97410	0.94444	0.92568	0.81809	0.99807	0.95946	0.88649	0.74625	0.95836	0.92613	0.98280	0.91470	0.91047	0.99700
0.96312	0.95272	0.96986	0.95106	0.94833		0.99392	0.96099	0.94599	0.96667	0.96596	0.99574	0.96072	0.96325	0.97234
0.94155	0.96346	0.97674	0.99003	0.95930	1.00000	0.98748	0.71163	0.97259	0.90942	0.97886	0.97326	0.92365	0.98740	0.98579
0.94452	0.94369	0.96959	0.95777	0.85135	1.00000	0.99480	0.89820	0.91023	0.95034	0.92680	0.98818	0.93588	0.93822	0.99263
0.91701	0.95833	0.90770	0.95432	0.97037	1.00000	0.97257	0.79630	0.89506	0.90011	0.97531	0.98457	0.88234	0.98765	0.99335
0.92693	0.92000	0.97037	0.96485	0.95111	0.98667	0.97867	0.78222	0.93867	0.90879	0.95077	0.98933	0.91653	0.98000	0.90974
0.97654	0.93812	0.99226	1.00000	0.97008	1.00000	1.00000	0.92658	0.96277	0.97202	0.99513	1.00000	0.96532	0.99805	1.00000
0.94280	0.98354	0.92897	0.96689	0.98553	0.98481	0.97353	0.84629	0.95238	0.92080	0.94831	0.98987	0.91943	0.99130	0.98274
0.94100	0.94457	0.95337	0.98018	0.90244	0.99024	0.95020	0.89246	0.91057	0.94851	0.95976	0.96883	0.93081	0.92886	0.99062
0.95288	0.97809	0.96927	0.94583	0.93159	0.99437	0.98592	0.87974	0.93174	0.95035	0.94869	0.98267	0.95171	0.96516	0.93933
0.96336	0.98918	0.96309	0.97003	0.94372		0.98485	0.92370	0.96104	0.95455	0.98052	0.97403	0.95597	0.97802	0.97203
0.93356	0.91176	0.95643	0.97353	0.92986	0.99706	0.99265	0.82038	0.95378	0.91657	0.94920	0.99510	0.93697	0.94690	0.89439
0.95010	0.95011	0.97744	0.97655	0.94634	0.99593	1.00000	0.83021	0.98069	0.91881	0.96690	1.00000	0.92805	0.99446	0.99106
0.90770	0.92024	0.94841	0.92857	0.83658	1.00000	0.99405	0.78571	0.89484	0.88550	0.97619	0.97619	0.90123	0.94780	0.87897
0.94888	0.98878	0.95192	0.94872	0.97821	0.99573	0.97436	0.87692	0.95299	0.93562	0.96387	0.99817	0.93032	0.97166	0.98397
0.94444	0.98661	0.96259	0.97500	0.97024	1.00000	0.97321	0.79405	0.91667	0.93787	0.96627	0.98571	0.92440	0.96528	0.99459
0.96249	0.97304	0.96359	0.98950	0.91912	1.00000	0.97647	0.94958	0.97584	0.95433	0.95833	0.99632	0.95196	0.98190	0.98262
0.92386	0.96875	0.89553	0.93673	0.96007	0.98889	0.98611	0.85819	0.91753	0.90639	0.96902	0.98843	0.89015	0.98785	0.98313
0.95216	0.99525	0.94937	0.98159	0.96203	1.00000	0.99611	0.83333	0.97197	0.92438	0.97806	0.99015	0.92515	0.99209	0.99241
0.93722	0.98476	0.96733	0.94500	0.95833	1.00000	0.98889	0.78051	0.96254	0.90248	0.95385	0.99000	0.94301	0.95222	0.90750
0.98362	1.00000	1.00000	1.00000	0.97814	1.00000	1.00000	0.92060	0.98915	0.97673	0.99437	1.00000	0.97900	0.97627	1.00000
0.93029	0.97670	0.93548	0.95221	0.89516	1.00000	0.98157	0.83199	0.89834	0.93516	0.92070	0.97491	0.92942	0.95968	0.91202
0.94039	0.98312	0.96500	0.98875	0.89693	1.00000	0.98539	0.78228	0.98734	0.92610	0.89971	0.98481	0.93249	0.94177	0.96981
0.96048	0.98529	0.95455	0.99529	0.90980	1.00000	0.99608	0.91855	0.95922	0.95707	0.97020	0.97176	0.94941	0.97020	0.99186
0.92908	0.91775	0.92607	0.98052	0.96812	1.00000	0.96603	0.84339	0.92743	0.91766	0.93420	0.97547	0.91136	0.96104	0.98485
0.95073	0.99744	0.96154	0.96667	0.96387	1.00000	0.99507	0.81953	0.93661	0.94295	0.95069	1.00000	0.94332	0.96245	0.97222
0.94257	0.97973	0.95000	0.99324	0.89940	0.97635	0.98649	0.85031	0.93919	0.93320	0.94257	0.99550	0.94391	0.96757	0.91788
0.93938	0.99787	0.96473	0.91064	0.96099	0.98582	0.98936	0.87092	0.90426	0.95390	0.93133	0.95319	0.93128	0.96631	0.94681
0.91606	0.97750	0.95696	0.99684	0.85401	0.99638	0.97363	0.70253	0.90806	0.92182	0.85654	0.97468	0.89749	0.92658	0.99494
0.93135	0.96067	0.95006	0.98427	0.97978	0.98315	0.97191	0.76404	0.93352	0.90252	0.96067	0.98774	0.92921	0.97352	0.87765
0.91874	0.96484	0.91646	0.91042	0.95167	0.98312	0.96495	0.82437	0.91320	0.91139	0.92194	0.96329	0.89570	0.95359	0.95910
0.95275	0.96894	0.96232	0.99457	0.99275	1.00000	0.99565	0.84541	0.96480	0.93107	0.98370	1.00000	0.93549	0.99130	0.99396
0.92800	0.95349	0.96346	0.90407	0.92495	1.00000	0.94832	0.81712	0.89858	0.92931	0.94477	0.98140	0.92017	0.92829	0.95681
0.94563	0.96795	0.92541	0.93333	0.93932	1.00000	0.95353	0.96795	0.96047	0.94491	0.92906	0.95238	0.93077	0.98376	0.95788
0.95435	0.97222	0.94709	0.94925	0.96296	0.99691	0.97037	0.92284	0.93364	0.95501	0.94547	0.97805	0.94384	0.97222	0.98217
0.93449	0.98101	0.94225	0.95118	0.92750	0.99458	0.97890	0.80485	0.90687	0.93101	0.98172	0.96709	0.91112	0.95521	0.99367
0.95699	0.99451	0.97009	0.98535	0.91941	0.99817	1.00000	0.88645	0.92788	0.96537	0.95918	0.97959	0.94457	0.96909	0.99756
0.94131	0.96162	0.95238	0.93713	0.90132	0.99561	0.96637	0.89620	0.91959	0.94308	0.96531	0.95395	0.93570	0.97807	0.90954
0.90838	0.90458	0.90736	0.92968	0.95886	0.99578	0.98875	0.80417	0.88692	0.89675	0.95027	0.99051	0.90886	0.94430	0.84529
0.94609	0.93527	0.96021	0.98226	0.88415	0.98780	0.99106	0.89939	0.91997	0.94484	0.96113	0.96951	0.92893	0.97317	0.98537
0.92941	0.96765	0.96203	0.91059	0.86176	0.99412	0.96471	0.81176	0.88015	0.94050	0.94902	0.96235	0.91647	0.93904	0.98353
0.95031	0.97802	0.96772	0.94505	0.87546	1.00000	0.99780	0.91293	0.92033	0.97150	0.94705	0.99863	0.95222	0.90617	0.99890
0.95502	0.93979	0.95815	0.94026	0.94156	1.00000	0.99351	0.94318	0.92444	0.96001	0.95022	0.98516	0.94746	0.95536	0.99134
0.96899	0.98006	0.95940	0.95661	0.98006	1.00000	0.98825	0.93750	0.96844	0.96327	0.97344	0.98558	0.95717	0.99170	0.97929
0.93905	1.00000	0.95390	0.98182	0.88878	0.99286	0.97738	0.85000	0.88421	0.94689	0.95495	0.99857	0.91709	0.96786	0.99286
0.93818	0.97683	0.92358	0.97832	0.91932	1.00000	0.99512	0.87282	0.94173	0.91562	0.94861	0.99335	0.91138	0.97749	0.98780
0.94549	0.99128	0.95681	0.98110	0.93381	0.99535	0.95446	0.86136	0.91021	0.95875	0.93272	0.98256	0.95266	0.93688	0.91744
0.95888	0.99000	0.93312	0.98636	0.95694	1.00000	0.98214	0.94063	0.96705	0.95000	0.97375	0.98194	0.94632	0.97308	0.99688
0.94880	0.96276	0.93154	0.97858	0.94148	1.00000	0.98967	0.91566	0.97043	0.93574	0.94679	0.99656	0.93474	0.97892	0.97490
0.95951	0.95673	0.96581	0.97949	0.89850	0.99634	0.99715	0.95421	0.93483	0.96601	0.93886	0.99519	0.95172	0.95696	0.98632
0.93487	0.92541	0.92578	0.96154	0.94522	1.00000	0.98626	0.81571	0.87521	0.93439	0.95604	0.98611	0.91078	0.98397	0.97711
0.93805	0.97674	0.93228	0.96013	0.95116	1.00000	0.98520	0.83818	0.91352	0.92951	0.98007	0.97965	0.91536	0.97545	0.99128
0.97208	0.99471	0.98765	0.92963	0.99663	0.99647	0.99614	0.86831	0.93278	0.97646	0.99240	0.99824	0.96094	0.98920	0.99810
0.95612	0.99525	0.93101	0.99206	0.97377	0.99383	0.99383	0.84805	0.94307	0.94641	0.98148	0.99259	0.93524	0.98997	0.99647
0.95248	0.93303	0.96329	0.91585	0.96062	1.00000	0.99609	0.88845	0.93053	0.94521	0.96967	0.98326	0.94165	0.97065	0.97787
0.96468	0.98126	0.97349	0.96605	0.95080	1.00000	0.99297	0.91238	0.94311	0.96190	0.98916	0.99484	0.95158	0.99639	0.99781
0.95474	0.94697	0.94981	0.93939	0.94628	0.99784	0.99242	0.92857	0.92626	0.95527	0.97294	0.98485	0.94164	0.98252	0.98359
0.91593	0.93421	0.95614	0.79167	0.87061	0.99561	0.93660	0.88596	0.87881	0.92176	0.93927	0.92105	0.89868	0.96594	0.91711
0.94536	0.96562	0.92895	0.97321	0.95375	0.98750	0.96797	0.88611	0.95446	0.92422	0.96000	0.98393	0.92952	0.96635	0.99250
0.94109	0.94464	0.90455	0.94545	0.98442	1.00000	0.98022	0.88000	0.89474	0.94864	0.95195	0.98776	0.92033	0.96807	0.99286
0.95594	0.98734	0.93797	0.99885	0.97468	1.00000	0.99367	0.86563	0.95332	0.93952	0.97384	0.99241	0.94198	0.97310	0.98637
0.93933	0.92949	0.94051	0.99003	0.95753	1.00000	0.99359	0.84444	0.92801	0.92417	0.95266	0.99145	0.92500	0.97276	0.97179
0.92003	0.90094	0.92644	0.99598	0.90060	1.00000	0.99036	0.77309	0.90858	0.89505	0.95482	0.97390	0.89376	0.97992	0.97590
0.94769	0.94639	0.94444	0.96351	0.97222	1.00000	0.98504	0.87393	0.96474	0.92993	0.96853	0.98237	0.92872	0.98993	0.98019
0.95921	0.98077	0.96104	0.99206	0.97768	1.00000	0.98677	0.83929	0.98639	0.93743	0.98333	0.99830	0.94631	0.98701	0.98626
0.91762	0.98291	0.92258	0.84359	0.83974	0.98205	0.97086	0.89448	0.88394	0.94287	0.82742	0.99038	0.91512	0.89216	0.96581
0.94603	0.98077	0.95726	0.95673	0.88974	1.00000	0.99288	0.88187	0.89583	0.95624	0.95688	0.95513	0.93286	0.95470	1.00000
0.94380	0.95174	0.95405	0.89815	0.92593	1.00000	0.99012	0.92031	0.90809	0.95278	0.89771	0.96667	0.93511	0.94676	0.96811
0.97145	0.95455	0.97446	0.97222	0.98333	0.99688	0.99083	0.93250	0.98000	0.96094	0.97583	0.99167	0.96273	0.98906	0.99125
0.94218	0.98214	0.97294	0.95597	0.90783	1.00000	0.98864	0.78157	0.92614	0.93636	0.95455	0.99621	0.93561	0.93333	0.99574
0.93967	0.97342	0.92554	0.96433	0.91297	0.99789	0.97468	0.88766	0.91288	0.93995	0.94246	0.98734	0.92355	0.95728	0.99367
0.95839	0.95455	0.95966	0.99878	1.00000	1.00000	0.99593	0.85366	0.95565	0.94661	0.95935	1.00000	0.93777	0.97633	1.00000
0.95054	0.94444	0.96491	0.93548	0.97730	0.99462	0.98208	0.88710	0.87977	0.95878	0.96940	0.99785	0.93856	0.96864	0.99821
0.94626	0.96622	0.97113	0.97027	0.97838	0.99324	0.98874	0.79923	0.92432	0.93646	0.97713	0.98348	0.92640	0.98069	0.98829
0.95556	0.99722	0.94949	1.00000	0.93634	1.00000	1.00000	0.89670	0.95933	0.94715	0.94537	1.00000	0.95043	0.92747	0.99786
0.91942	0.94332	0.93613	0.92246	0.90860	0.98235	0.96765	0.79786	0.91797	0.90431	0.95966	0.97794	0.92383	0.93571	0.87540
0.95058	0.98229	0.95725	0.97285	0.97588	1.00000	0.99675	0.83816	0.86869	0.94594	0.98330	0.99410	0.93221	0.97489	0.99675
0.93373	0.98996	0.90103	0.98424	0.83133	0.98594	0.99849	0.87581	0.85449	0.93903	0.96747	0.98554	0.90734	0.96888	0.99096
0.94382	0.98377	0.96527	0.98358	0.92135	1.00000	0.98252	0.82116	0.91616	0.92932	0.97753	0.98979	0.92237	0.98716	0.99309
0.94858	0.97222	0.92262	0.95536	0.98214	0.99405	0.97727	0.89069	0.94147	0.93878	0.96429	0.98545	0.92451	0.97024	0.98684
0.96188	0.99438	0.96629	0.97234	0.92937	1.00000	0.99395	0.90398	0.95693	0.95455	0.96936	0.99101	0.94288	0.99144	0.98127
0.95421	0.96521	0.96751	0.97002	0.92695	0.99259	0.99136	0.90617	0.91221	0.96271	0.93827	0.97531	0.94342	0.97076	0.97119
0.94407	0.96688	0.96498	0.92917	0.88735	0.99653	1.00000	0.89394	0.85725	0.97222	0.95707	0.99306	0.92904	0.98232	0.99479
0.91921	0.95886	0.92358	0.92785	0.90190	0.97679	0.96203	0.80274	0.91800	0.90340	0.93761	0.98101	0.89123	0.96669	0.99525
0.95231	0.96220	0.97459	0.98916	0.93171	1.00000	0.99719	0.84590	0.94065	0.92809	0.98049	0.99889	0.93206	0.99216	0.97894
0.95102	0.96689	0.95464	1.00000	0.98312	1.00000	0.99684	0.84889	0.92948	0.94698	0.96484	1.00000	0.92789	0.99494	1.00000
0.94689	0.95971	0.95788	0.99199	0.97276	0.99359	0.98462	0.85016	0.95128	0.92421	0.96410	0.98825	0.93072	0.96844	0.99359
0.93030	0.96519	0.95295	0.96988	0.92289	0.98193	0.98695	0.71325	0.88713	0.93219	0.97498	0.99598	0.90498	0.97349	0.99343
0.95100	0.89757	0.97454	0.96717	0.94290	0.99537	0.97049	0.89899	0.96667	0.92738	0.97024	0.99603	0.94060	0.98177	0.95062
0.94928	0.98448	0.95854	0.99695	0.90701	1.00000	0.99238	0.88780	0.99146	0.93967	0.92160	0.99512	0.94707	0.94173	0.96248
0.96768	0.97878	0.96889	0.96180	0.98652	0.99326	0.99157	0.91624	0.97129	0.95225	0.98034	0.99813	0.95680	0.98876	0.99551
0.94131	0.99074	0.94213	0.96173	0.90895	0.98765	0.95885	0.88414	0.92738	0.93015	0.99228	0.98354	0.93086	0.97531	0.94872
0.96993	0.99500	0.98375	0.98333	0.90179	1.00000	1.00000	0.91979	0.93661	0.97165	0.98250	1.00000	0.96088	0.98125	1.00000
0.92169	0.95644	0.96576	0.96824	0.81205	1.00000	0.98795	0.75356	0.89759	0.92740	0.92488	0.94779	0.91056	0.91128	0.99880
0.95724	0.97284	0.95647	0.97634	0.89575	1.00000	0.99588	0.92901	0.93004	0.95823	0.99040	0.97178	0.94457	0.98148	0.97341
0.95850	0.96646	0.94309	0.96690	0.95344	1.00000	0.97713	0.95020	0.95655	0.96144	0.94599	0.97805	0.95070	0.97561	0.96690
0.95470	0.98168	0.96825	0.97552	0.87949	0.99744	0.98397	0.92406	0.92415	0.95280	0.97863	0.99487	0.94625	0.97756	0.96970
0.97386	0.98684	0.97998	1.00000	0.98289	1.00000	1.00000	0.89583	0.97442	0.96289	0.99342	1.00000	0.96514	1.00000	1.00000
0.93351	0.98485	0.94190	0.98571	0.96861	0.98961	0.98571	0.76324	0.90509	0.91608	0.97993	0.97691	0.90962	0.97646	0.98182
0.95929	1.00000	0.97004	0.95301	0.92978	0.99775	0.99860	0.90637	0.94007	0.96093	0.96629	1.00000	0.94852	0.97416	0.99625
0.95930	0.99335	0.95279	0.95648	0.95612	0.99544	0.99345	0.82447	0.96934	0.94493	0.93191	0.99420	0.94947	0.95177	0.99544
0.96015	0.97066	0.94769	0.98451	0.95262	0.99296	0.96714	0.93427	0.94737	0.96004	0.96009	0.99195	0.95314	0.96177	0.98151
0.94738	0.93282	0.95455	0.93723	0.93452	0.99286	0.98280	0.92222	0.93810	0.94345	0.94524	0.99107	0.93883	0.97024	0.96693
0.96835	0.94146	0.97394	0.99620	0.94476	1.00000	1.00000	0.92152	0.97468	0.95323	0.98397	0.99458	0.95557	0.99416	1.00000
0.95286	0.95417	0.96685	0.91667	0.91250	0.99688	0.99659	0.90000	0.91625	0.95305	0.96136	0.98594	0.94575	0.97639	0.97344
0.97067	0.95290	0.98662	0.97418	0.97011	0.99348	0.97717	0.93720	0.95471	0.97391	0.98234	0.96875	0.96787	0.96467	0.98804
0.94268	0.98418	0.93309	0.98192	0.94213	0.99156	0.98228	0.86076	0.91863	0.93969	0.95027	0.98101	0.93335	0.95131	0.98576
0.95839	0.98630	0.94448	0.97509	0.94894	1.00000	0.99658	0.89384	0.92123	0.96318	0.95282	0.98219	0.94386	0.98174	0.98630
0.92451	0.99706	0.91765	0.97124	0.95392	0.99664	0.98000	0.70695	0.92437	0.90287	0.95147	0.97908	0.90127	0.98100	0.98088
0.94661	0.96548	0.95077	0.98945	0.96962	0.99096	0.99096	0.87342	0.98031	0.92801	0.96745	0.98915	0.92593	0.99262	0.99367
0.94521	0.99593	0.94835	0.93496	0.98628	0.99695	0.99446	0.84553	0.84368	0.95184	0.97790	0.99303	0.92488	0.99778	0.98171
0.89583	0.88492	0.89294	0.97049	0.98958	1.00000	0.98106	0.73241	0.90873	0.87349	0.93287	0.99653	0.86138	0.97222	0.96806
0.96642	0.99525	0.96947	0.96044	0.98031	1.00000	0.98172	0.91410	0.94655	0.95647	0.99458	0.98915	0.94878	0.98867	1.00000
0.95421	0.98545	0.98183	0.90476	0.94881	0.95833	0.99320	0.89456	0.94678	0.95022	0.95714	1.00000	0.94188	0.99851	1.00000
0.95552	0.94847	0.96970	0.98913	0.95491	0.98965	0.98068	0.88315	0.96232	0.93696	0.97101	0.98419	0.94553	0.96830	0.98439
0.95724	0.99008	0.94444	0.99074	0.93434	1.00000	0.99190	0.91865	0.95370	0.95797	0.94097	0.99008	0.94097	0.97762	0.99861
0.95406	0.98795	0.94927	0.89307	0.92442	0.99828	0.99036	0.95525	0.94543	0.95405	0.97952	0.91566	0.95229	0.96687	0.94903
0.94835	0.98011	0.97342	0.97123	0.90823	0.98734	0.99437	0.83228	0.91682	0.94790	0.96456	0.98576	0.94277	0.98929	0.92948
0.95428	0.92875	0.97829	0.99286	0.95417	1.00000	0.98750	0.87589	0.98304	0.93631	0.95375	0.98750	0.95459	0.97833	0.92292
0.95284	0.99405	0.95448	0.91667	0.94709	1.00000	0.98901	0.90997	0.93615	0.94832	0.96032	0.99150	0.93124	1.00000	0.97619
0.95329	0.98930	0.94501	0.99118	0.97712	0.99510	0.97995	0.88562	0.92729	0.95078	0.98529	0.98235	0.93819	0.99095	0.98416
0.92751	0.94331	0.94709	0.98191	0.90169	1.00000	0.96996	0.81038	0.89261	0.92797	0.93241	0.99612	0.92854	0.95058	0.89419
0.94715	0.96368	0.96154	0.97863	0.89915	1.00000	0.99417	0.88757	0.95788	0.94028	0.92510	0.99534	0.94368	0.90559	0.99060
0.95992	0.98864	0.98106	0.98958	0.97240	0.99432	0.98769	0.81612	0.98620	0.94102	0.98068	0.98701	0.93684	0.99476	0.98990
0.93826	0.97293	0.94872	0.95256	0.95897	1.00000	0.99231	0.83974	0.89053	0.93704	0.98558	0.97863	0.91952	0.97711	0.99679
0.92466	0.97817	0.91886	0.94028	0.92659	0.99074	0.96970	0.84444	0.91146	0.92539	0.90278	0.98380	0.91721	0.93561	0.94823
0.94265	0.95697	0.96519	0.98193	0.83333	1.00000	0.98424	0.85264	0.94039	0.92452	0.96506	0.99277	0.92574	0.97088	0.97762
0.94920	0.97487	0.97619	0.98810	0.99702	0.98810	0.98810	0.83408	0.93963	0.93515	0.97619	0.99830	0.92629	0.99127	0.99868
0.93897	0.99444	0.94192	0.96667	0.95667	0.99444	0.99333	0.75926	0.90556	0.92418	0.96032	0.99259	0.92375	0.99091	0.96173
0.95450	0.92549	0.97709	0.98487	0.84471	0.99412	0.99706	0.96109	0.93647	0.95744	0.93109	0.99477	0.94062	0.96078	0.99893
0.94538	0.98333	0.96168	0.99621	0.92761	1.00000	0.97096	0.80303	0.91946	0.93636	0.97273	0.99311	0.93005	0.97403	0.99675
0.96135	0.95729	0.97201	0.99554	0.99688	1.00000	0.99256	0.88095	0.93542	0.95597	0.99306	0.99479	0.94176	0.99554	0.99621
