overall	Bile_Duct_Cancer	Breast_Cancer	Colorectal_Cancer	Gastric_cancer	Lung_Cancer	Ovarian_Cancer	Pancreatic_Cancer	I	II	III	IV	0_TFx	>0-0.05_TFx	>=0.05_TFx
0.93266	0.97661	0.91357	0.99532	0.97744	1.00000	0.98480	0.81619	0.97053	0.90869	0.95526	1.00000	0.85429	0.94887	0.99850
0.91153	0.96087	0.88340	0.93478	0.93398	1.00000	0.95169	0.80745	0.88478	0.90777	0.92650	0.96894	0.85739	0.91613	0.99275
0.90877	0.95094	0.89020	0.93615	0.95292	0.98052	0.92707	0.81818	0.90538	0.90788	0.89264	0.94517	0.85519	0.91558	0.95931
0.92279	0.96901	0.87516	0.95246	0.83881	1.00000	0.94523	0.95540	0.92661	0.92041	0.89537	0.97887	0.85595	0.94592	0.95134
0.92410	0.97807	0.91184	0.94079	0.94408	0.97807	0.97672	0.79352	0.92599	0.91433	0.91374	0.97368	0.91513	0.90901	0.98333
0.93258	0.94803	0.87865	0.97957	0.98876	1.00000	0.98957	0.83226	0.98215	0.88136	0.94555	0.99875	0.89070	0.93779	0.99157
0.90629	0.92808	0.89370	0.95434	0.96956	0.97065	0.97385	0.79813	0.93223	0.88097	0.91010	0.97945	0.86837	0.90701	0.97050
0.88498	0.89372	0.90923	0.96256	0.90145	0.99275	0.95217	0.70242	0.90145	0.85738	0.90217	0.97723	0.78865	0.90797	0.97778
0.94000	0.95810	0.93417	0.98267	0.94000	0.99111	0.95259	0.85455	0.90044	0.94019	0.95619	0.98667	0.87467	0.95092	0.98667
0.89986	0.97468	0.92697	0.94361	0.96709	0.92658	0.98619	0.73671	0.83363	0.89583	0.94726	0.97342	0.83484	0.90605	0.98345
0.90452	0.94545	0.86711	0.98333	0.96250	0.98036	0.95000	0.72692	0.89250	0.88571	0.93437	0.97656	0.87031	0.89390	0.98438
0.90465	0.93214	0.89323	0.94615	0.96786	0.97679	0.96875	0.74479	0.92222	0.86464	0.92946	0.96667	0.85787	0.91344	0.98750
0.86618	0.87227	0.87643	0.89114	0.85961	0.84557	0.92405	0.76266	0.80239	0.86848	0.92502	0.88032	0.84705	0.85949	0.94557
0.93316	0.98214	0.88360	0.97279	0.98810	0.98810	0.94974	0.79762	0.87045	0.94267	0.96429	0.98280	0.87987	0.94048	0.99182
0.94971	0.98420	0.92465	0.96695	0.93760	0.99425	0.98563	0.94253	0.93716	0.95178	0.93218	1.00000	0.91223	0.96724	0.96207
0.94107	0.96730	0.92581	0.99732	0.97312	0.98494	0.97229	0.82206	0.97504	0.92142	0.94699	0.97791	0.89157	0.95757	0.99880
0.93818	0.96500	0.93214	0.98500	0.96786	0.99500	0.97045	0.84453	0.91538	0.93256	0.97321	0.96389	0.87976	0.94764	0.99667
0.92757	0.95402	0.91645	1.00000	0.98851	1.00000	0.98132	0.81256	0.99004	0.91443	0.78736	0.99808	0.89505	0.92991	1.00000
0.93545	0.95521	0.90000	0.96667	0.98750	0.99062	0.96250	0.86923	0.91964	0.93656	0.93333	0.98438	0.94605	0.91319	0.98542
0.92317	0.99167	0.95733	0.94667	0.93714	0.99111	0.97889	0.72000	0.95333	0.89806	0.93697	0.98500	0.84784	0.93185	0.98564
0.93365	0.99375	0.89671	0.97750	0.95521	0.99375	0.98523	0.82981	0.96442	0.91098	0.90909	0.99432	0.87240	0.94712	0.99667
0.94582	0.98677	0.92202	0.96561	0.95503	0.95408	0.95337	0.92063	0.92113	0.95482	0.92593	0.96131	0.87500	0.96085	0.98571
0.92391	0.95455	0.95310	0.93506	0.95362	0.99567	0.97303	0.77522	0.90909	0.92273	0.92208	0.98701	0.89965	0.91822	0.98593
0.95256	1.00000	0.93478	0.98482	0.98056	1.00000	0.99375	0.86833	0.96354	0.93590	0.96964	0.99306	0.92042	0.96410	0.98929
0.95332	0.98456	0.97059	0.98753	0.99550	0.99662	0.98526	0.80042	0.97609	0.92466	0.97860	0.99865	0.92535	0.95317	0.99896
0.91584	0.95289	0.90118	0.99030	0.86800	0.94667	0.96762	0.83714	0.93444	0.90822	0.84933	0.97818	0.83944	0.93193	0.99733
0.94033	0.98765	0.89298	0.96869	0.92870	0.99444	0.99167	0.89753	0.90074	0.94708	0.92929	0.99136	0.93419	0.92516	0.99231
0.90516	0.86234	0.84468	0.96104	0.97691	0.99134	0.99188	0.84740	0.95986	0.87504	0.92857	1.00000	0.84578	0.91623	0.98701
0.92299	0.98536	0.91817	0.96396	0.89813	0.96332	0.97490	0.80000	0.75526	0.94850	0.91532	0.97789	0.89865	0.91924	1.00000
0.95922	0.94917	0.92849	0.99043	0.99544		0.98176	0.95035	0.96563	0.94894	0.95745	0.99362	0.89862	0.97937	0.99574
0.92473	0.98505	0.92209	0.99336	0.94767	0.99709	0.93828	0.75814	0.90199	0.91371	0.94715	0.96628	0.86698	0.94622	0.98966
0.92319	0.93468	0.93243	0.95946	0.94294	0.99730	0.99376	0.78919	0.92664	0.89797	0.94144	0.99662	0.89189	0.92273	0.99877
0.87226	0.95062	0.84009	0.92593	0.94074	0.99753	0.93690	0.72663	0.84877	0.84624	0.96451	0.95833	0.79753	0.88744	0.97626
0.92519	0.90222	0.93778	0.94667	0.97333	0.96667	0.97600	0.82933	0.94044	0.91121	0.92923	0.99200	0.86596	0.93393	0.98154
0.93924	0.95781	0.91983	0.98011	0.96778	0.96203	0.96474	0.84430	0.90246	0.94404	0.94839	0.98312	0.91245	0.93931	0.99262
0.91652	0.99241	0.85865	0.97760	0.99458	0.96203	0.95512	0.78843	0.93189	0.88029	0.92194	0.99620	0.84013	0.94566	0.99540
0.93128	0.96563	0.90316	0.99543	0.93415	0.97805	0.97256	0.82483	0.91260	0.92073	0.95366	0.97967	0.90244	0.92591	0.99437
0.92175	0.94210	0.89052	0.93824	0.94769	0.96056	0.94014	0.89816	0.86674	0.92676	0.90744	0.97075	0.86834	0.93146	0.98267
0.94049	0.98701	0.90431	0.96603	0.97547		0.97727	0.85552	0.95887	0.91367	0.96861	0.97727	0.92695	0.93096	0.98501
0.92924	0.92096	0.90414	0.98235	0.98529	0.95294	0.98529	0.85189	0.92752	0.90906	0.95455	0.99510	0.84893	0.94910	0.99599
0.90741	0.92129	0.94146	0.99250	0.90732	0.97154	0.99634	0.66792	0.98374	0.83890	0.95383	0.99335	0.79589	0.92654	0.99512
0.90460	0.93214	0.91950	0.97024	0.93074	1.00000	0.96786	0.72321	0.92196	0.86064	0.95437	0.96939	0.89130	0.90016	0.98810
0.94339	0.99519	0.92468	0.96635	0.97821	1.00000	0.98237	0.87436	0.96154	0.92614	0.95455	1.00000	0.88636	0.95796	0.99573
0.86300	0.94494	0.84354	0.85595	0.91667	1.00000	0.90179	0.72857	0.80612	0.87277	0.89087	0.88095	0.79583	0.88244	0.92857
0.95269	0.97059	0.94258	0.98109	0.94485	0.99020	0.95882	0.93803	0.96849	0.95395	0.91544	0.98529	0.92105	0.95664	0.99332
0.91536	0.97743	0.88104	0.95525	0.96354	0.96944	0.97436	0.83699	0.91059	0.89694	0.95833	0.98843	0.87165	0.92030	0.99107
0.92224	0.98576	0.90127	0.97238	0.93165	1.00000	0.97760	0.78165	0.95570	0.88041	0.96034	0.97468	0.86835	0.92194	0.99494
0.94160	0.97524	0.92733	0.95750	0.97167	0.99556	0.97444	0.86462	0.95429	0.92305	0.93538	0.98500	0.91267	0.93953	0.98333
0.96035	0.98987	0.97539	0.98892	0.97929	0.99367	0.97890	0.84925	0.97288	0.93957	0.95499	0.99655	0.92068	0.96168	0.99446
0.94308	0.97491	0.93070	0.97849	0.95296	1.00000	0.96928	0.86022	0.92571	0.94233	0.94086	0.98208	0.91613	0.93884	0.99218
0.96363	0.98945	0.97617	0.99437	0.95479	0.99156	0.98539	0.85570	0.99032	0.94663	0.95131	0.98987	0.89701	0.98677	0.99805
0.92941	0.97794	0.93583	0.98824	0.89804	0.99412	0.97843	0.80000	0.93255	0.90938	0.94196	0.97529	0.86920	0.93407	0.99095
0.89829	0.93506	0.89810	0.98312	0.96930	0.99134	0.96803	0.71352	0.89381	0.87372	0.92294	0.98413	0.88831	0.88201	0.98701
0.92632	0.97692	0.91132	0.98846	0.99301	0.99359	0.98817	0.73866	0.93162	0.89615	0.94379	1.00000	0.90407	0.92094	0.99893
0.91216	0.99054	0.88514	0.90878	0.89489	0.95270	0.93980	0.86486	0.92954	0.90193	0.89459	0.97748	0.85714	0.92696	0.95322
0.93938	1.00000	0.93001	0.96950	0.98818	0.96454	0.98328	0.84610	0.89561	0.94490	0.94874	0.99149	0.92819	0.93085	0.99226
0.92955	0.98453	0.93586	0.98892	0.91139	0.98373	0.96624	0.76835	0.89740	0.93485	0.92194	0.97187	0.89451	0.93052	0.99873
0.92858	0.97191	0.89576	0.98989	0.96629	0.94382	0.95787	0.84183	0.92603	0.90951	0.93165	0.98570	0.89974	0.93258	0.99501
0.92546	0.97187	0.89451	0.95813	0.97468	0.96624	0.97371	0.81646	0.94515	0.90138	0.93249	0.97595	0.87397	0.93671	0.97760
0.91026	0.91925	0.86667	0.98732	0.99710	0.99034	0.98551	0.79903	0.95963	0.86744	0.93659	0.99517	0.81703	0.94281	0.99638
0.93306	0.97010	0.95847	0.92151	0.94186	1.00000	0.94186	0.80761	0.91085	0.92993	0.94041	1.00000	0.86945	0.94546	0.99585
0.92194	0.97821	0.89977	0.94231	0.91624	1.00000	0.94071	0.88034	0.95406	0.91130	0.88205	0.95971	0.88319	0.93151	0.97070
0.93957	0.97994	0.93416	0.97257	0.97325	0.99074	0.96543	0.82510	0.93364	0.93525	0.91152	0.99040	0.89352	0.95406	0.99314
0.91995	0.96203	0.90506	0.95841	0.97238	0.97468	0.96730	0.75527	0.91139	0.89747	0.97187	0.96835	0.87742	0.91695	0.98644
0.90424	0.95467	0.90904	0.94139	0.89469	0.93407	0.98077	0.78846	0.87363	0.91009	0.90502	0.94505	0.90842	0.88295	0.99756
0.92988	0.96601	0.90602	0.94883	0.94627	0.99561	0.95760	0.83918	0.92982	0.92044	0.95335	0.96711	0.89615	0.94803	0.95724
0.92285	0.97079	0.91139	0.96765	0.89557	0.97468	0.97328	0.84512	0.88776	0.92380	0.93942	0.98418	0.90356	0.92288	0.96765
0.95565	0.99531	0.92041	0.98115	0.91098	0.99085	0.97317	0.95046	0.91540	0.95815	0.96037	0.99268	0.92728	0.95997	0.99350
0.92925	0.95588	0.95882	0.91059	0.94118	0.98235	0.97112	0.74853	0.90882	0.92370	0.94248	0.96235	0.85000	0.95524	0.98118
0.91480	0.98657	0.91209	0.95604	0.91453	0.99451	0.96703	0.77853	0.88530	0.91999	0.87512	0.98626	0.92114	0.89325	0.99451
0.94749	0.96576	0.91775	0.96883	0.95714	1.00000	0.97565	0.89610	0.89728	0.95523	0.93831	0.99258	0.90662	0.95837	0.99567
0.94906	0.97436	0.88105	0.98225	0.99003	0.99359	0.96261	0.92468	0.96154	0.92412	0.97253	0.99038	0.88852	0.97166	0.99014
0.91175	1.00000	0.90714	0.95844	0.91735	0.97857	0.98929	0.74821	0.88872	0.89441	0.93956	0.98143	0.88629	0.91039	0.98286
0.89787	0.96707	0.85610	0.96477	0.87711	1.00000	0.95976	0.81794	0.84011	0.87937	0.91202	0.98004	0.82114	0.91248	0.99390
0.93823	0.98110	0.93189	0.98401	0.94723	0.99535	0.91957	0.88014	0.85917	0.97453	0.91196	0.97384	0.90592	0.94089	0.99651
0.82796	0.98000	0.76813	0.74886	0.92222	1.00000	0.82679	0.84688	0.81364	0.81136	0.87500	0.84167	0.75250	0.84261	0.90000
0.92353	0.96714	0.89430	0.98527	0.91222	0.99598	0.97246	0.85635	0.95509	0.90161	0.93072	0.99312	0.89253	0.92289	0.98996
0.94265	0.99679	0.90965	0.99744	0.95726	0.99817	0.99430	0.86813	0.94765	0.92457	0.96351	0.99840	0.88767	0.95064	0.99829
0.91726	0.95688	0.89879	0.91026	0.93590	1.00000	0.96886	0.77885	0.84957	0.93288	0.94139	0.92949	0.85897	0.93929	0.97619
0.91424	0.97529	0.89877	0.96013	0.94884	1.00000	0.94820	0.79457	0.86628	0.90661	0.97342	0.97820	0.87209	0.91226	0.98643
0.95429	0.96825	0.96399	0.92222	0.99888	0.94004	0.98920	0.84774	0.88683	0.97588	0.94207	0.99824	0.91523	0.95525	0.99525
0.93426	0.99430	0.87364	0.97531	0.96914	0.96296	0.98148	0.83096	0.88546	0.93154	0.97407	0.98765	0.92395	0.92228	0.99030
0.95265	0.96499	0.92767	0.95108	0.95377	1.00000	0.98826	0.92955	0.96184	0.94455	0.94031	0.98478	0.92466	0.95890	0.98841
0.94389	0.97858	0.87470	0.98138	0.96888	1.00000	0.97390	0.89704	0.95047	0.92966	0.94458	0.99312	0.89915	0.96213	0.99562
0.95129	0.95152	0.95265	0.96128	0.98347	0.96970	0.97727	0.88636	0.90404	0.95418	0.97944	0.97403	0.92121	0.95743	0.99242
0.91593	0.97478	0.89620	0.86623	0.93640	0.99342	0.95694	0.81469	0.92036	0.90896	0.90486	0.94079	0.87061	0.92625	0.98026
0.91696	0.92344	0.88026	0.97500	0.89500	0.96250	0.94141	0.91944	0.90268	0.90781	0.91083	0.98214	0.89300	0.91036	1.00000
0.91869	0.96250	0.87013	0.92727	0.98182	0.99143	0.95824	0.81571	0.88647	0.91837	0.92597	0.97347	0.85844	0.93191	0.97738
0.91764	0.98553	0.86899	0.98964	0.97890	0.98734	0.97468	0.77215	0.91693	0.88994	0.94177	0.98228	0.85506	0.92348	0.99416
0.92203	0.95833	0.90667	0.98291	0.95192	0.99145	0.99103	0.80000	0.88856	0.91244	0.92998	0.98077	0.88272	0.93119	0.98333
0.90392	0.90495	0.87571	0.98527	0.95181	0.99197	0.97831	0.71687	0.89157	0.88269	0.90763	0.97691	0.86836	0.90211	0.98332
0.92957	0.94639	0.92308	0.96647	0.97650	1.00000	0.97115	0.80128	0.94979	0.91294	0.93240	0.97596	0.88071	0.94090	0.98951
0.93397	0.96429	0.89232	0.99603	0.95833	0.99320	0.95767	0.86667	0.95238	0.91307	0.95000	0.99320	0.84900	0.95709	0.98168
0.92146	0.97970	0.91124	0.94359	0.93333	0.95128	0.96154	0.81657	0.88934	0.92754	0.89842	0.99038	0.86645	0.93112	0.99038
0.94037	0.98184	0.89255	0.98237	0.96026	0.99573	0.97578	0.87546	0.89103	0.94928	0.91608	0.98718	0.91880	0.93744	0.99573
0.92851	0.94052	0.89506	0.94599	0.97531	0.99383	0.96543	0.87318	0.91358	0.92130	0.91182	0.97531	0.86420	0.93827	0.97016
0.95139	0.95682	0.95109	0.96250	0.96250	0.99375	0.97000	0.88125	0.95917	0.94406	0.93833	0.98194	0.91106	0.96528	0.99375
0.92564	0.99188	0.92208	0.95312	0.96465	0.98674	0.95028	0.75631	0.92708	0.89697	0.93561	0.98611	0.86765	0.93631	0.99148
0.89347	0.96582	0.88161	0.87572	0.90348	0.97679	0.90823	0.82278	0.85555	0.89192	0.94131	0.90717	0.87829	0.89194	0.93924
0.94978	0.96120	0.94090	0.99634	1.00000	1.00000	0.98238	0.83130	0.95787	0.92716	0.97154	1.00000	0.90549	0.95867	0.99695
0.92419	0.94803	0.91511	0.97715	0.95579	0.99462	0.94444	0.83011	0.83187	0.94373	0.92473	0.99355	0.92675	0.91200	0.99462
0.92480	0.97889	0.93182	0.96622	0.96757	0.98423	0.97523	0.73842	0.88829	0.91949	0.93971	0.98348	0.88000	0.92763	0.99099
0.93247	0.96667	0.92487	1.00000	0.95023	0.97569	0.98457	0.83854	0.91964	0.92243	0.92685	1.00000	0.88231	0.93692	0.98932
0.92431	0.95615	0.90028	0.93369	0.93213	1.00000	0.96176	0.85134	0.90980	0.92261	0.92185	0.97941	0.89632	0.92765	0.99358
0.90605	0.96812	0.88203	0.98465	0.95362	0.99629	0.98377	0.73327	0.81385	0.89127	0.94156	0.99410	0.85335	0.91067	0.99567
0.73019	0.85341	0.73408	0.51066	0.61647	0.94378	0.84337	0.77294	0.67192	0.77254	0.75060	0.64578	0.69707	0.74910	0.70582
0.84849	0.89888	0.83350	0.87554	0.83788	0.96255	0.93258	0.70974	0.80207	0.84052	0.91386	0.87232	0.79080	0.87079	0.89023
0.93072	0.96230	0.89947	0.95635	0.98413	0.97917	0.96861	0.83442	0.93353	0.91156	0.96769	0.97487	0.86341	0.94258	0.97682
0.94783	0.99579	0.95112	0.96543	0.93098	0.99157	0.98444	0.84372	0.95256	0.93412	0.95301	0.98876	0.89451	0.95682	0.98127
0.92811	0.95398	0.93242	0.92945	0.92593	0.96296	0.98519	0.85514	0.85185	0.94110	0.90123	0.98060	0.90309	0.92514	0.98148
0.89640	0.95299	0.90097	0.83333	0.90895	0.89583	0.98958	0.83333	0.80787	0.92361	0.89520	0.97454	0.87340	0.90104	0.94792
0.86045	0.95570	0.85326	0.85949	0.78165	0.93249	0.95118	0.69831	0.87067	0.83211	0.87342	0.97046	0.79747	0.86625	0.97943
0.93466	0.98171	0.95528	0.96341	0.92317	1.00000	0.97092	0.80155	0.92520	0.91211	0.94390	0.98780	0.85915	0.95935	0.99113
0.91953	0.95326	0.93091	0.99051	0.99015	0.99789	0.99684	0.73180	0.89602	0.90924	0.94515	1.00000	0.87389	0.92463	0.99708
0.88445	0.95971	0.84737	0.95192	0.97276	0.97436	0.94957	0.75000	0.90855	0.83032	0.91538	0.95940	0.83026	0.89263	0.97009
0.89873	0.97323	0.86919	0.95783	0.92530	0.95582	0.95080	0.70120	0.87318	0.89213	0.93420	0.97189	0.85752	0.89906	0.98357
0.92940	0.93924	0.90278	0.90783	0.95679	0.96991	0.95660	0.91667	0.91759	0.93333	0.89385	0.99603	0.86806	0.94994	0.96759
0.94291	0.93570	0.93232	0.99390	0.96037	1.00000	0.96799	0.91463	0.96951	0.93774	0.91463	0.98537	0.88020	0.95184	0.99812
0.93535	0.95131	0.90579	0.95955	0.94607	0.97753	0.96442	0.87947	0.95693	0.90811	0.93446	0.98876	0.88539	0.94896	0.98764
0.94489	0.98765	0.93981	0.98642	0.93210	0.95062	0.97531	0.87749	0.94553	0.93275	0.95988	1.00000	0.89429	0.94969	0.99240
0.91486	0.99250	0.90250	0.87604	0.96429	0.99000	0.96429	0.81354	0.91071	0.90884	0.91250	0.94531	0.89773	0.91941	0.92946
0.89202	0.94810	0.90171	0.97590	0.86747	1.00000	0.95582	0.62651	0.86881	0.89126	0.89157	0.96787	0.85456	0.89300	0.99277
0.93616	0.94691	0.88239	0.96399	0.93827	1.00000	0.97634	0.92515	0.92798	0.92987	0.94102	0.98413	0.90598	0.93942	0.98575
0.95274	0.97409	0.93089	0.95122	0.94568	1.00000	0.98323	0.94411	0.94207	0.95715	0.94164	0.98537	0.90549	0.97263	0.95993
0.93863	0.97985	0.92857	0.96154	0.93077	1.00000	0.98397	0.86785	0.93376	0.92978	0.94551	0.99231	0.91193	0.93809	0.99650
0.92902	0.92105	0.91705	1.00000	0.93947	1.00000	0.99232	0.82018	0.96491	0.89642	0.95614	0.97180	0.86300	0.94104	1.00000
0.92364	0.97619	0.91456	0.97922	0.98268	0.97403	0.97403	0.75724	0.90110	0.90376	0.94923	0.98557	0.85405	0.94274	0.98571
0.92033	0.99719	0.89513	0.90705	0.93165	0.97753	0.97472	0.85393	0.89663	0.91752	0.90262	0.98876	0.90730	0.91136	0.97566
0.91813	0.99601	0.86503	0.93810	0.93351	0.95289	0.96645	0.75355	0.89800	0.91834	0.82979	0.97389	0.86930	0.90919	0.99316
0.94555	0.98122	0.93092	0.99296	0.95134	0.98592	0.98122	0.83920	0.94218	0.93973	0.93897	0.99396	0.91994	0.93827	0.99736
0.94048	0.95408	0.93236	0.96104	0.97321	0.97857	0.94709	0.89603	0.92540	0.93924	0.93690	0.98065	0.89737	0.95958	0.98810
0.94834	0.94462	0.96351	0.99367	0.93671	0.99367	0.99367	0.81139	0.95612	0.91491	0.99409	0.99819	0.88911	0.97566	0.98987
0.93304	0.91528	0.92609	0.98472	0.95417	0.96250	0.99432	0.80000	0.95250	0.91433	0.94886	0.98281	0.90417	0.94336	1.00000
0.94427	0.94203	0.93813	0.95516	0.99457	0.94783	0.97717	0.83937	0.89855	0.95062	0.95516	0.97418	0.89620	0.95850	0.99348
0.82351	0.91930	0.81103	0.78662	0.80832	0.85654	0.86582	0.76047	0.77034	0.83321	0.80922	0.87342	0.76392	0.83183	0.92880
0.93647	0.97945	0.91492	0.94770	0.94147	1.00000	0.98459	0.84018	0.88128	0.94435	0.91476	0.97808	0.91126	0.93915	0.96967
0.88137	0.99559	0.84874	0.94771	0.94902	0.98319	0.94588	0.57754	0.85630	0.85219	0.95000	0.96078	0.82043	0.89098	0.97206
0.88932	0.94246	0.84459	0.97257	0.94304	0.98373	0.95298	0.78814	0.91421	0.86155	0.91682	0.99277	0.85127	0.88156	0.99262
0.90244	0.99458	0.91750	0.96206	0.95884	0.97256	0.97007	0.69593	0.84479	0.88368	0.95351	0.98084	0.85899	0.89485	0.98882
0.89401	0.89683	0.87905	0.98785	0.98438	0.99537	0.97854	0.73611	0.91369	0.87107	0.92477	0.99653	0.80177	0.91793	0.99167
0.91948	0.92722	0.92182	0.96361	0.88748	0.98945	0.90999	0.87794	0.92686	0.91047	0.95570	0.89331	0.83122	0.93321	0.98734
0.93993	0.97884	0.92920	0.98512	0.95000	0.94048	0.96429	0.89711	0.96569	0.91558	0.94762	0.99762	0.86548	0.97039	0.99008
0.93203	0.95652	0.92029	0.98732	0.92432	0.96894	0.96329	0.86232	0.89493	0.93043	0.93685	0.98814	0.90278	0.93304	0.98216
0.89894	0.98810	0.84458	0.99074	0.94192	0.99444	0.97801	0.76091	0.92978	0.87208	0.87269	0.99603	0.84653	0.89976	1.00000
0.93108	0.98072	0.94039	0.92771	0.98905	0.97762	0.96265	0.80637	0.93905	0.91398	0.96867	0.96988	0.87952	0.94316	0.98610
0.88895	0.98734	0.90316	0.88262	0.86392	0.87342	0.87482	0.84072	0.84629	0.90374	0.88228	0.89241	0.81487	0.91730	0.88246
0.94408	0.93875	0.96842	0.97589	0.90833	1.00000	0.93438	0.90357	0.95000	0.94226	0.89875	0.98594	0.88864	0.96131	0.98542
0.92563	0.97619	0.88585	0.92063	0.94841	0.98333	0.95238	0.89286	0.92424	0.91098	0.94762	0.97279	0.84794	0.95455	0.96537
0.94170	0.98930	0.92967	0.99118	0.97059	0.99510	0.96658	0.86193	0.90033	0.94418	0.96765	0.97941	0.93067	0.93783	0.97851
0.91513	0.93605	0.92151	0.99096	0.92918	0.99709	0.93605	0.78354	0.84542	0.91925	0.94041	0.99225	0.89657	0.90722	0.98837
0.92527	0.98077	0.91081	0.98148	0.93504	0.99359	0.98252	0.79980	0.95147	0.89676	0.92375	0.99301	0.92137	0.90159	0.99145
0.94886	0.97955	0.94571	0.99337	0.97240	0.94318	0.96402	0.84814	0.95373	0.93642	0.96932	0.97727	0.87767	0.95892	0.99432
0.92072	0.97293	0.91231	0.98462	0.97692	1.00000	0.97179	0.78114	0.88856	0.90484	0.98077	0.98433	0.89793	0.91972	1.00000
0.91248	0.94841	0.91667	0.97222	0.91865	0.97685	0.92551	0.81944	0.86024	0.92506	0.89931	0.97917	0.87731	0.91667	0.97475
0.91486	0.90534	0.91566	0.98709	0.87349	1.00000	0.95181	0.79703	0.91693	0.88519	0.92289	0.98675	0.85255	0.92349	0.98365
0.88716	0.95635	0.87500	0.96032	0.99107	0.91071	0.96429	0.74182	0.85714	0.86497	0.92659	1.00000	0.87454	0.86905	0.99603
0.91894	0.99722	0.91869	0.96222	0.97444	0.99444	0.97889	0.65679	0.88148	0.89412	0.96032	0.98025	0.87929	0.92389	0.99383
0.95519	0.92941	0.94923	0.98992	0.89882	0.98235	0.99265	0.96561	0.93529	0.95813	0.93193	0.99739	0.93870	0.95046	1.00000
0.90722	0.95758	0.89661	0.98611	0.84343	0.98106	0.93056	0.78671	0.84131	0.91098	0.92576	0.98209	0.85664	0.91094	0.99026
0.92965	0.95625	0.92448	0.98214	1.00000	1.00000	0.98958	0.78497	0.82604	0.93584	0.96991	0.99479	0.83333	0.95625	0.99053
