site_name	pearson_r_central_coverage.single_length.35-100bp	pearson_pval_central_coverage.single_length.35-100bp	lin_reg_RMSE_central_coverage.single_length.35-100bp	pearson_r_mean_coverage.single_length.35-100bp	pearson_pval_mean_coverage.single_length.35-100bp	lin_reg_RMSE_mean_coverage.single_length.35-100bp	pearson_r_amplitude.single_length.35-100bp	pearson_pval_amplitude.single_length.35-100bp	lin_reg_RMSE_amplitude.single_length.35-100bp	pearson_r_central_coverage.single_length.100-200bp	pearson_pval_central_coverage.single_length.100-200bp	lin_reg_RMSE_central_coverage.single_length.100-200bp	pearson_r_mean_coverage.single_length.100-200bp	pearson_pval_mean_coverage.single_length.100-200bp	lin_reg_RMSE_mean_coverage.single_length.100-200bp	pearson_r_amplitude.single_length.100-200bp	pearson_pval_amplitude.single_length.100-200bp	lin_reg_RMSE_amplitude.single_length.100-200bp	pearson_r_central_coverage.multi_length.35-100bp	pearson_pval_central_coverage.multi_length.35-100bp	lin_reg_RMSE_central_coverage.multi_length.35-100bp	pearson_r_mean_coverage.multi_length.35-100bp	pearson_pval_mean_coverage.multi_length.35-100bp	lin_reg_RMSE_mean_coverage.multi_length.35-100bp	pearson_r_amplitude.multi_length.35-100bp	pearson_pval_amplitude.multi_length.35-100bp	lin_reg_RMSE_amplitude.multi_length.35-100bp	pearson_r_central_coverage.multi_length.100-200bp	pearson_pval_central_coverage.multi_length.100-200bp	lin_reg_RMSE_central_coverage.multi_length.100-200bp	pearson_r_mean_coverage.multi_length.100-200bp	pearson_pval_mean_coverage.multi_length.100-200bp	lin_reg_RMSE_mean_coverage.multi_length.100-200bp	pearson_r_amplitude.multi_length.100-200bp	pearson_pval_amplitude.multi_length.100-200bp	lin_reg_RMSE_amplitude.multi_length.100-200bp
ATF4.hg38.10000	-0.3665067692983461	0.1346660399736799	0.0614809258861236	-0.2987946778604072	0.2284247996442442	0.0123141044692961	-0.0265981341096307	0.9165640560568566	0.3560505749212768	0.4266191276638569	0.0774694479107234	0.0116932188836956	0.1364116237749516	0.5893828280413685	0.0039236701620073	-0.7768323769593557	0.0001493679089293	0.1763642879229985	-0.400070569279919	0.0999596636347651	0.0547354474424246	-0.2636482607646278	0.290460980383363	0.0111517931553369	-0.0604120760603577	0.811785722643126	0.4134605595929769	0.3970606857038375	0.1027771992687831	0.0111074977448794	0.0958485279308838	0.70518554108151	0.0038579681502715	-0.7700337655031028	0.0001855263201578	0.1781909990820018
ATF7.hg38.10000	-0.3997731111475824	0.1002356106797117	0.0815365016444209	-0.3001952334122584	0.226145402011066	0.0181784124335407	-0.2988572037719104	0.2283227253956024	0.4363528324048952	0.4556620502411709	0.0573866251530396	0.0154938298392726	0.1407079654235996	0.5775964428927627	0.0049909053308264	-0.6856052974083714	0.0016854475479979	0.1436942747359552	-0.420679469695765	0.082142780023076	0.0634924484752076	-0.4033886626925737	0.096918471634218	0.013284939935053	-0.1201319069272174	0.6349209081788592	0.4972821163192443	0.4291149203403916	0.0755651996215052	0.0152235442586067	0.1259041404445847	0.6186205457348148	0.0050647092589055	-0.6917719106768797	0.001470339089376	0.1413124601880314
BACH1.hg38.10000	-0.4167857210718216	0.0853162131592827	0.2230508099040333	-0.2730944565778199	0.2728722801691158	0.0552590822191802	0.0011666766347465	0.9963342088375108	0.2834961688428713	0.7987488528912172	7.039103717991516e-05	0.0219920606688821	0.3811280827461339	0.1186455895514256	0.0113209026570073	-0.8953381765254026	5.189344275349669e-07	0.1831601259026918	-0.5776718718544339	0.0120503115111037	0.1671778115636488	-0.5162476154256724	0.028285102492254	0.0337140974298242	-0.3764715571209023	0.123593440548294	0.1611184294788491	0.7707795448564542	0.000181230352706	0.0255090892752316	0.3816201976685826	0.1181310000135109	0.0121236524978319	-0.8909820947205818	7.089807185122789e-07	0.1867876350869244
BACH2.hg38.10000	-0.5559608483968815	0.0165850522399663	0.1724426064830974	-0.4593704420961699	0.0551354214462575	0.0254702098519761	-0.2997470242494465	0.2268732605030815	0.2302627187182819	0.8673749422733937	3.1485071378420367e-06	0.0160125530028713	0.686139923050232	0.0016658237245655	0.0066080215175611	-0.8525521406235487	6.997890886914175e-06	0.190122860999153	-0.6454214986808546	0.0038184230126286	0.1545272026309036	-0.5680154388504708	0.0139257944927352	0.0210879891554312	-0.1284396537825285	0.611513071684157	0.3244605393123637	0.8703167642524987	2.6568695336202397e-06	0.0161736002629909	0.6771710280738523	0.0020212558536594	0.0067613689145746	-0.8484148504096753	8.613107835647037e-06	0.1918711454339154
BATF.hg38.10000	-0.5139295574933808	0.0291265985616493	0.128382580134063	-0.3099493041606511	0.2106775474769582	0.0162097908986557	-0.1834922403661842	0.4661078178225967	0.4316830258530198	0.7230448055367603	0.0006976286947547	0.0193026409178466	0.6108033648271755	0.007088818419137	0.0049039012252842	-0.8308792260951438	1.950445733103993e-05	0.258479926023659	-0.6742416249981183	0.0021500774760155	0.0966855784213783	-0.4845722264373317	0.0415506503128549	0.0116461012643376	-0.3282736855736392	0.1835266241754524	0.3636600644669431	0.7329169934974896	0.000540136842541	0.0191697125367114	0.6086143539259188	0.0073545422488355	0.0049708548778739	-0.8231526622639147	2.7171669509750748e-05	0.2620392636884641
BATF3.hg38.10000	-0.2592059218885741	0.2989648840763088	0.0714146973491685	-0.2192731986603797	0.3819984086890566	0.0117688633337228	0.1244841942839129	0.6226150606999362	0.381468352583834	0.6797389719012723	0.0019136358647741	0.0169706236715241	0.6202920899123378	0.0060251798134099	0.0043414483475466	-0.6721231567885209	0.0022473970691087	0.2088839035940761	-0.4269686137846638	0.0772006950968504	0.0560363259406102	-0.2958590517773322	0.233250263394959	0.0098845553433129	0.0912884698163443	0.718658131183006	0.4015986090824693	0.6850737474165247	0.0017051477751931	0.0167759690241585	0.617228153194293	0.0063534178911944	0.0043315043537757	-0.6630005683422823	0.0027089430424003	0.209569499398172
BCL11A.hg38.10000	-0.4368381341849697	0.0698906637278217	0.1502481692027927	-0.3218424035165179	0.1927742521401348	0.0310421658089212	0.2826308129284945	0.2557985234499724	0.3517428195658283	0.7907332556308341	9.362621005223684e-05	0.018522141076934	0.614325475926966	0.0066776034711188	0.0061125557167829	-0.8591243154802285	4.965718286615969e-06	0.1255748011653304	-0.6563689182085312	0.0030911969916138	0.093943723792527	-0.5470717052368191	0.0187916428790035	0.0198043349994685	0.1885063709634077	0.4537945039322111	0.3563172639496869	0.78980716711511	9.668770114890496e-05	0.0199477688228287	0.6097714031955388	0.0072131037208423	0.0065010608515931	-0.8505803481518373	7.731886047819453e-06	0.1284083081023385
BCL11B.hg38.10000	-0.298470581564458	0.2289543603458539	0.3262874912694412	-0.3057215306675702	0.2172946652374554	0.0837842394025193	-0.0129490832126276	0.9593287312258408	0.6219423938840973	0.7064050448188787	0.0010493708763143	0.0255171181992629	0.2566879757436887	0.303850797369677	0.0206049275470934	-0.2972258912158877	0.2309954604720593	0.0753161608451168	-0.5309851141027905	0.0233676821985199	0.1707600262957135	-0.4869170151750497	0.0404307269127791	0.0514702296161465	0.259081204685787	0.2992057692761412	0.3313001677329271	0.6784050508840108	0.0019689320134897	0.0303699993106752	0.2896444158291563	0.2436793138929374	0.0214170487327125	-0.2298965125713163	0.3587640955799449	0.0721621782795204
BCL6.hg38.10000	-0.5817430824339983	0.0113227451405874	0.2835579908579681	-0.3554020505502061	0.1477996085728445	0.0419052003155939	-0.0279624117803269	0.9122996592847932	0.5303839946651545	0.8393539743570589	1.329819199890048e-05	0.0187837772805912	0.5836874837538832	0.0109878884907143	0.0106407052475061	-0.8135447776968205	4.017052519705496e-05	0.2847619910908384	-0.6974029074574085	0.0012942962598341	0.2095464357741554	-0.5571964491349573	0.0162953092708693	0.0289833461329415	0.06044957327992	0.8116708820597146	0.5217316152291709	0.8379761210800631	1.4173344380103224e-05	0.0191882092264575	0.5790858110940987	0.0117935152417616	0.0110300817603787	-0.806012134866802	5.376222194576552e-05	0.2898053322693055
BHLHE40.hg38.10000	-0.4436572801229597	0.0651481604183893	0.3193318460197389	-0.2726678565766677	0.2736520963604468	0.0690194762003097	-0.0394869534151969	0.8763785746840115	0.5004529058629408	0.6611856296256711	0.0028094647479864	0.0214175930142307	0.0844513393592419	0.7390059508161985	0.0169708880049673	-0.8642931015669825	3.7455044159764143e-06	0.132555110012146	-0.5679876075961936	0.0139315165506574	0.2195002634420097	-0.5056338292305825	0.0322981705241068	0.0445303217741252	-0.2738665058342512	0.2714644811461345	0.4571289592027889	0.6408558911727793	0.0041604025907261	0.0248265026857837	0.12544501481717	0.6199110274064595	0.0177447427114191	-0.8570148648464714	5.55386938987619e-06	0.1367764851755867
BPTF.hg38.10000	-0.1632273284033894	0.5175275778612914	0.072997994774261	-0.3072679956891781	0.2148587577473948	0.0111037881798359	-0.102045297711721	0.687010937448111	0.2221180864199104	0.0740308937752774	0.770333765924761	0.0143064043635273	-0.4131499425216925	0.088359243393175	0.0037320359526184	-0.0415520806079663	0.8699639836374283	0.0558903627361207	-0.4701246853383081	0.0489817447588012	0.0394452541168804	-0.3372288724988101	0.1711511300712522	0.0099905694679364	0.0498820887365743	0.8441719066623475	0.3337943633958392	0.119896158836522	0.6355901163670503	0.0146352404245674	-0.3996283963178018	0.1003700581412413	0.0037843901486669	-0.0173937041246571	0.9453859787568396	0.055521749175235
CDX2.hg38.10000	-0.2721483378033874	0.2746036205028305	0.1193969745709572	-0.2210999369271077	0.3779450667694393	0.0266386840099842	0.1242382952264234	0.623307834330354	0.1942861632094749	-0.5816061641172492	0.0113466287351593	0.0282527131852771	-0.6538972704331034	0.0032445237778965	0.0113389395734933	0.4957667928428797	0.0364105334196799	0.1424795513084451	-0.3000031330427836	0.2264571744364189	0.1036356133272941	-0.3077026663608934	0.2141772990066359	0.022745617178919	-0.4388376270176914	0.0684744093777574	0.2541318597770662	-0.5803932231947738	0.011559974491787	0.0281642714104962	-0.643594950012921	0.0039523660001093	0.0114659237677215	0.5011354307714598	0.0341259738207612	0.1401834676032279
CEBPA.hg38.10000	-0.6550378724939809	0.0031730104711792	0.1536970374071538	-0.5617827277685551	0.0152547081466235	0.0197100441457228	-0.3503047577743168	0.1541140851782293	0.3395601303434128	0.8803705113612903	1.4398515854157638e-06	0.0261196839759755	0.8299107575530901	2.035014147868039e-05	0.0078431336322508	-0.8376537117733008	1.4385091418325896e-05	0.5765147223305402	-0.7415055062691233	0.0004284772804284	0.1367139239100997	-0.6673645224518144	0.00247929533842	0.0177762645561061	-0.4903259382640334	0.0388438843351233	0.2322055225283429	0.884970464640498	1.06810666011944e-06	0.0255073429384735	0.8288792333660939	2.1285148274545745e-05	0.007813884538124	-0.8375142173416038	1.4477541777630478e-05	0.5746839575768538
CEBPB.hg38.10000	-0.5104513797301964	0.0304255155483578	0.1216154788807768	-0.4182174979272263	0.0841390872095991	0.0191287203636038	-0.6964829765444182	0.0013217954319481	0.2816451238308292	0.7906867430677647	9.377798673795792e-05	0.0159541213075761	0.2914651047543907	0.2405938415381044	0.0067565292449351	-0.7822300195017339	0.0001250837703222	0.4756313400996297	-0.6156571164227755	0.0065272562934243	0.1020132644654224	-0.5782741403231595	0.0119403886513987	0.0155144735983175	-0.5331340107470189	0.0227104727270381	0.2814742448666649	0.796408017407444	7.660370447993326e-05	0.0157292863803035	0.288288332703725	0.2459936533015609	0.0067336998319844	-0.7844053866047265	0.0001162900585114	0.4720463802167082
CEBPD.hg38.10000	-0.5011499523164601	0.034119947952514	0.1463921303953412	-0.3445284650537168	0.1614903991956151	0.0312067974789789	0.0391250833918918	0.8775033629063547	0.2889441486161286	0.6282198799532486	0.0052392742757107	0.0268858979011797	0.4414923341786455	0.0666270748584072	0.0082668914841636	-0.8253498247699337	2.4767238400542355e-05	0.1928458596757116	-0.6501451076694966	0.0034891640845706	0.1129342053848746	-0.5291381171284432	0.0239443664543122	0.0224898985100612	0.3633356151302636	0.1383302876199663	0.3653861832467884	0.6409673492357641	0.0041517661275974	0.0271249623960323	0.4436975163371777	0.0651209074542989	0.0086411188078799	-0.8229657744457587	2.7385072882603747e-05	0.1939340494931583
CEBPG.hg38.10000	-0.4977338979141626	0.03556021822557	0.104314046876544	-0.4398881416148939	0.0677389031452316	0.0142317175299052	-0.4032797651761775	0.0970172091784246	0.4227247086967616	0.6708419279415331	0.0023079972750153	0.0142365399414132	0.2096855111531907	0.4036632925575931	0.0051535531756251	-0.6815395273339923	0.0018410366861037	0.4669636105025649	-0.6020387030424347	0.0082015146518751	0.0861621966665372	-0.5297681329431706	0.0237464216912416	0.0120231348054203	-0.2709472547819304	0.276811258529256	0.420756098831809	0.6683181641968639	0.0024313098821182	0.0138989012334902	0.1993853231411281	0.4276589885768326	0.0051357601855343	-0.6826491568078651	0.0017974411180225	0.4647432061803045
CLOCK.hg38.10000	-0.3009900989209441	0.2248583009045791	0.1894602634011656	-0.2137942419235537	0.394298955704127	0.0559800402903279	-0.1390594876258355	0.5821069481602754	0.3645874659386824	0.1872911606584442	0.4567634139592881	0.0175795974662076	-0.0102422898965579	0.9678256809186796	0.0113531605630989	0.1660871773588324	0.5101144725446494	0.0582281078153614	-0.4465070150536411	0.0632388491603066	0.1267664052428187	-0.4687635405763106	0.0497304551025616	0.0340922602861679	-0.0664509083598964	0.7933395522385612	0.3581412286940429	0.2847175803525916	0.2521539176964025	0.0193141855376505	0.0594585474495902	0.8147072624603338	0.0125002106584964	0.1868207367453249	0.457915356666811	0.0572874940720411
CREB1.hg38.10000	-0.4456418972778411	0.0638140091081132	0.517482006928364	-0.2692949086580614	0.2798661176982401	0.0996088449122978	-0.1259936503710415	0.6183690802789577	0.8333939317539865	-0.3785796826820162	0.1213357493371622	0.0254424358232576	-0.0857055749451144	0.735260429135006	0.0292025314895936	-0.7454774018819064	0.0003838097792408	0.3168347472417724	-0.5644698460579227	0.0146699618303472	0.3633548006148253	-0.4736317048065662	0.0470919774199713	0.0686098286486988	-0.3161038162111828	0.2012822689876071	0.7195383840095011	-0.3496801669667586	0.1549003383647078	0.0273578739562865	-0.0486211144861222	0.848067208610995	0.0301471900601717	-0.7315141705124489	0.0005605047309838	0.3260409429657089
CREM.hg38.10000	-0.4964987724763732	0.0360923175621329	0.4817659796334649	-0.3118467343800016	0.20775102720227	0.0844994786683554	-0.26319815244319	0.29131585772533	0.987434521735567	0.3909146564332678	0.1087065838474656	0.0240916943873794	0.1195814886870072	0.6364837759438207	0.0237938450027044	-0.8743993815936492	2.08474552944433e-06	0.2757536031567962	-0.6034617691241512	0.0080118637731194	0.3550910511207711	-0.5151143566068995	0.0286941035614201	0.0587552658522156	-0.4117260098355187	0.0895722710128158	0.8437006437624336	0.3809441951872467	0.1188382813857252	0.0260628581188461	0.146359815123592	0.562246117528685	0.0246769707061883	-0.8672427852818209	3.172314752088384e-06	0.2813261030686781
CTCF.hg38.10000	-0.6031969109955996	0.0080468906809874	1.7485881201999107	-0.5882506633804656	0.0102331073952985	0.0714333143040229	-0.5399801802738202	0.0207127047824205	7.112912730187825	-0.1902711328585179	0.4495005297061796	0.0343275056803704	-0.5120086801938681	0.0298385138714865	0.0151762690356037	-0.9250723557245036	3.941395913226579e-08	1.1748208745315087	-0.6335439306532316	0.004759917980486	1.5241382619847832	-0.642803918805409	0.0040115528071717	0.0613187258632164	-0.5636524050778586	0.0148459288950666	5.924457695106173	-0.2325929007179208	0.3529973890500194	0.0369701621012448	-0.5265229536644865	0.0247798497109836	0.0148430439590575	-0.9222937023408676	5.227424304895063e-08	1.1907997784490574
CTCFL.hg38.10000	-0.5246068147556876	0.0254063232862149	0.9176474730483424	-0.3715024248791913	0.1290318002047261	0.0662787415390577	-0.5116157184791835	0.0299858001838032	3.0744517320250484	0.5405525349090954	0.0205521589361452	0.0199810002999221	-0.0676142216860448	0.7897977517829918	0.0144445317975725	-0.8794045011179135	1.53069274685085e-06	0.7389452160142186	-0.5963555756736438	0.0089953103523583	0.6777007682487064	-0.5697350554472099	0.0135758533027381	0.0440473527859727	-0.5275391447475098	0.0244525400824275	2.289709836061617	0.5254273126256798	0.0251365705404563	0.0227524786762928	-0.0218854737914443	0.931310662280479	0.0147409860090086	-0.8767062553735829	1.811051823094332e-06	0.7418807639168273
CXXC1.hg38.10000	0.1130766954496499	0.6550627881397781	0.1885441837673873	-0.1951965338361542	0.4376270287308202	0.1224625148895047	-0.4320455306012671	0.0733734313930674	0.5856585673139774	0.5882574487753748	0.0102320168622107	0.0575200691649542	0.1859173872371138	0.460131537309836	0.0356834123226135	0.2844078423952558	0.2526928090440298	0.140388571414491	-0.1723310288176061	0.494105922020179	0.1007952899847307	-0.4530807785646513	0.0589938030214906	0.0739765717682232	-0.492021789869516	0.0380724605819861	0.4594017230672599	0.5880192414747797	0.0102703568197687	0.0649810065067959	0.2234138601327724	0.3728452137842172	0.0374185401884135	0.2533261541399448	0.3104483221554318	0.1467009860149833
DDIT3.hg38.10000	-0.3483294887556252	0.1566099983405977	0.0972929897019439	-0.330628870990408	0.1802155890854621	0.0139584286031212	-0.2557162063591413	0.3057491768320072	0.2726903104833865	0.5474116478182707	0.0187032135098847	0.0127029891519176	0.1524593287499286	0.5458827038272628	0.0033617059033809	-0.6323772692496744	0.0048617738866002	0.2301175809904374	-0.5391416100922556	0.0209497015967044	0.0630228429596692	-0.4491481717868766	0.0615068085796371	0.0109060780113347	0.2380515590560474	0.3414863853415756	0.3266890807988826	0.5482006935887636	0.0184992229045401	0.0127856934608818	0.1425058091372063	0.572694259698492	0.0034319358550178	-0.6308116680268937	0.0050012421876315	0.2323671268621731
DUX4.hg38.10000	-0.0399148565256899	0.8750488290046791	0.0349459937918012	-0.2426477798892855	0.3319644977655299	0.0081217668810631	-0.0774293348406824	0.7600769984223754	0.2217970444441382	0.1591630970648495	0.5281483736408359	0.0223853704782995	0.072852682355147	0.773898276835425	0.0033752671389943	-0.1349176503512295	0.5935046356464417	0.0665680509573629	-0.1781958599047649	0.4792936443485618	0.0228758810341176	-0.3521921904323362	0.1517547695984489	0.0063180138603326	-0.2195494932121574	0.3813838007378068	0.196173173095143	0.1446467417388241	0.5668799589278624	0.0219586368348908	0.0622510075547252	0.8061580814487133	0.0033164159810598	-0.0900713603387851	0.7222676274650228	0.0666666607556082
E2F1.hg38.10000	-0.3463350446932162	0.1591580555334995	0.4985219719422676	-0.2323907726421335	0.3534278310305008	0.1100812449078386	-0.1815060519768931	0.4710311800184299	0.5809230194274542	-0.025543440719398	0.9198622603600624	0.0289943044045247	-0.0638151924921922	0.8013783514889475	0.0328065095343622	-0.6545126104319291	0.003205780909876	0.2075609249941769	-0.5311672361796207	0.0233114124573501	0.2753960098645063	-0.4727987052655084	0.0475357494071231	0.0695824490528658	-0.2219270666982877	0.3761176496987471	0.5051993424527875	0.0136457736836248	0.9571423758703465	0.0327875203166032	-0.0213148807350608	0.9330976693637292	0.0339463213247151	-0.6427461352076501	0.0040159045429461	0.2106993373918464
