site_name	pearson_r_central_coverage	pearson_pval_central_coverage	lin_reg_RMSE_central_coverage	pearson_r_mean_coverage	pearson_pval_mean_coverage	lin_reg_RMSE_mean_coverage	pearson_r_amplitude	pearson_pval_amplitude	lin_reg_RMSE_amplitude
BATF.hg38.10000	0.7329169934974896	0.0005401368425410881	0.019169712536711427	0.6086143539259188	0.00735454224883552	0.00497085487787395	-0.8231526622639147	2.7171669509750748e-05	0.2620392636884641
BATF3.hg38.10000	0.6850737474165247	0.0017051477751931976	0.016775969024158503	0.617228153194293	0.006353417891194425	0.004331504353775733	-0.6630005683422823	0.0027089430424003316	0.20956949939817202
BCL11A.hg38.10000	0.78980716711511	9.668770114890497e-05	0.019947768822828754	0.6097714031955388	0.007213103720842306	0.006501060851593139	-0.8505803481518373	7.731886047819453e-06	0.1284083081023385
BCL11B.hg38.10000	0.6784050508840108	0.00196893201348973	0.03036999931067524	0.2896444158291563	0.24367931389293745	0.021417048732712593	-0.22989651257131638	0.35876409557994493	0.07216217827952048
BCL6.hg38.10000	0.8379761210800631	1.4173344380103225e-05	0.019188209226457587	0.5790858110940987	0.011793515241761612	0.011030081760378778	-0.806012134866802	5.376222194576552e-05	0.28980533226930555
BHLHE40.hg38.10000	0.6408558911727793	0.004160402590726149	0.024826502685783715	0.12544501481717005	0.6199110274064595	0.017744742711419174	-0.8570148648464714	5.55386938987619e-06	0.13677648517558672
BPTF.hg38.10000	0.11989615883652202	0.6355901163670503	0.014635240424567443	-0.3996283963178018	0.10037005814124138	0.00378439014866699	-0.01739370412465713	0.9453859787568395	0.055521749175235065
CDX2.hg38.10000	-0.5803932231947738	0.011559974491787037	0.02816427141049625	-0.643594950012921	0.003952366000109371	0.011465923767721521	0.5011354307714598	0.03412597382076122	0.1401834676032279
CEBPA.hg38.10000	0.884970464640498	1.0681066601194401e-06	0.025507342938473544	0.8288792333660939	2.1285148274545745e-05	0.007813884538124065	-0.8375142173416038	1.4477541777630478e-05	0.5746839575768538
CEBPB.hg38.10000	0.796408017407444	7.660370447993326e-05	0.01572928638030351	0.288288332703725	0.24599365330156098	0.006733699831984444	-0.7844053866047265	0.00011629005851142089	0.4720463802167082
CEBPD.hg38.10000	0.6409673492357641	0.004151766127597405	0.027124962396032338	0.4436975163371777	0.06512090745429894	0.008641118807879995	-0.8229657744457587	2.7385072882603747e-05	0.19393404949315832
CEBPG.hg38.10000	0.6683181641968639	0.0024313098821182886	0.01389890123349028	0.19938532314112814	0.4276589885768326	0.005135760185534384	-0.6826491568078651	0.0017974411180225415	0.46474320618030457
CLOCK.hg38.10000	0.2847175803525916	0.2521539176964025	0.019314185537650554	0.05945854744959023	0.8147072624603338	0.012500210658496491	0.18682073674532498	0.45791535666681105	0.05728749407204117
CREB1.hg38.10000	-0.3496801669667586	0.15490033836470782	0.027357873956286527	-0.04862111448612224	0.848067208610995	0.030147190060171736	-0.7315141705124489	0.0005605047309838318	0.32604094296570896
CREM.hg38.10000	0.3809441951872467	0.11883828138572523	0.026062858118846104	0.14635981512359209	0.562246117528685	0.024676970706188375	-0.8672427852818209	3.172314752088384e-06	0.28132610306867817
CTCF.hg38.10000	-0.23259290071792088	0.35299738905001943	0.03697016210124483	-0.5265229536644865	0.024779849710983647	0.014843043959057538	-0.9222937023408675	5.2274243048950626e-08	1.1907997784490574
CTCFL.hg38.10000	0.5254273126256798	0.025136570540456368	0.022752478676292827	-0.0218854737914443	0.931310662280479	0.01474098600900867	-0.8767062553735829	1.8110518230943317e-06	0.7418807639168273
CXXC1.hg38.10000	0.5880192414747797	0.010270356819768723	0.06498100650679596	0.2234138601327724	0.3728452137842172	0.03741854018841357	0.25332615413994486	0.3104483221554318	0.14670098601498335
DDIT3.hg38.10000	0.5482006935887636	0.018499222904540143	0.012785693460881833	0.1425058091372063	0.572694259698492	0.003431935855017824	-0.6308116680268937	0.005001242187631523	0.2323671268621731
DUX4.hg38.10000	0.14464674173882416	0.5668799589278624	0.02195863683489089	0.06225100755472524	0.8061580814487133	0.003316415981059876	-0.09007136033878516	0.7222676274650228	0.06666666075560823
E2F1.hg38.10000	0.013645773683624886	0.9571423758703465	0.03278752031660325	-0.02131488073506083	0.9330976693637293	0.033946321324715145	-0.6427461352076501	0.004015904542946196	0.2106993373918464
E2F4.hg38.10000	0.3179766031345036	0.1984789889150368	0.02589175241282494	0.034442412377405605	0.8920777617907554	0.025875144089786386	-0.7944286160629288	8.221460288934615e-05	0.20915272303898688
E2F6.hg38.10000	0.7244763275252414	0.0006726615869320849	0.025303313598859612	0.11132806527025485	0.6600908484633237	0.020251035510495213	-0.5785587222875618	0.011888727627359446	0.16272783954876258
E2F7.hg38.10000	0.21057095272271556	0.4016351694918049	0.02327338651066325	-0.005190170630603312	0.9836930425633205	0.010277425052476601	-0.4119573383905574	0.08937438750898118	0.12600847055469064
E2F8.hg38.10000	0.6767056752352694	0.0020412830154148834	0.01893699386045337	0.15063805271534841	0.5507463095950349	0.01291782845325141	-0.7060846555923237	0.001057370783867042	0.1860464327425436
E4F1.hg38.10000	0.6159009669441416	0.006500024039294597	0.021336098968191067	0.2535348671827668	0.31003626099489867	0.016105952415593407	-0.8145789048115722	3.85563340683961e-05	0.08797777334653738
EBF1.hg38.10000	0.6413533094787196	0.004121972604475829	0.023942265672133634	0.5394766147875175	0.02085476844779843	0.00724769106621416	-0.2718613656663677	0.27513009713458	0.08544313561112996
EBF3.hg38.10000	-0.07585732401236861	0.7648168305662444	0.02441769781963642	-0.45004189479544227	0.06092881194352666	0.0044130189582397734	0.017158463050323616	0.9461235844457573	0.058632781562525056
EGR1.hg38.10000	0.5179828735646711	0.02766762564134332	0.023617457156119057	0.1734234368958973	0.4913302955203578	0.0192456771511981	0.39303761768845064	0.10663153102022081	0.09852794793389015
EGR2.hg38.10000	0.44560111731279084	0.06384121683555959	0.0169275074322622	0.15902167687394694	0.5285197330038698	0.0056537503416555735	0.3799288449706674	0.11990623043634444	0.12193076587121641
EGR3.hg38.10000	0.4524451957919026	0.05939465367571145	0.019371482020379926	0.20799462201540247	0.4075516421977349	0.005623112201227147	0.5022374504485893	0.03367100362803595	0.13016750817490064
EHF.hg38.10000	0.2785346931592802	0.26304806959020477	0.02662846575092037	-0.14548093930451877	0.5646214017566028	0.01305189006704304	-0.7749299034626546	0.00015882642092626077	0.40002316081535927
ELF1.hg38.10000	0.3079346806467366	0.21381413297562127	0.027555267066292806	0.10415785556101714	0.680851549270993	0.028826029738398318	-0.7839086176680496	0.00011825058723723281	0.2617136178884333
ELF3.hg38.10000	0.31908843563119293	0.19682698923834255	0.025152490109520576	-0.3816884284733297	0.11805977800374877	0.009246458189823944	-0.7328968644215429	0.0005404246535881339	0.4499212993036608
ELF4.hg38.10000	0.6532263082432942	0.0032872054802159105	0.022303498279811044	0.2337058731508851	0.350632623299743	0.01700995335778788	-0.5941406945138635	0.009320921680815556	0.1667149910880004
ELK3.hg38.10000	0.646251450406289	0.0037588009073998307	0.015674396455350566	0.25493976078453917	0.30727107397181086	0.012874320209635106	-0.7283192320745143	0.0006093038224459081	0.09889348608105546
ELK4.hg38.10000	0.34389532577639376	0.1623132797673141	0.029649382145705158	0.06115521026704924	0.8095104525924441	0.021033267003801728	-0.30220033320619444	0.22290769211117603	0.09004374284552089
EOMES.hg38.10000	0.09492900148537868	0.7078956980607555	0.031538861531660446	-0.023849073570504864	0.925163417578245	0.005221026729818116	-0.5935146023475412	0.009414660550843983	0.0497304917967372
EPAS1.hg38.10000	0.5281005230436522	0.024273176690126096	0.021325524766890345	-0.09435951131421627	0.7095758579186859	0.006485983830098828	-0.6470126391473108	0.003704790312333316	0.1308608591069084
ERF.hg38.10000	-0.686242906129897	0.0016620654683244082	0.03508699083382654	-0.7045161083892802	0.0010972726235183748	0.0178317150178783	0.015447857411080942	0.9514884596579247	0.16150051236346927
ERG.hg38.10000	0.41461961271024766	0.08711982311133196	0.033548280313230594	0.04592112680108016	0.8564189643419662	0.02595378015244557	-0.7889749406919948	9.951091260997856e-05	0.24279609705222988
ESR1.hg38.10000	-0.6662069666284952	0.0025385864040440437	0.01884160517457173	-0.8561217780811539	5.820327350073988e-06	0.007176192304782148	0.13513391453820023	0.5929072353665485	0.09738826827132072
ESR2.hg38.10000	0.22770244559945385	0.36349567762111734	0.020082475220485802	-0.10955452742020544	0.6652047209789795	0.006390375948046974	0.19884904371890852	0.42892846286426933	0.08654932697095372
ESRRA.hg38.10000	-0.44044519809261384	0.06735127209463537	0.02753714260748909	-0.7699936299531951	0.00018575993370244752	0.009048683603993492	0.4443958539718721	0.06464925591950327	0.08490941659365132
ETS1.hg38.10000	0.6247527057053887	0.005572030952884004	0.025327635646674437	0.24657950813611634	0.32394352643452806	0.021514690036881518	-0.8586201285248217	5.101191219020686e-06	0.21502339256722153
ETV1.hg38.10000	0.39304488250603925	0.10662447913254147	0.024364310412372876	0.0626803360154751	0.8048455103661596	0.021684044967920035	-0.7481297322584646	0.00035621577470672445	0.21180578628443925
ETV2.hg38.10000	-0.18635013353572308	0.4590692087946113	0.016413903797874323	-0.7228297505963552	0.0007014455111580973	0.005447982528621307	-0.559970339724678	0.015659434647019833	0.06799589098619578
ETV4.hg38.10000	-0.032856603256431034	0.8970211498220586	0.023108279815106374	-0.3165755234589529	0.20057375305766767	0.01592953889793382	-0.5476884949757789	0.01863143979617247	0.1508117223023873
ETV5.hg38.10000	0.4487070131110353	0.06179362300664572	0.027980250128669434	-0.0061299911220810245	0.9807407058259798	0.021185161042014834	-0.8557758542967795	5.926443729569121e-06	0.1106052666268736
ETV6.hg38.10000	0.8096270000126755	4.681892652639433e-05	0.02786546108273622	0.7864694661688407	0.00010843613104027506	0.008262355797342654	-0.869969985665953	2.7111506211967733e-06	0.2632501991495567
FEZF1.hg38.10000	-0.4155753830493515	0.08632061209340974	0.019559209135375535	-0.5991260552517069	0.00860096493380853	0.008621773692033808	0.8885245975601123	8.406343454481483e-07	0.056684943864115836
FLI1.hg38.10000	0.5967054026024372	0.008944729321416786	0.029412188152188688	0.3962780710578824	0.10351903825960601	0.0140939200507331	-0.8261345661524165	2.3953698025260683e-05	0.27576852068537616
FOS.hg38.10000	0.28099798960071015	0.2586732112997642	0.029450877464565713	-0.1483164668874798	0.5569737061971232	0.008596342659650804	-0.7653998970309505	0.00021419385037737277	0.39447333308354454
FOSB.hg38.10000	0.5413550163666053	0.020328710800123346	0.024296169607717362	0.41382937887849264	0.08778466968495796	0.005452610800160121	-0.7393156476063741	0.0004549161023064519	0.33728243605209457
FOSL1.hg38.10000	0.2690251601800954	0.2803667839690711	0.025664339567858165	-0.1944130717206226	0.43950471686955994	0.006755320017139796	-0.684545859188365	0.0017249004960743428	0.41865730558281394
FOSL2.hg38.10000	0.029271230517854255	0.9082107537399459	0.026119028320500327	-0.4221224487787639	0.08098895527523697	0.008542214421179611	-0.596666864043384	0.008950290323128144	0.3433593163307218
FOXA1.hg38.10000	-0.877778250952771	1.694787743268946e-06	0.03277011857687758	-0.8701279988612759	2.6862997650941307e-06	0.015899798340045946	0.8053301763475259	5.516573086226958e-05	0.20898347669227474
FOXA2.hg38.10000	-0.7108267761625765	0.0009440066060077929	0.02552505491115234	-0.7641677203024833	0.00022241660650850086	0.01174460003714635	0.6299201183804652	0.005082108245735509	0.17822879920736712
FOXA3.hg38.10000	-0.3827381624015273	0.11696785115898987	0.017851445962133037	-0.6702191627423658	0.0023379358794892975	0.0068933752128528	-0.3240013450062935	0.1896361226461706	0.16909262164113897
FOXH1.hg38.10000	0.20004333953074682	0.42610404205135144	0.02328549172163229	0.16068535837477105	0.524158639535784	0.005443458378798836	0.3643108098752348	0.13719616122337291	0.08179081251033096
FOXK1.hg38.10000	-0.4020533366887502	0.09813422765649697	0.029914160001955892	-0.5852766195618799	0.010720141575926085	0.009554054936460877	-0.15593454985088154	0.5366560757158166	0.07496504727174255
FOXK2.hg38.10000	0.31984609727541735	0.19570644903907258	0.023594177224426267	0.03565149850189434	0.8883112519931508	0.013023252511558996	-0.235417500319322	0.3470136242016465	0.05902989013870904
FOXM1.hg38.10000	-0.830946723228575	1.9446654391188986e-05	0.02107647657434304	-0.7015346557661711	0.0011765734006327071	0.015621458002492282	-0.8089674619738269	4.802544458422766e-05	0.23161706436506913
FOXO1.hg38.10000	0.8691606828458948	2.84155435437278e-06	0.018264452299964883	0.6901437611956635	0.0015247867571452946	0.007111245494247023	-0.7729409812300047	0.00016925129266756497	0.1447103016355669
FOXO3.hg38.10000	0.3642277506832471	0.1372925040509322	0.02282090452733538	-0.24333547889376553	0.3305532633359518	0.013543336422913351	-0.8652630632157245	3.5479323317694066e-06	0.21335348605380763
FOXP1.hg38.10000	-0.04116824559214725	0.8711556596008287	0.024112008015713258	-0.13057150463064088	0.605562549326895	0.018863576024168095	-0.8432064814014361	1.109232462526914e-05	0.1876184003209141
FOXP3.hg38.10000	0.7664931034853169	0.00020711469731306726	0.01856796786531562	0.5493400681743643	0.018207762524454316	0.011252589272025933	-0.8180060264633899	3.359564378815539e-05	0.11164538188453987
GABPA.hg38.10000	0.38197593438944605	0.11776000171754214	0.02570597775592521	0.17318455899289772	0.491936597913617	0.028925035434197117	-0.7413952724416906	0.0004297766076670327	0.24725266371204563
GATA1.hg38.10000	0.5454713025958398	0.019212393058961306	0.03532249997118006	0.39212815013895835	0.10751697818194889	0.007522211605849229	-0.5371822888688131	0.02151174777035261	0.33393652316363504
GATA2.hg38.10000	-0.47948518746594604	0.04406162474785909	0.033430477333915236	-0.7771870748104731	0.00014765825334305154	0.009869951906876282	0.7549712870209632	0.0002926247468985975	0.18199833543641655
GATA3.hg38.10000	-0.6776179156737115	0.0020021763598419575	0.027047185035599677	-0.878223306768029	1.6484418256062725e-06	0.007091988473788674	0.8296321493886196	2.059915258700311e-05	0.17287827121191707
GATA4.hg38.10000	0.09370667416746699	0.7115034845238815	0.0412325284899715	-0.2867766918029095	0.24858980503720646	0.006680324534250752	-0.19854967052249933	0.4296379946345551	0.09945845850659317
GATA6.hg38.10000	0.17982823022783662	0.4752102430636008	0.039577731660144264	-0.12097221612631731	0.6325377504535241	0.006208962765637102	-0.2607720766961978	0.29594988138046	0.0835488164666086
GFI1.hg38.10000	0.788721982931678	0.00010038276311094461	0.014123817766970236	0.48388896265143116	0.04188140507860983	0.005399387862812582	-0.7127157422636458	0.0009017645926939883	0.09311521962528495
GFI1B.hg38.10000	0.5674057459673266	0.014051575128750514	0.011566913648726798	0.19089165524051338	0.44799564954855464	0.012168470171213783	-0.6460183419538135	0.0037754694991642126	0.13038808140254388
GLIS1.hg38.10000	0.2963627844220789	0.2324176498121514	0.02723807554088388	-0.28522062108963225	0.2512802541423574	0.007385711078521168	0.8057338937658656	5.4331144177520236e-05	0.08279618038531003
GLIS2.hg38.10000	0.4456209590027864	0.06382797770479932	0.03520980696003628	-0.011880710934767438	0.9626820305461659	0.01814186437163548	-0.5476078145037364	0.018652334068106995	0.09858732720495293
GLIS3.hg38.10000	0.33412831507046403	0.17537024450593688	0.028519695014768368	0.15551460148829158	0.5377672544768382	0.005469062617499392	0.2791634756421128	0.2619269879833231	0.06836982072037791
GMEB2.hg38.10000	0.21405659247455688	0.3937050863939684	0.037861254531570174	0.029420590762940825	0.9077442722286895	0.03215118973197575	-0.33974535954895196	0.16777762151232548	0.15165827115161692
GRHL2.hg38.10000	-0.9241101296177886	4.3515342563617615e-08	0.02143639425237036	-0.8476273997011373	8.95421410332663e-06	0.011773279832540458	0.8384063759883627	1.3894926161315317e-05	0.3771799900570295
HAND2.hg38.10000	0.24260870467619	0.3320447897585038	0.018902625099146274	0.00048042498606661147	0.9984904623435615	0.0035360056128878343	0.691265989312219	0.0014870823627043533	0.07938103608464893
HES1.hg38.10000	-0.4129141193210455	0.08855930788554639	0.015342283786533578	-0.5917474919197989	0.009683325320706291	0.0050136111620651454	-0.23122157860983036	0.35592355983991253	0.0635268276395593
HES2.hg38.10000	0.21536132636293392	0.39075889814388665	0.01665408643117884	-0.43771968891024626	0.06926360526281428	0.007438489762966948	-0.7803381590844806	0.00013318300682398893	0.19862543383623765
HEY1.hg38.10000	0.6591329149314682	0.002926829881979917	0.05324574513564039	0.1255165760638499	0.6197098178631778	0.03087558226292905	0.0751333663002508	0.7670023523218084	0.28310737418032905
HIC1.hg38.10000	0.8755609466733711	1.9427917208761928e-06	0.019365104788918598	0.6899216520700576	0.0015323422378580472	0.008786125282505552	-0.3139234907136915	0.20457856042524555	0.13156432346808627
HIF1A.hg38.10000	0.03606480276327318	0.8870242566008018	0.03429374346385888	-0.16855268756494549	0.5037640758197767	0.01650652236996319	-0.6730732879337311	0.002203309665439612	0.18223107067888436
HIF3A.hg38.10000	-0.529720066889045	0.023761478341168697	0.016972433079601005	-0.6415838856273605	0.004104257178489927	0.009604440797161969	-0.08904688659942393	0.7253101726481836	0.17327066000425642
HLF.hg38.10000	0.12455367375735267	0.6224193701614478	0.021240475797544338	-0.20596849423027544	0.41223731953055887	0.005464536363066143	-0.5795986109634775	0.011701469594429519	0.2699841405279664
HMBOX1.hg38.10000	0.23802540818981388	0.34154100826659983	0.03203045402814431	-0.05295178294114921	0.8347037869773223	0.007601740877228083	-0.6734244327675382	0.002187197684642862	0.1719681833381419
HMG20A.hg38.10000	0.12480974266160519	0.6216983541978598	0.01986807135923533	-0.5129428901200239	0.029490612283566347	0.006013674454534542	-0.6539422724193852	0.0032416774240817572	0.10710579068847506
HMGA1.hg38.10000	-0.554462300987602	0.016941908533448808	0.09247935249628324	-0.6347530748118823	0.004656194862857204	0.01119693881971923	-0.5495450469474505	0.01815571415971674	0.24139948198573363
HNF1A.hg38.10000	-0.32179278175020837	0.19284678205206654	0.02686182241282108	-0.4618654542790272	0.05365860131186541	0.010280404595282485	0.4127831081605826	0.08867059552819376	0.12529674388116296
HNF1B.hg38.10000	-0.2583840208739899	0.3005544977318694	0.027418959332663834	-0.45856466127413337	0.05561883475662389	0.008258092045102644	-0.2517881276903397	0.313494891702491	0.0582759571196869
HNF4A.hg38.10000	0.05608098466925582	0.8250743446585482	0.02128652044611923	-0.31745358009667496	0.1992592688509524	0.0090735607039796	-0.16383983755911036	0.5159356508811261	0.0913284023588185
HNF4G.hg38.10000	-0.699752081851964	0.001226220947075392	0.04221495426669213	-0.7536700415200793	0.0003039210378303379	0.017983046450108824	0.8657058443431465	3.4607630659316356e-06	0.14126914195251167
HOMEZ.hg38.10000	-0.17595194927244026	0.4849348938872359	0.01837050643946022	-0.5768510426297562	0.012201424378476159	0.007012389023095944	-0.8020480838762587	6.236473862509986e-05	0.21545152148341548
HOXA2.hg38.10000	-0.311277860179083	0.2086256279757943	0.027652499023524117	-0.4392899931634552	0.0681569681007865	0.014691263621279095	0.25129195325507964	0.3144815032917442	0.07712856279144066
HOXA6.hg38.10000	0.016009593096818993	0.9497264903003146	0.03432932396803248	-0.2518836215056064	0.3133052194703425	0.02118956894938976	0.4739949110627206	0.04689946960607563	0.06576873508340597
HOXA9.hg38.10000	-0.2831346115044559	0.25491561524474854	0.01850191575723725	-0.6007676641269005	0.008373948594263577	0.0037005943502372387	-0.07865807434854002	0.756377822560734	0.05734132758705044
HOXB13.hg38.10000	-0.7833700653755371	0.00012040757303520784	0.04770650920249002	-0.789086613738244	9.912806536751113e-05	0.020476762546083854	0.5512994646378649	0.01771501735933176	0.39942701465726954
HOXC5.hg38.10000	-0.43642870001825357	0.07018332287489736	0.019278706772909576	-0.5661249314668502	0.014318751319374646	0.007978486952789219	-0.6316822514893277	0.0049232917595908665	0.25165394096224497
HOXC9.hg38.10000	-0.5110034043201045	0.030216424036139115	0.017378407957369668	-0.6448641617165859	0.0038588934427312253	0.004484337853218914	-0.07030849599037658	0.7816099625697952	0.08104004577031715
HSF1.hg38.10000	0.20434251278914722	0.4160183543075344	0.026073746900357304	-0.15134591310721565	0.5488537274144846	0.011025285174371345	-0.05656521744689144	0.8235863086716502	0.0719134965217111
IKZF1.hg38.10000	0.7596580591997473	0.00025482043774066024	0.026334381774420372	0.4758470982941156	0.04592703562249353	0.012582006065857281	-0.574488703693606	0.012644782796683405	0.08938350355412686
IKZF2.hg38.10000	0.8090785001074432	4.782048543651797e-05	0.022658744657345457	0.7744841357764943	0.00016111438718702812	0.005115875277719504	-0.8247946484294366	2.535693303447951e-05	0.12192295414370821
IKZF5.hg38.10000	-0.04939025988120329	0.8456908212457168	0.018841493525619375	-0.3872041098204318	0.11240231064244799	0.01286537199321333	-0.8288942538279799	2.1271274482859673e-05	0.2697431099610804
IRF1.hg38.10000	0.8730820680880891	2.256452273747533e-06	0.024964870443126053	0.6258820766956708	0.005461808312689209	0.012275503309717039	-0.8483274417634942	8.650413126279851e-06	0.4730926420557051
IRF2.hg38.10000	0.35273783856846336	0.1510773523083918	0.021409281123482223	-0.0622555244770458	0.8061442694455891	0.01636411708034443	-0.8655655223126802	3.4881864260069143e-06	0.45746808525495686
IRF3.hg38.10000	0.24622658303099676	0.32465882045945293	0.010873363815286535	0.3351826852698665	0.1739277235013329	0.008857581093615499	0.11660399762437572	0.6449633178200975	0.10334932865219575
IRF4.hg38.10000	0.786157941588468	0.00010959185180356536	0.02281667800025387	0.6052189221165332	0.0077825852590760625	0.00651054999564974	-0.8761352618437419	1.8757353756895617e-06	0.382474413335072
ISL1.hg38.10000	-0.11942063850502813	0.6369407731800136	0.02767724597963032	-0.3919977948230708	0.10764431960354194	0.0037547384573571353	-0.1720719444100165	0.4947653209444324	0.06072610821540401
JUN.hg38.10000	0.310603886461455	0.20966492277141563	0.02629444766790912	-0.14496015136693072	0.5660309563567988	0.014179809409659965	-0.747589830862964	0.0003616931996057455	0.24945249525155802
JUNB.hg38.10000	0.02352415204439944	0.9261803472857529	0.022761480348154915	-0.4405151189584994	0.06730273376717204	0.007845019757616615	-0.6122907823222142	0.006912731635191786	0.2540604536020669
JUND.hg38.10000	-0.0024609900374958625	0.9922674574724637	0.028314007965472326	-0.3949109749105288	0.10482410246951855	0.009845720087308484	-0.6838125128717364	0.0017526550002473662	0.36608978515261814
KDM2B.hg38.10000	0.648959864369899	0.0035695083231110755	0.0478254330091319	0.11290860224401948	0.6555455193265727	0.024152137857789416	-0.4677894925761834	0.0502715277078312	0.17247545197672767
KLF1.hg38.10000	0.01594265348943478	0.9499364450601564	0.018647716371138472	-0.059483771663534066	0.8146299472334522	0.013146533508889004	0.038350703548084404	0.8799110889655313	0.11082112319826008
KLF10.hg38.10000	-0.09919689607614528	0.6953454788503093	0.030834947470028157	-0.01793967631009392	0.9436742298695016	0.026373717655120046	-0.2761027002046663	0.26741225837685845	0.1880997316229492
KLF11.hg38.10000	0.16135113422027422	0.5224180856162843	0.028336574093608322	0.04798137595805386	0.8500447256030094	0.0224554215342924	-0.06991347460032418	0.7828090718145374	0.11068746838647753
KLF15.hg38.10000	-0.1302331057408627	0.6065055400172922	0.027581510156994532	-0.012453082938343263	0.9608854494107268	0.017360722899483115	-0.0989852919453452	0.6959659830325211	0.17215722388543309
KLF16.hg38.10000	0.2863307580379184	0.249358959155726	0.02595429236248284	-0.11918328577359769	0.6376153522740308	0.01301066520257332	-0.8864341791363254	9.687135590962468e-07	0.47685028493779313
KLF4.hg38.10000	0.13994514075429232	0.5796818097340832	0.019564981397068113	-0.1279782956342615	0.6128039055718367	0.012216906882932848	-0.31224678209586176	0.20713742339545718	0.09817007631876046
KLF5.hg38.10000	-0.18506149713635017	0.4622362719688713	0.026722172541247022	-0.09878303448145662	0.6965592510066965	0.022365036968180832	-0.2825362372093075	0.25596448109781444	0.09444613322979742
KLF6.hg38.10000	0.3940096056327075	0.10569099069522125	0.03098822646057836	-0.04548103893140988	0.8577816694080611	0.020481315612942197	-0.5123114802691036	0.02972540402531164	0.25098866228000344
KLF9.hg38.10000	-0.3386409107325158	0.1692526102758635	0.024348061623486683	-0.04027638721283882	0.8739255893728348	0.02391606324681496	0.13646924390089685	0.5892240956209599	0.16468566007833746
KMT2A.hg38.10000	0.6415298775309346	0.004108401092739637	0.051749553069257714	0.18446440244839948	0.4637074640052177	0.032626422630714816	-0.19174273793823138	0.4459358280412029	0.11146385296268278
LEF1.hg38.10000	0.27800605519256677	0.2639929084457281	0.03573493889723652	0.1897027415412013	0.4508812493515518	0.016211961743625693	0.44760957372332644	0.06251144011118794	0.13197936917902992
LYL1.hg38.10000	0.9053775661640171	2.392762753967848e-07	0.027348234200112953	0.876929113803021	1.7863321380804908e-06	0.007903144765807762	-0.9039406741722582	2.6868461556086753e-07	0.36124249190014757
MAF.hg38.10000	0.6187979443468399	0.00618348369279342	0.028973464586465193	0.4231558108501785	0.08016998842491674	0.010363679034887658	0.7523834080016544	0.00031544912368555185	0.08427369434769644
